"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_BASELINE_10_5_run.csv",,,,"Date:","13 Apr 2020 15:03:52 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
13-04 15:03:52,4.280,0.607,94.748,0.365,0,3972611.403,1666359.674,0,0,291323904,4462919680,458805248,11061731328,1248,73453
13-04 15:03:53,1.496,7.232,91.022,0.249,0,0,217088,5080,2380,396910592,4356956160,458809344,11167334400,1184,73456
13-04 15:03:54,2.764,65.578,31.658,0,0,0,36864,558,0,797609984,3954536448,458809344,11560280064,1216,73456
13-04 15:03:55,0.754,65.578,33.668,0,0,0,3796992,540,0,1199988736,3550371840,458809344,11955806208,1216,73456
13-04 15:03:56,1.247,66.334,30.923,1.496,0,0,236199936,480,0,1597571072,3151032320,458809344,12347551744,1216,73456
13-04 15:03:57,1.272,68.448,23.919,6.361,0,0,1069031424,120,0,1991540736,2755403776,458813440,12734451712,1216,73456
13-04 15:03:58,1.508,65.075,33.166,0.251,0,0,188416,379,886,2389356544,2355785728,458813440,13125636096,1216,73456
13-04 15:03:59,0.750,65.750,33.500,0,0,0,0,60,0,2786910208,1956593664,458813440,13516185600,1216,73456
13-04 15:04:00,1.259,64.987,33.753,0,0,0,0,0,0,3182252032,1559367680,458813440,13905473536,1216,73456
13-04 15:04:01,1.247,65.337,33.416,0,0,0,0,60,0,3577716736,1162313728,458813440,14294200320,1216,73456
13-04 15:04:02,10.553,30.905,58.543,0,0,0,0,0,0,3667976192,1071464448,458813440,14384603136,1216,73456
13-04 15:04:03,14.322,19.347,66.332,0,0,0,36864,554,107,3667976192,1071464448,458813440,14384603136,1216,73456
13-04 15:04:04,16.121,17.128,66.499,0.252,0,0,16384,480,0,3668094976,1071337472,458821632,14384603136,1216,73456
13-04 15:04:05,15.309,19.259,65.432,0,0,0,0,1020,0,3668094976,1071337472,458821632,14384603136,1216,73456
13-04 15:04:06,16.244,16.497,67.259,0,0,0,0,1320,0,3668094976,1071337472,458821632,14384603136,1216,73456
13-04 15:04:07,15.750,18.250,65.750,0.250,0,0,8192,960,0,3668094976,1071337472,458821632,14384603136,1216,73456
13-04 15:04:08,15.979,15.722,68.299,0,0,0,12288,590,239,3668090880,1071337472,458821632,14384607232,1216,73456
13-04 15:04:09,15.099,19.554,65.099,0.248,0,0,20480,60,0,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:10,15.539,18.045,66.416,0,0,0,0,0,0,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:11,15.829,17.588,66.583,0,0,0,0,60,0,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:12,14.179,19.900,65.920,0,0,0,0,0,0,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:13,16,18.250,65.750,0,0,0,24576,508,928,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:14,16.794,16.031,67.176,0,0,0,0,0,0,3668082688,1071337472,458829824,14384607232,1216,73456
13-04 15:04:15,15.196,19.853,64.706,0.245,0,0,16384,804,0,3668074496,1071337472,458838016,14384607232,1216,73456
13-04 15:04:16,14.573,19.095,66.332,0,0,0,0,840,0,3668070400,1071337472,458838016,14384611328,1216,73456
13-04 15:04:17,16.915,17.413,65.672,0,0,0,0,900,0,3668070400,1071321088,458838016,14384611328,1216,73456
13-04 15:04:18,16.113,16.113,67.519,0.256,0,0,36864,420,107,3668070400,1071321088,458838016,14384611328,1216,73456
13-04 15:04:19,16,18,66,0,0,0,0,60,0,3668070400,1071321088,458838016,14384611328,1216,73456
13-04 15:04:20,16.582,16.071,67.347,0,0,0,0,0,0,3668070400,1071321088,458838016,14384611328,1216,73456
13-04 15:04:21,21.696,5.486,72.818,0,0,0,16384,483,420,3720372224,976089088,458846208,14469873664,1216,73456
13-04 15:04:22,25.436,0,74.314,0.249,0,0,61440,0,0,3728375808,968065024,458846208,14472224768,1216,73458
13-04 15:04:23,26.250,0.250,73.500,0,0,0,18788352,213,313,3724500992,971915264,458846208,14474444800,1216,73456
13-04 15:04:24,16.877,0.504,82.368,0.252,0,0,53248,136482,1044517,3727294464,969121792,458846208,14475866112,1248,73456
13-04 15:04:25,16.541,0.501,82.957,0,0,0,0,150426,1063972,3727294464,969121792,458846208,14475866112,1248,73456
13-04 15:04:26,17.164,0.249,82.338,0.249,0,0,208896,146630,1025970,3727282176,969121792,458854400,14475870208,1248,73456
13-04 15:04:27,18.454,0.249,81.297,0,0,0,16384,156454,1101974,3727282176,969121792,458854400,14475870208,1248,73456
13-04 15:04:28,19.451,0.249,80.299,0,0,0,73728,162816,1146741,3727282176,969121792,458854400,14475870208,1248,73456
13-04 15:04:29,18.765,0.494,80.741,0,0,0,0,156660,1104894,3727278080,969121792,458854400,14475874304,1248,73456
13-04 15:04:30,15.829,0,84.171,0,0,0,0,146945,1044418,3727278080,969121792,458854400,14475874304,1248,73456
13-04 15:04:31,17.128,0.252,82.620,0,0,0,0,143493,1004602,3727278080,969121792,458854400,14475874304,1248,73456
13-04 15:04:32,17.456,0.249,82.045,0.249,0,0,118784,143076,1023050,3727273984,969121792,458858496,14475874304,1248,73456
13-04 15:04:33,18.204,0.249,81.546,0,0,0,28672,138203,983421,3727273984,969121792,458858496,14475874304,1248,73456
13-04 15:04:34,16.873,0.248,82.878,0,0,0,0,146482,1039405,3727273984,969121792,458858496,14475874304,1248,73456
13-04 15:04:35,16.708,0.499,82.793,0,0,0,0,148477,1047315,3727273984,969121792,458858496,14475874304,1248,73456
13-04 15:04:36,15.789,0.251,83.960,0,0,0,0,150889,1063088,3727273984,969121792,458858496,14475874304,1248,73456
13-04 15:04:37,15.578,0.503,83.417,0.503,0,0,24576,143691,1022782,3727269888,969121792,458862592,14475874304,1248,73456
13-04 15:04:38,16.040,0.501,83.459,0,0,0,12288,142766,1003796,3727265792,969121792,458862592,14475878400,1248,73456
13-04 15:04:39,15.829,0.251,83.920,0,0,0,0,140803,1001796,3727265792,969121792,458862592,14475878400,1248,73456
13-04 15:04:40,17.424,0,82.576,0,0,0,0,151700,1081245,3727265792,969121792,458862592,14475878400,1248,73456
13-04 15:04:41,15,0.750,84.250,0,0,0,0,130402,920745,3727261696,969121792,458862592,14475882496,1248,73456
13-04 15:04:42,16.373,0.252,83.375,0,0,0,20480,143346,1005777,3727257600,969121792,458866688,14475882496,1248,73456
13-04 15:04:43,17,0.500,82.250,0.250,0,0,98304,143776,1021962,3728134144,968245248,458866688,14475882496,1216,73456
13-04 15:04:44,17.500,0,82.500,0,0,0,0,154654,1086446,3728019456,968359936,458866688,14475882496,1216,73456
13-04 15:04:45,17.005,0.254,82.741,0,0,0,0,159288,1125355,3728019456,968359936,458866688,14475882496,1216,73456
13-04 15:04:46,17.293,0.251,82.456,0,0,0,0,161388,1145816,3728015360,968359936,458866688,14475886592,1216,73456
13-04 15:04:47,18.454,0.249,81.297,0,0,0,0,149450,1060784,3728015360,968359936,458866688,14475886592,1216,73456
13-04 15:04:48,17.929,0.505,81.566,0,0,0,16384,172045,1207655,3728007168,968359936,458874880,14475886592,1216,73456
13-04 15:04:49,17.500,0.250,82,0.250,0,0,12288,148142,1046431,3728003072,968359936,458874880,14475890688,1216,73456
13-04 15:04:50,18.045,0.251,81.704,0,0,0,0,156624,1106080,3728003072,968359936,458874880,14475890688,1216,73456
13-04 15:04:51,14.464,0.249,85.287,0,0,0,0,138378,980942,3728003072,968359936,458874880,14475890688,1216,73456
13-04 15:04:52,16.459,0.249,83.292,0,0,0,40960,134898,961667,3728216064,967847936,458874880,14476591104,1216,73458
13-04 15:04:53,15.829,0.251,83.668,0.251,0,0,34217984,132072,941394,3728236544,967946240,458874880,14476537856,1216,73458
13-04 15:04:54,16.121,0.504,83.375,0,0,0,208896,127804,917825,3727716352,968454144,458887168,14476537856,1248,73458
13-04 15:04:55,14.787,0.251,84.962,0,0,0,0,139219,985932,3727716352,968454144,458887168,14476537856,1248,73458
13-04 15:04:56,17.706,0.249,82.045,0,0,0,0,139301,998785,3727712256,968454144,458887168,14476541952,1248,73458
13-04 15:04:57,18.250,0.750,81,0,0,0,24576,150330,1063972,3727712256,968454144,458887168,14476541952,1248,73458
13-04 15:04:58,17.128,0,82.620,0.252,0,0,237568,159043,1126135,3727712256,968454144,458887168,14476541952,1248,73458
13-04 15:04:59,17.128,0.252,82.620,0,0,0,45056,148440,1046576,3727712256,968454144,458887168,14476541952,1248,73458
13-04 15:05:00,18.797,0.251,80.702,0.251,0,0,24576,158163,1125087,3727704064,968454144,458895360,14476541952,1248,73458
13-04 15:05:01,17.199,0.246,82.555,0,0,0,0,147753,1043779,3727699968,968454144,458895360,14476546048,1248,73458
13-04 15:05:02,17,0,83,0,0,0,0,153060,1084433,3727695872,968454144,458895360,14476550144,1248,73458
13-04 15:05:03,16.750,0.500,82.750,0,0,0,0,137697,982006,3727695872,968454144,458895360,14476550144,1248,73458
13-04 15:05:04,18.500,0.250,81.250,0,0,0,0,143925,1023318,3727695872,968454144,458895360,14476550144,1248,73458
13-04 15:05:05,17.043,0,82.957,0,0,0,12288,137608,979208,3727695872,968454144,458895360,14476550144,1248,73458
13-04 15:05:06,17.632,0,82.116,0.252,0,0,16384,164249,1148468,3727695872,968454144,458903552,14476541952,1248,73458
13-04 15:05:07,14.610,0.252,85.139,0,0,0,0,133638,941206,3727683584,968454144,458903552,14476554240,1248,73458
13-04 15:05:08,15.696,0,84.304,0,0,0,53248,145627,1041005,3727679488,968454144,458903552,14476558336,1248,73458
13-04 15:05:09,17.370,0.248,82.382,0,0,0,0,142246,1002589,3727679488,968454144,458903552,14476558336,1248,73458
13-04 15:05:10,15.288,0.251,84.461,0,0,0,12288,132569,943858,3727679488,968454144,458903552,14476558336,1248,73458
13-04 15:05:11,14.750,0.500,84.750,0,0,0,0,127657,918093,3727679488,968454144,458903552,14476558336,1248,73458
13-04 15:05:12,16.583,0.251,82.915,0.251,0,0,16384,148318,1043243,3727671296,968454144,458911744,14476558336,1248,73458
13-04 15:05:13,15.075,0.251,84.673,0,0,0,4096,132610,924858,3727667200,968454144,458911744,14476562432,1248,73458
13-04 15:05:14,16.873,0.248,82.878,0,0,0,0,147294,1043511,3727667200,968454144,458911744,14476562432,1248,73458
13-04 15:05:15,15.920,0.746,83.333,0,0,0,0,140450,999401,3727667200,968454144,458911744,14476562432,1248,73458
13-04 15:05:16,15.461,0.499,83.791,0.249,0,0,28672,134206,944394,3727663104,968454144,458915840,14476562432,1248,73458
13-04 15:05:17,18.473,0.493,81.034,0,0,0,0,145950,1043511,3727663104,968454144,458915840,14476562432,1248,73458
13-04 15:05:18,15.404,0.253,84.091,0.253,0,0,16384,137320,979354,3727659008,968454144,458919936,14476562432,1248,73458
13-04 15:05:19,18.114,0.248,81.638,0,0,0,0,152592,1084433,3727654912,968454144,458919936,14476566528,1248,73458
13-04 15:05:20,17.250,0.250,82.500,0,0,0,0,153743,1087085,3727654912,968454144,458919936,14476566528,1248,73458
13-04 15:05:21,17.929,0.253,81.818,0,0,0,0,158679,1125623,3727654912,968454144,458919936,14476566528,1248,73458
13-04 15:05:22,19.059,0.248,80.693,0,0,0,53248,148092,1043511,3727556608,968552448,458919936,14476566528,1248,73458
13-04 15:05:23,15.539,1.003,83.459,0,0,0,0,125617,897677,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:24,16.667,0.253,82.828,0.253,0,0,237568,115488,818440,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:25,17,0.500,82.500,0,0,0,0,149150,1047224,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:26,17.337,0.251,82.412,0,0,0,0,150234,1063179,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:27,17.250,0.250,82.500,0,0,0,0,137344,979208,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:28,16.583,0.251,83.166,0,0,0,77824,143627,1023975,3727650816,968454144,458919936,14476570624,1248,73458
13-04 15:05:29,17.778,0.247,81.728,0.247,0,0,94208,139356,982128,3727642624,968454144,458924032,14476574720,1248,73458
13-04 15:05:30,17.456,0,82.544,0,0,0,0,139674,982128,3727642624,968454144,458924032,14476574720,1248,73458
13-04 15:05:31,18.045,0.251,81.704,0,0,0,0,149250,1063972,3727642624,968454144,458924032,14476574720,1248,73458
13-04 15:05:32,17.839,0.503,81.658,0,0,0,0,140465,984780,3727638528,968454144,458924032,14476578816,1248,73458
13-04 15:05:33,16.040,0,83.960,0,0,0,45056,138908,982584,3727638528,968454144,458924032,14476578816,1248,73458
13-04 15:05:34,14.573,0.251,84.925,0.251,0,0,24576,134823,961441,3727753216,968327168,458932224,14476578816,1248,73458
13-04 15:05:35,15.250,0.250,84.500,0,0,0,20480,135150,961667,3727622144,968454144,458932224,14476582912,1248,73458
13-04 15:05:36,15.960,0,84.040,0,0,0,0,142133,1020130,3727622144,968454144,458932224,14476582912,1248,73458
13-04 15:05:37,15.327,0.251,84.422,0,0,0,0,138032,982396,3727622144,968454144,458932224,14476582912,1248,73458
13-04 15:05:38,14.250,0.500,85.250,0,0,0,12288,134174,944272,3727618048,968454144,458932224,14476587008,1248,73458
13-04 15:05:39,16.915,0.498,82.338,0.249,0,0,24576,145686,1023050,3727609856,968454144,458940416,14476587008,1248,73458
13-04 15:05:40,17.043,0.752,82.206,0,0,0,0,150270,1063972,3727609856,968454144,458940416,14476587008,1248,73458
13-04 15:05:41,14.430,0.506,85.063,0,0,0,12288,131686,938286,3727605760,968454144,458940416,14476591104,1248,73458
13-04 15:05:42,17.456,0.249,82.294,0,0,0,0,135557,962574,3727605760,968454144,458940416,14476591104,1248,73458
13-04 15:05:43,14.824,0.251,84.925,0,0,0,53248,138750,982146,3727605760,968454144,458940416,14476591104,1248,73458
13-04 15:05:44,18,0.250,81.500,0.250,0,0,24576,145338,1023050,3727597568,968454144,458948608,14476591104,1248,73458
13-04 15:05:45,15.500,0.250,84.250,0,0,0,0,138750,982128,3727597568,968454144,458948608,14476591104,1248,73458
13-04 15:05:46,16.873,0.248,82.878,0,0,0,0,136952,964587,3727597568,968454144,458948608,14476591104,1248,73458
13-04 15:05:47,17.884,0.252,81.864,0,0,0,16384,159312,1125355,3727597568,968454144,458948608,14476591104,1248,73458
13-04 15:05:48,17.380,0.252,82.368,0,0,0,28672,150409,1064079,3727597568,968454144,458948608,14476591104,1248,73458
13-04 15:05:49,17.128,0,82.620,0.252,0,0,16384,161217,1142628,3727597568,968454144,458952704,14476587008,1248,73458
13-04 15:05:50,16.209,0.748,83.042,0,0,0,0,141276,1002589,3727589376,968454144,458952704,14476595200,1248,73458
13-04 15:05:51,14.573,0.251,85.176,0,0,0,0,130886,921013,3727589376,968454144,458952704,14476595200,1248,73458
13-04 15:05:52,14.286,0.251,85.464,0,0,0,20480,131848,940938,3727601664,968441856,458952704,14476595200,1248,73458
13-04 15:05:53,16.751,0.254,82.995,0,0,0,20480,141730,1003003,3727589376,968454144,458952704,14476595200,1248,73458
13-04 15:05:54,18.114,0.248,81.390,0.248,0,0,86016,132704,941061,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:05:55,16.583,0.251,83.166,0,0,0,0,147276,1043478,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:05:56,14.861,0.504,84.635,0,0,0,0,139258,982396,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:05:57,14.963,0.499,84.539,0,0,0,0,148436,1046431,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:05:58,15.038,0.501,84.461,0,0,0,65536,133805,942092,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:05:59,18.159,0.498,80.846,0.498,0,0,86016,150942,1063972,3727581184,968454144,458956800,14476599296,1248,73458
13-04 15:06:00,17.424,0,82.576,0,0,0,0,161241,1145548,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:01,18.204,0.249,81.546,0,0,0,0,149755,1061320,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:02,15.500,0.250,84.250,0,0,0,0,135384,961667,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:03,15.327,0,84.673,0,0,0,0,138843,982274,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:04,17.293,0.251,82.206,0.251,0,0,61440,159470,1128275,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:05,15.711,0.249,84.040,0,0,0,28672,126340,898661,3727577088,968454144,458956800,14476603392,1248,73458
13-04 15:06:06,16.080,0,83.920,0,0,0,0,139052,983751,3727572992,968454144,458956800,14476607488,1248,73458
13-04 15:06:07,15.750,0.500,83.750,0,0,0,0,143530,1020130,3727572992,968454144,458956800,14476607488,1248,73458
13-04 15:06:08,18.136,0.252,81.612,0,0,0,0,177971,1250919,3727572992,968454144,458956800,14476607488,1248,73458
13-04 15:06:09,17.128,0.252,82.368,0.252,0,0,28672,156591,1105162,3727572992,968454144,458964992,14476599296,1248,73458
13-04 15:06:10,18.500,0.500,81,0,0,0,0,150245,1081513,3727564800,968454144,458964992,14476607488,1248,73458
13-04 15:06:11,14.286,0.501,85.213,0,0,0,8192,124579,882743,3727564800,968454144,458964992,14476607488,1248,73458
13-04 15:06:12,15.288,0.251,84.461,0,0,0,0,131823,940938,3727564800,968454144,458964992,14476607488,1248,73458
13-04 15:06:13,18.844,0.251,80.905,0,0,0,4096,150476,1065165,3727564800,968454144,458964992,14476607488,1248,73458
13-04 15:06:14,15.288,0.251,84.211,0.251,0,0,16384,138744,983314,3727556608,968454144,458969088,14476611584,1248,73458
13-04 15:06:15,16.169,0.249,83.582,0,0,0,36864,135221,961365,3727552512,968454144,458969088,14476615680,1248,73458
13-04 15:06:16,16.708,0.499,82.793,0,0,0,0,143549,1019246,3727552512,968454144,458969088,14476615680,1248,73458
13-04 15:06:17,17.618,0.248,82.134,0,0,0,12288,141198,1002589,3727552512,968454144,458969088,14476615680,1248,73458
13-04 15:06:18,16,0.250,83.750,0,0,0,0,140279,985194,3727552512,968454144,458969088,14476615680,1248,73458
13-04 15:06:19,16.377,0.496,82.878,0.248,0,0,90112,133152,941206,3727548416,968454144,458973184,14476615680,1248,73458
13-04 15:06:20,14.573,0.251,84.925,0.251,0,0,12288,132375,940938,3727544320,968454144,458977280,14476615680,1248,73458
13-04 15:06:21,14.750,0.250,85,0,0,0,0,121659,859630,3727544320,968454144,458977280,14476615680,1248,73458
13-04 15:06:22,14.106,0.504,85.390,0,0,0,40960,128152,917825,3727597568,968400896,458977280,14476615680,1248,73458
13-04 15:06:23,17.955,0.499,81.546,0,0,0,20480,170101,1190016,3728044032,967946240,458977280,14476623872,1248,73458
13-04 15:06:24,15.617,0.756,83.627,0,0,0,36864,131326,939583,3727536128,968454144,458977280,14476623872,1248,73458
13-04 15:06:25,15.038,0.251,84.712,0,0,0,61440,130934,922368,3727532032,968454144,458981376,14476623872,1248,73458
13-04 15:06:26,14.787,0,84.962,0.251,0,0,45056,134071,958390,3727532032,968454144,458981376,14476623872,1248,73458
13-04 15:06:27,14.925,0.746,84.328,0,0,0,0,131613,921102,3727532032,968454144,458981376,14476623872,1248,73458
13-04 15:06:28,16.040,0.251,83.709,0,0,0,4096,136406,962324,3727532032,968454144,458981376,14476623872,1248,73458
13-04 15:06:29,14.536,0.501,84.962,0,0,0,73728,127793,902007,3727527936,968454144,458981376,14476627968,1248,73458
13-04 15:06:30,17,0,83,0,0,0,0,144585,1024587,3727527936,968454144,458981376,14476627968,1248,73458
13-04 15:06:31,16.541,0.251,82.957,0.251,0,0,16384,145071,1023318,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:32,15.288,0.251,84.461,0,0,0,0,146418,1043511,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:33,18.844,0,81.156,0,0,0,40960,167320,1204425,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:34,15,0.250,84.750,0,0,0,0,128666,920477,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:35,14.035,0.251,85.714,0,0,0,0,128050,903472,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:36,16.541,0,83.459,0,0,0,0,139342,999669,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:37,16.040,0.251,83.459,0.251,0,0,16384,139994,985048,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:38,15.500,0,84.250,0.250,0,0,12288,145696,1040737,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:39,16.541,0.251,83.208,0,0,0,0,148913,1046163,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:40,17.164,0.498,82.338,0,0,0,0,146045,1024595,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:41,15.500,0.250,84.250,0,0,0,0,126349,898739,3727523840,968454144,458985472,14476627968,1248,73458
13-04 15:06:42,17.500,0.250,82,0.250,0,0,16384,153259,1081781,3727523840,968454144,458993664,14476619776,1248,73458
13-04 15:06:43,18.342,0.503,81.156,0,0,0,73728,146444,1044129,3728535552,967434240,458997760,14476623872,1280,73458
13-04 15:06:44,15.113,0,84.887,0,0,0,0,133876,944394,3728396288,967565312,458997760,14476632064,1280,73458
13-04 15:06:45,14.925,0.498,84.577,0,0,0,0,125286,898479,3728396288,967565312,458997760,14476632064,1280,73458
13-04 15:06:46,15.617,0.252,84.131,0,0,0,0,143668,1021935,3728396288,967565312,458997760,14476632064,1280,73458
13-04 15:06:47,17.500,0.250,82.250,0,0,0,0,157469,1107546,3728396288,967565312,458997760,14476632064,1280,73458
13-04 15:06:48,14.500,0.250,85,0.250,0,0,65536,130700,921120,3728396288,967565312,459005952,14476623872,1280,73458
13-04 15:06:49,15.347,0.248,84.406,0,0,0,0,128410,917825,3728384000,967565312,459005952,14476636160,1280,73458
13-04 15:06:50,16.500,0.250,83.250,0,0,0,49152,128653,903997,3728384000,967565312,459005952,14476636160,1280,73458
13-04 15:06:51,16.541,0.251,83.208,0,0,0,0,146823,1042361,3728379904,967565312,459005952,14476640256,1280,73458
13-04 15:06:52,16.583,0.251,83.166,0,0,0,20480,140824,1000026,3728384000,967561216,459005952,14476640256,1280,73458
13-04 15:06:53,15.539,0.251,84.211,0,0,0,12288,138792,982274,3728244736,967692288,459010048,14476644352,1280,73458
13-04 15:06:54,17.293,0.501,81.955,0.251,0,0,86016,125762,883838,3727896576,968036352,459014144,14476644352,1280,73458
13-04 15:06:55,16.250,0.250,83.500,0,0,0,0,144294,1021955,3727986688,967946240,459014144,14476644352,1280,73458
13-04 15:06:56,17.500,0.500,82,0,0,0,0,160193,1126239,3727986688,967946240,459014144,14476644352,1280,73458
13-04 15:06:57,17.500,0.250,82.250,0,0,0,0,140987,999601,3727986688,967946240,459014144,14476644352,1280,73458
13-04 15:06:58,16,0.500,83.500,0,0,0,4096,123450,862352,3727708160,968224768,459014144,14476644352,1280,73458
13-04 15:06:59,17.250,0.250,82.250,0.250,0,0,57344,140434,999669,3727605760,968327168,459014144,14476644352,1280,73458
13-04 15:07:00,19.012,0.247,80.494,0.247,0,0,32768,177066,1248121,3727601664,968327168,459018240,14476644352,1280,73458
13-04 15:07:01,14.899,0.505,84.596,0,0,0,0,143312,1005509,3727601664,968327168,459018240,14476644352,1280,73458
13-04 15:07:02,15.038,0,84.962,0,0,0,0,131168,938018,3727601664,968327168,459018240,14476644352,1280,73458
13-04 15:07:03,17.839,0,82.161,0,0,0,0,154177,1084808,3727601664,968327168,459018240,14476644352,1280,73458
13-04 15:07:04,18.657,0.249,81.095,0,0,0,0,146276,1025970,3727601664,968327168,459018240,14476644352,1280,73458
13-04 15:07:05,16.291,0,83.459,0.251,0,0,98304,149991,1063704,3727597568,968327168,459022336,14476644352,1280,73458
13-04 15:07:06,16.459,0.249,83.292,0,0,0,0,146443,1040859,3727597568,968327168,459022336,14476644352,1280,73458
13-04 15:07:07,15.539,0.501,83.960,0,0,0,0,157298,1107814,3727597568,968327168,459022336,14476644352,1280,73458
13-04 15:07:08,18.657,0.498,80.846,0,0,0,24576,143642,1023199,3727597568,968327168,459022336,14476644352,1280,73458
13-04 15:07:09,17,0.250,82.750,0,0,0,0,147560,1060784,3727593472,968327168,459022336,14476648448,1280,73458
13-04 15:07:10,16.834,0.251,82.663,0.251,0,0,16384,147358,1046699,3727589376,968327168,459026432,14476648448,1280,73458
13-04 15:07:11,16.834,0,83.166,0,0,0,0,157140,1125355,3727589376,968327168,459026432,14476648448,1280,73458
13-04 15:07:12,14.322,0.251,85.427,0,0,0,0,142066,1020130,3727589376,968327168,459026432,14476648448,1280,73458
13-04 15:07:13,15.829,0,83.920,0.251,0,0,32768,140645,1003199,3727589376,968327168,459026432,14476648448,1280,73458
13-04 15:07:14,14.824,0.251,84.925,0,0,0,0,135052,945578,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:15,17.910,0.249,81.841,0,0,0,0,144218,1021955,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:16,16.583,0,83.417,0,0,0,16384,137997,979298,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:17,15.250,0.500,84.250,0,0,0,0,138696,982128,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:18,17,0,82.750,0.250,0,0,24576,146151,1026196,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:19,14.750,0.250,85,0,0,0,0,141774,1002589,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:20,16.958,0.249,82.793,0,0,0,0,151894,1081513,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:21,16.040,0.251,83.459,0.251,0,0,16384,128450,903204,3727585280,968327168,459026432,14476652544,1280,73458
13-04 15:07:22,15.075,0.251,84.673,0,0,0,40960,135690,961667,3727712256,968200192,459026432,14476652544,1280,73458
13-04 15:07:23,17.588,0,82.412,0,0,0,0,153006,1081871,3727708160,968200192,459026432,14476656640,1280,73458
13-04 15:07:24,19.549,0.251,80.201,0,0,0,49152,157676,1107814,3728343040,967565312,459026432,14476656640,1248,73458
