"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_BASELINE_10_3_run.csv",,,,"Date:","13 Apr 2020 13:42:37 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
13-04 13:42:37,4.272,0.607,94.756,0.365,0,3975282.811,1666539.303,0,0,290709504,4472623104,454606848,11056906240,1216,73456
13-04 13:42:38,1.746,7.232,90.773,0.249,0,0,131072,5676,2419,400543744,4362219520,454606848,11166912512,1152,73458
13-04 13:42:39,2.506,65.915,31.579,0,0,0,40960,1073,779,807583744,3953225728,454606848,11565953024,1184,73458
13-04 13:42:40,1.500,65,33.500,0,0,0,2289664,0,0,1213022208,3546202112,454606848,11964424192,1184,73458
13-04 13:42:41,1.508,65.075,33.417,0,0,0,0,120,0,1616310272,3141177344,454606848,12361719808,1184,73458
13-04 13:42:42,1.266,68.861,21.772,8.101,0,0,1277657088,120,0,2009464832,2746265600,454610944,12748894208,1184,73458
13-04 13:42:43,0.758,65.657,33.333,0.253,0,0,278528,290,107,2409234432,2344759296,454619136,13141622784,1184,73458
13-04 13:42:44,0.750,65.750,33.500,0,0,0,0,480,0,2809241600,1943031808,454619136,13535137792,1184,73458
13-04 13:42:45,1.250,65.250,33.500,0,0,0,0,480,0,3210199040,1540386816,454619136,13929295872,1184,73458
13-04 13:42:46,1.008,65.491,33.501,0,0,0,0,840,0,3611320320,1137659904,454619136,14323175424,1184,73458
13-04 13:42:47,13.400,25.558,61.042,0,0,0,0,480,0,3667734528,1080803328,454619136,14379966464,1184,73458
13-04 13:42:48,15.250,18.750,65.750,0.250,0,0,28672,518,107,3667726336,1080803328,454627328,14379966464,1184,73458
13-04 13:42:49,14.536,19.048,66.416,0,0,0,0,60,0,3667726336,1080803328,454627328,14379966464,1184,73458
13-04 13:42:50,19.144,16.625,64.232,0,0,0,36864,0,0,3668144128,1080385536,454627328,14379966464,1216,73458
13-04 13:42:51,16.625,16.625,66.751,0,0,0,0,804,0,3667853312,1080676352,454627328,14379966464,1216,73458
13-04 13:42:52,15.500,19,65.500,0,0,0,8192,420,0,3667853312,1080676352,454627328,14379966464,1216,73458
13-04 13:42:53,16.121,17.380,66.247,0.252,0,0,77824,599,107,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:54,16.291,17.794,65.915,0,0,0,4096,467,779,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:55,15.750,18.250,66,0,0,0,0,120,0,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:56,17.054,14.729,68.217,0,0,0,0,60,0,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:57,16.539,16.031,67.430,0,0,0,0,60,90,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:58,15.949,17.215,66.835,0,0,0,32768,599,107,3667972096,1080549376,454631424,14379966464,1216,73458
13-04 13:42:59,15.365,18.136,66.247,0.252,0,0,16384,480,0,3667968000,1080549376,454635520,14379966464,1216,73458
13-04 13:43:00,15.561,17.092,67.347,0,0,0,0,510,90,3667968000,1080549376,454635520,14379966464,1216,73458
13-04 13:43:01,14.963,19.202,65.835,0,0,0,0,120,0,3667963904,1080549376,454635520,14379970560,1216,73458
13-04 13:43:02,16.452,15.681,67.866,0,0,0,0,120,0,3667963904,1080549376,454635520,14379970560,1216,73458
13-04 13:43:03,14.428,19.900,65.672,0,0,0,12288,855,146,3667963904,1080549376,454639616,14379966464,1216,73458
13-04 13:43:04,17.143,14.026,68.571,0.260,0,0,16384,60,0,3667951616,1080549376,454643712,14379974656,1216,73458
13-04 13:43:05,15.657,17.424,66.919,0,0,0,0,120,42,3667951616,1080549376,454643712,14379974656,1216,73458
13-04 13:43:06,22.055,4.010,73.935,0,0,0,0,423,420,3720085504,985407488,454643712,14465236992,1248,73458
13-04 13:43:07,25.564,0,74.436,0,0,0,61440,60,0,3728199680,977272832,454643712,14467727360,1248,73460
13-04 13:43:08,25.564,0,74.436,0,0,0,18759680,581,294,3724959744,980512768,454643712,14469890048,1248,73459
13-04 13:43:09,15.500,0.250,83.750,0.500,0,0,20480,136012,992873,3726602240,978870272,454643712,14470889472,1280,73459
13-04 13:43:10,15.113,0,84.887,0,0,0,225280,140066,984221,3726602240,978870272,454643712,14470889472,1280,73459
13-04 13:43:11,17.456,0.499,82.045,0,0,0,0,145563,1040299,3726589952,978870272,454643712,14470893568,1280,73459
13-04 13:43:12,18.966,0.493,80.542,0,0,0,0,148986,1043205,3726589952,978870272,454643712,14470893568,1280,73459
