"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_BASELINE_10_4_run.csv",,,,"Date:","13 Apr 2020 14:23:14 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
13-04 14:23:14,4.276,0.607,94.752,0.365,0,3973946.693,1666508.755,0,0,290418688,4467740672,456826880,11059994624,1216,73453
13-04 14:23:15,1.010,9.343,89.646,0,0,0,131072,5315,2273,410349568,4347236352,456826880,11179532288,1184,73455
13-04 14:23:16,0.750,66.250,33,0,0,0,0,0,0,806547456,3949350912,456826880,11569119232,1184,73455
13-04 14:23:17,1.259,64.987,33.753,0,0,0,0,480,0,1203187712,3550957568,456826880,11959300096,1184,73455
13-04 14:23:18,1,65.750,33.250,0,0,0,0,509,107,1596547072,3156008960,456826880,12346822656,1184,73455
13-04 14:23:19,1.266,68.101,24.810,5.823,0,0,864706560,480,0,1988427776,2762489856,456826880,12732215296,1184,73455
13-04 14:23:20,1.010,65.657,33.081,0.253,0,0,241664,0,0,2383056896,2366017536,456830976,13120233472,1184,73455
13-04 14:23:21,2.005,66.165,31.830,0,0,0,36864,60,0,2774900736,1972600832,456830976,13505032192,1216,73455
13-04 14:23:22,2.488,64.179,33.333,0,0,0,0,213,167,3166023680,1579675648,456830976,13890211840,1216,73455
13-04 14:23:23,2.244,63.840,33.915,0,0,0,0,347,107,3557490688,1186488320,456830976,14275203072,1216,73455
13-04 14:23:24,11.558,30.905,57.538,0,0,0,0,180,0,3667243008,1076178944,456830976,14382960640,1216,73455
13-04 14:23:25,14.975,17.513,67.005,0.508,0,0,16384,120,0,3667238912,1076178944,456835072,14382960640,1216,73455
13-04 14:23:26,16.089,18.812,65.099,0,0,0,65536,269,779,3667238912,1076178944,456835072,14382960640,1216,73455
13-04 14:23:27,15.960,17.955,66.085,0,0,0,0,504,0,3667238912,1076178944,456835072,14382960640,1216,73455
