"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_BASELINE_10_2_run.csv",,,,"Date:","13 Apr 2020 13:01:59 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
13-04 13:01:59,4.268,0.607,94.760,0.365,0,3976619.785,1666623.019,0,0,291065856,4477956096,452345856,11053768704,1280,73457
13-04 13:02:00,1.003,8.020,90.727,0.251,0,0,4079616,5891,2273,400756736,4367634432,452345856,11164798976,1216,73459
13-04 13:02:01,1.008,65.743,33.249,0,0,0,0,511,0,800718848,3966050304,452345856,11558043648,1216,73459
13-04 13:02:02,1,65.750,33.250,0,0,0,0,60,0,1205260288,3559739392,452345856,11955646464,1216,73459
13-04 13:02:03,0.748,65.835,33.416,0,0,0,0,384,146,1606217728,3157045248,452345856,12350435328,1216,73459
13-04 13:02:04,1.508,69.347,21.608,7.538,0,0,1305202688,0,0,1996820480,2764750848,452349952,12733607936,1216,73459
13-04 13:02:05,0.505,65.657,33.586,0.253,0,0,163840,60,0,2395316224,2364444672,452358144,13125001216,1216,73459
13-04 13:02:06,0.752,65.915,33.333,0,0,0,0,0,0,2794926080,1963098112,452358144,13518110720,1216,73459
13-04 13:02:07,1,65.750,33.250,0,0,0,4096,329,779,3193925632,1562361856,452358144,13910323200,1216,73459
13-04 13:02:08,0.756,65.491,33.753,0,0,0,0,351,146,3592347648,1162182656,452358144,14302154752,1216,73459
13-04 13:02:09,12.911,26.582,60.506,0,0,0,36864,60,0,3667484672,1086537728,452358144,14376878080,1216,73459
13-04 13:02:10,14.888,19.355,65.509,0.248,0,0,16384,420,0,3667480576,1086537728,452362240,14376878080,1216,73459
13-04 13:02:11,15.561,16.837,67.602,0,0,0,0,900,0,3667480576,1086537728,452362240,14376878080,1216,73459
13-04 13:02:12,14.778,19.951,65.271,0,0,0,0,840,0,3667480576,1086537728,452362240,14376878080,1216,73459
13-04 13:02:13,15.949,17.215,66.835,0,0,0,0,1010,107,3667480576,1086537728,452362240,14376878080,1216,73459
