"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_10_5_run.csv",,,,"Date:","28 Mar 2020 23:42:51 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
28-03 23:42:51,4.640,0.649,94.501,0.210,0,4861849.775,1534540.839,0,0,1110061056,12097871872,399761408,2736336896,2048,257271
28-03 23:42:52,2.010,54.774,43.216,0,0,0,0,1032,1359,1502142464,11704696832,399761408,3123036160,2080,257275
28-03 23:42:53,1.010,65.657,33.333,0,0,0,0,731,1050,1899941888,11305127936,399761408,3514015744,2080,257275
28-03 23:42:54,1.504,65.163,33.333,0,0,0,0,591,523,2299109376,10904272896,399761408,3906949120,2080,257275
28-03 23:42:55,0.251,66.583,33.166,0,0,0,0,1266,419,2695127040,10506371072,399761408,4296396800,2080,257275
28-03 23:42:56,1.263,65.404,33.333,0,0,0,598016,381,1447,3093594112,10106183680,399761408,4687790080,2080,257275
28-03 23:42:57,0.752,65.915,33.083,0.251,0,0,143360,171,377,3491266560,9706741760,399761408,5079089152,2080,257275
28-03 23:42:58,0.253,66.414,33.333,0,0,0,0,651,377,3888861184,9307443200,399761408,5469765632,2080,257275
28-03 23:42:59,0,66.499,33.501,0,0,0,0,839,1106,4285964288,8908636160,399761408,5860204544,2080,257275
28-03 23:43:00,8.816,41.310,49.874,0,0,0,0,3402,2618,4487372800,8706240512,399761408,6058389504,2080,257278
28-03 23:43:01,14.824,18.844,66.332,0,0,0,0,531,377,4487745536,8705859584,399761408,6058790912,2080,257278
28-03 23:43:02,15.539,18.797,65.664,0,0,0,16384,1390,1788,4487745536,8705859584,399761408,6058790912,2080,257278
28-03 23:43:03,15.869,17.380,66.751,0,0,0,0,531,377,4487745536,8705859584,399761408,6058790912,2080,257278
28-03 23:43:04,16.497,16.244,67.005,0.254,0,0,69632,591,523,4487745536,8705859584,399761408,6058790912,2080,257278
28-03 23:43:05,16.368,16.880,66.752,0,0,0,0,752,1086,4488806400,8704798720,399761408,6058790912,2080,257278
28-03 23:43:06,17.706,20.200,62.095,0,0,0,8192,1171,7866,4488294400,8705306624,399761408,6058790912,2080,257302
28-03 23:43:07,16.341,19.024,64.634,0,0,0,0,855,377,4488249344,8705351680,399761408,6058790912,2080,257302
28-03 23:43:08,15.736,17.259,66.751,0.254,0,0,16384,876,1447,4488257536,8705351680,399761408,6058782720,2080,257300
28-03 23:43:09,16.923,15.385,67.692,0,0,0,45056,942,523,4488257536,8705351680,399761408,6058782720,2080,257300
28-03 23:43:10,17.738,14.396,67.866,0,0,0,0,651,377,4488253440,8705351680,399761408,6058786816,2080,257300
28-03 23:43:11,19.023,13.111,67.866,0,0,0,0,701,960,4488253440,8705351680,399761408,6058786816,2080,257299
28-03 23:43:12,15.174,19.154,65.672,0,0,0,0,171,377,4488253440,8705351680,399761408,6058786816,2080,257299
28-03 23:43:13,14.610,18.892,66.247,0.252,0,0,12288,531,377,4488249344,8705351680,399765504,6058786816,2080,257299
28-03 23:43:14,13.889,19.444,66.667,0,0,0,0,701,1106,4488249344,8705351680,399765504,6058786816,2080,257299
28-03 23:43:15,16.129,18.362,65.509,0,0,0,12288,1213,377,4488245248,8705351680,399765504,6058790912,2080,257299
28-03 23:43:16,16.296,18.765,64.938,0,0,0,0,291,377,4488245248,8705351680,399765504,6058790912,2080,257299
28-03 23:43:17,16.584,18.317,65.099,0,0,0,4096,610,1788,4488245248,8705351680,399765504,6058790912,2080,257299
28-03 23:43:18,17.526,14.433,68.041,0,0,0,0,711,377,4488245248,8705351680,399765504,6058790912,2080,257299
28-03 23:43:19,20.297,11.139,68.317,0.248,0,0,49152,1063,735,4596109312,8496209920,399765504,6255980544,2080,257299
28-03 23:43:20,22.362,2.764,74.874,0,0,0,2695168,975,1447,4809134080,8063766528,399765504,6681976832,2080,257299
28-03 23:43:21,22.250,4,68.250,5.500,0,8192,301166592,531,377,5016858624,7644753920,399773696,7092563968,2080,257301
28-03 23:43:22,21.805,3.509,74.687,0,0,0,0,591,377,5232582656,7210037248,399773696,7517863936,2080,257301
28-03 23:43:23,21.891,3.980,74.129,0,0,0,0,1061,960,5448654848,6774304768,399773696,7943868416,2080,257301
28-03 23:43:24,22.418,3.778,68.514,5.290,0,8192,235704320,942,523,5664059392,6340415488,399781888,8368050176,2080,257302
28-03 23:43:25,22.807,3.759,69.925,3.509,0,12288,465543168,531,377,5873324032,5919268864,399798272,8779427840,2080,257302
28-03 23:43:26,21.554,4.010,74.436,0,0,0,0,281,960,6089474048,5483790336,399798272,9205420032,2080,257302
28-03 23:43:27,21.970,4.293,68.939,4.798,0,20480,609378304,111,467,6305845248,5048057856,399818752,9631363072,2080,257302
28-03 23:43:28,22.250,3.250,74.500,0,0,0,94208,261,377,6521729024,4612706304,399818752,10057445376,2080,257302
28-03 23:43:29,21.945,4.239,71.322,2.494,0,4096,98701312,804,1148,6672461824,4251037696,399822848,10408083456,2080,257303
28-03 23:43:30,21.212,4.293,65.152,9.343,0,8192,490307584,1071,377,6675390464,4039852032,399831040,10610638848,2080,257303
28-03 23:43:31,22.613,4.271,69.598,3.518,0,12288,492306432,1335,377,6678147072,3824201728,399847424,10817757184,2080,257303
28-03 23:43:32,22.418,5.290,65.743,6.549,0,24576,834826240,1490,2275,6680989696,3610816512,399872000,11022647296,2080,257303
28-03 23:43:33,22.195,3.491,74.314,0,0,0,3670016,171,377,6683353088,3389403136,399872000,11235684352,2080,257303
28-03 23:43:34,21.805,4.511,69.674,4.010,0,4096,479657984,261,613,6686121984,3176243200,399876096,11440459776,2080,257305
28-03 23:43:35,21.608,4.774,70.352,3.266,0,8192,430014464,572,960,6688538624,2961354752,399884288,11647086592,2080,257305
28-03 23:43:36,19.549,6.015,71.930,2.506,0,8192,479576064,591,377,6691299328,2766749696,399892480,11833737216,2080,257305
28-03 23:43:37,22.055,4.261,72.682,1.003,0,4096,183009280,591,377,6695034880,2548633600,399896576,12042268672,2080,257305
28-03 23:43:38,18.434,5.556,53.283,22.727,0,16384,950280192,1181,960,6696427520,2371747840,399912960,12213092352,2080,257305
28-03 23:43:39,23.250,2.250,67.250,7.250,0,4096,71548928,806,731,6698946560,2338287616,399917056,12243050496,2080,257305
28-03 23:43:40,24.250,1.250,74.500,0,0,0,3670016,1274,377,6701867008,2335367168,399917056,12243050496,2080,257305
