"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_20_5_run.csv",,,,"Date:","29 Mar 2020 03:38:25 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
29-03 03:38:25,4.670,0.649,94.471,0.210,0,4853192.662,1539907.288,0,0,1111232512,12089483264,402391040,2740162560,2016,257271
29-03 03:38:26,2.494,53.117,44.389,0,0,0,3559424,1562,1942,1506430976,11693408256,402391040,3128299520,2048,257275
29-03 03:38:27,2.506,65.915,31.579,0,0,0,36864,531,377,1910833152,11287252992,402391040,3525746688,2048,257275
29-03 03:38:28,1.250,65.250,33.500,0,0,0,0,309,377,2317131776,10879234048,402391040,3924905984,2048,257275
29-03 03:38:29,1.010,65.152,33.838,0,0,0,0,331,1067,2722349056,10472230912,402391040,4322836480,2048,257275
29-03 03:38:30,0.756,65.491,33.501,0.252,0,0,208896,171,377,3126595584,10066247680,402395136,4720025600,2048,257275
29-03 03:38:31,0.758,65.657,33.586,0,0,0,0,435,377,3528171520,9662865408,402395136,5114728448,2048,257275
29-03 03:38:32,1.493,65.174,33.333,0,0,0,696320,341,960,3927052288,9262264320,402395136,5507043328,2048,257275
29-03 03:38:33,1.008,65.491,33.501,0,0,0,0,531,377,4325740544,8861806592,402395136,5898952704,2048,257275
29-03 03:38:34,9.950,38.308,51.741,0,0,0,0,710,484,4490592256,8696102912,402395136,6062370816,2048,257275
29-03 03:38:35,16.169,18.159,65.672,0,0,0,0,801,1447,4490719232,8695975936,402395136,6062608384,2048,257275
29-03 03:38:36,16.792,17.293,65.664,0.251,0,0,12288,231,377,4490715136,8695975936,402399232,6062608384,2048,257275
29-03 03:38:37,16.250,17.750,66,0,0,0,0,171,377,4490715136,8695975936,402399232,6062608384,2048,257275
