"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_40_1_run.csv",,,,"Date:","29 Mar 2020 07:09:09 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
29-03 07:09:09,4.706,0.649,94.435,0.210,0,4842842.866,1546323.389,0,0,1113264128,12067983360,406261760,2745520128,2048,264631
29-03 07:09:10,2.010,53.518,44.472,0,0,0,0,1512,1505,1501757440,11679006720,406261760,3128291328,2048,264635
29-03 07:09:11,1.250,66,32.750,0,0,0,0,591,377,1901096960,11277930496,406261760,3521204224,2048,264635
29-03 07:09:12,1,66,33,0,0,0,0,1221,1447,2299654144,10877599744,406261760,3913113600,2048,264635
29-03 07:09:13,1.263,65.404,33.333,0,0,0,0,531,377,2697723904,10477776896,406261760,4304433152,2048,264635
29-03 07:09:14,1.003,65.915,33.083,0,0,0,53248,591,377,3095961600,10077802496,406261760,4695777280,2048,264635
29-03 07:09:15,1.256,65.578,32.915,0.251,0,0,90112,580,1106,3499802624,9672179712,406261760,5093347328,2048,264635
29-03 07:09:16,0.756,65.743,33.501,0,0,0,0,171,377,3900936192,9269293056,406261760,5487648768,2048,264635
29-03 07:09:17,1.003,65.414,33.584,0,0,0,0,111,377,4302086144,8866422784,406261760,5881675776,2048,264635
29-03 07:09:18,7.769,41.353,50.877,0,0,0,0,701,960,4491612160,8676012032,406261760,6067900416,2080,264635
29-03 07:09:19,15.482,17.766,66.751,0,0,0,45056,1964,1205,4491612160,8676012032,406261760,6067970048,2080,264635
29-03 07:09:20,16.667,17.413,65.920,0,0,0,0,1431,523,4491608064,8676012032,406261760,6067974144,2080,264635
29-03 07:09:21,16.291,17.544,66.165,0,0,0,0,1061,960,4491608064,8676012032,406261760,6067974144,2080,264635
29-03 07:09:22,15.500,18.500,65.750,0.250,0,0,12288,231,377,4491608064,8676012032,406261760,6067974144,2080,264635
29-03 07:09:23,15.461,18.703,65.835,0,0,0,0,171,377,4491608064,8676012032,406261760,6067974144,2080,264635
29-03 07:09:24,14.861,18.892,66.247,0,0,0,20480,441,1447,4491608064,8676012032,406261760,6067974144,2080,264635
29-03 07:09:25,15.789,18.296,65.915,0,0,0,0,470,523,4491603968,8676012032,406261760,6067978240,2080,264635
29-03 07:09:26,15.288,18.546,66.165,0,0,0,0,591,377,4491603968,8676012032,406261760,6067978240,2080,264635
29-03 07:09:27,15.920,18.657,65.423,0,0,0,0,972,960,4491603968,8676012032,406261760,6067978240,2080,264635
29-03 07:09:28,15.711,18.454,65.586,0.249,0,0,16384,1011,377,4491603968,8676012032,406261760,6067978240,2080,264635
