"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_40_3_run.csv",,,,"Date:","29 Mar 2020 08:19:24 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
29-03 08:19:24,4.718,0.649,94.423,0.210,0,4839402.067,1548454.439,0,0,1112195072,12066807808,407060480,2746728448,2048,264622
29-03 08:19:25,1.759,54.271,43.970,0,0,0,0,1812,1505,1499402240,11679100928,407060480,3128471552,2048,264626
29-03 08:19:26,1.005,65.829,33.166,0,0,8192,0,2419,2829,1900003328,11276771328,407060480,3522297856,2048,264629
29-03 08:19:27,0.748,66.334,32.918,0,0,0,0,591,377,2302087168,10873028608,407060480,3917414400,2048,264629
29-03 08:19:28,0.504,66.499,32.997,0,0,0,0,369,377,2702077952,10471317504,407060480,4310724608,2048,264629
29-03 08:19:29,1.256,65.578,32.915,0.251,0,0,172032,281,960,3101462528,10070130688,407060480,4703473664,2048,264629
29-03 08:19:30,1,66,33,0,0,0,0,241,523,3500707840,9669181440,407060480,5096136704,2048,264629
29-03 08:19:31,1.253,65.414,33.083,0.251,0,0,3428352,1155,545,3896377344,9271742464,407060480,5485166592,2048,264629
29-03 08:19:32,1.511,64.987,33.501,0,0,0,0,996,1381,4292177920,8874221568,407060480,5874364416,2048,264627
29-03 08:19:33,9.296,40.704,50,0,0,0,0,591,443,4490092544,8675397632,407060480,6068948992,2048,264627
29-03 08:19:34,14.824,18.844,66.332,0,0,0,90112,171,377,4490215424,8675270656,407060480,6069174272,2048,264627
29-03 08:19:35,14.742,20.147,64.865,0.246,0,0,12288,1000,1106,4490211328,8675270656,407064576,6069174272,2048,264627
29-03 08:19:36,18.205,13.846,67.949,0,0,0,0,651,419,4490211328,8675270656,407064576,6069174272,2048,264627
29-03 08:19:37,16.296,19.012,64.691,0,0,0,4096,800,1205,4490207232,8675270656,407064576,6069178368,2048,264627
29-03 08:19:38,15.062,19.506,65.432,0,0,0,0,281,960,4490207232,8675270656,407064576,6069178368,2048,264626
29-03 08:19:39,16.209,18.204,65.586,0,0,0,8192,111,377,4490334208,8675143680,407064576,6069178368,2048,264626
29-03 08:19:40,20.247,17.284,62.222,0.247,0,0,81920,350,526,4491091968,8674381824,407064576,6069182464,2048,264626
29-03 08:19:41,14.778,20.197,65.025,0,0,0,0,641,960,4491091968,8674381824,407064576,6069182464,2048,264626
29-03 08:19:42,16.216,18.919,64.865,0,0,0,0,591,377,4491091968,8674381824,407064576,6069182464,2048,264626
29-03 08:19:43,17.632,15.869,66.499,0,0,0,0,855,377,4491091968,8674381824,407064576,6069182464,2048,264626
29-03 08:19:44,13.759,21.376,64.865,0,0,0,0,1221,1381,4491091968,8674381824,407064576,6069182464,2048,264626
29-03 08:19:45,15.648,19.560,64.548,0.244,0,0,57344,1049,550,4491087872,8674381824,407068672,6069182464,2048,264626
29-03 08:19:46,14.861,18.640,66.499,0,0,0,0,1011,377,4491087872,8674381824,407068672,6069182464,2048,264626
29-03 08:19:47,16.502,18.227,65.271,0,0,0,0,281,960,4491083776,8674381824,407068672,6069186560,2048,264626
29-03 08:19:48,16.497,16.497,67.005,0,0,0,0,231,377,4491083776,8674381824,407068672,6069186560,2048,264626
29-03 08:19:49,15.327,18.090,66.583,0,0,0,0,171,377,4491083776,8674381824,407068672,6069186560,2048,264626
29-03 08:19:50,16.377,18.114,65.261,0.248,0,0,24576,400,1067,4491079680,8674381824,407068672,6069190656,2048,264626
29-03 08:19:51,14.532,20.443,65.025,0,0,0,0,591,377,4491079680,8674381824,407068672,6069190656,2048,264626
29-03 08:19:52,17.690,12.776,69.533,0,0,0,4096,1608,1417,4606959616,8448888832,407068672,6282625024,2048,264626
29-03 08:19:53,22.055,3.008,74.937,0,0,0,0,1181,960,4816961536,8023203840,407068672,6701756416,2048,264626
29-03 08:19:54,22,3.500,74.500,0,0,0,36864,651,377,5028126720,7597527040,407068672,7118544896,2048,264628
29-03 08:19:55,22.306,3.258,74.436,0,0,0,81920,965,484,5243723776,7162048512,407068672,7544766464,2048,264628
