"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_10_1_run.csv",,,,"Date:","28 Mar 2020 21:22:23 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
28-03 21:22:23,4.616,0.649,94.525,0.210,0,4868798.271,1530235.718,0,0,1113743360,12098793472,397463552,2734563328,2112,257306
28-03 21:22:24,2.750,52.750,44.500,0,0,0,0,1961,1466,1497370624,11713929216,397463552,3112136704,2112,257310
28-03 21:22:25,1.511,64.987,33.501,0,0,0,4096,1550,2209,1900859392,11308621824,397463552,3508367360,2112,257309
28-03 21:22:26,1.253,65.163,33.584,0,0,0,8192,531,443,2304806912,10902904832,397463552,3905175552,2112,257309
28-03 21:22:27,0.750,65.750,33.500,0,0,0,0,171,377,2703872000,10502082560,397463552,4297576448,2112,257309
28-03 21:22:28,0.754,65.578,33.668,0,0,0,266240,779,960,3097374720,10106859520,397463552,4684419072,2112,257309
28-03 21:22:29,1.263,65.152,33.586,0,0,0,0,1247,523,3489898496,9712599040,397463552,5070319616,2112,257309
28-03 21:22:30,1.741,64.925,33.333,0,0,0,0,531,377,3881459712,9319350272,397463552,5455728640,2112,257309
28-03 21:22:31,0.501,66.165,33.333,0,0,0,16384,605,960,4275740672,8923414528,397463552,5843124224,2112,257309
28-03 21:22:32,7.268,44.612,47.870,0.251,0,0,901120,231,377,4491866112,8706224128,397463552,6056321024,2112,257309
28-03 21:22:33,15.594,18.812,65.594,0,0,0,0,231,377,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:34,16.373,17.380,66.247,0,0,0,45056,666,1148,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:35,15.539,18.296,66.165,0,0,0,0,171,377,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:36,14.778,20.197,65.025,0,0,0,0,531,377,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:37,16.302,19.465,64.234,0,0,0,0,861,1381,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:38,15.633,18.859,65.261,0.248,0,0,8192,591,443,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:39,16.129,18.114,65.509,0.248,0,0,28672,976,523,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:40,16.967,15.681,67.352,0,0,0,4096,1330,1788,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:41,14.925,19.154,65.920,0,0,0,0,1011,377,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:42,16.543,18.272,65.185,0,0,0,28672,531,377,4492623872,8705462272,397463552,6057009152,2112,257309
28-03 21:22:43,18.582,19.560,61.858,0,0,0,36864,665,960,4492750848,8705335296,397463552,6057009152,2112,257309
28-03 21:22:44,14.358,19.144,66.499,0,0,0,77824,260,484,4492746752,8705335296,397463552,6057013248,2112,257309
28-03 21:22:45,14.568,20.247,65.185,0,0,0,0,231,377,4492746752,8705335296,397463552,6057013248,2112,257309
28-03 21:22:46,16.377,18.114,65.509,0,0,0,0,881,960,4492742656,8705335296,397463552,6057017344,2112,257309
28-03 21:22:47,16.667,17.413,65.920,0,0,0,4096,591,377,4492742656,8705335296,397463552,6057017344,2112,257309
28-03 21:22:48,16.667,16.667,66.667,0,0,0,0,531,377,4492742656,8705335296,397463552,6057017344,2112,257309
28-03 21:22:49,16.539,16.285,66.921,0.254,0,0,24576,620,1530,4492742656,8705335296,397463552,6057017344,2112,257309
28-03 21:22:50,16.873,17.618,65.509,0,0,0,0,923,443,4492742656,8705335296,397463552,6057017344,2112,257309
28-03 21:22:51,15.920,14.677,69.403,0,0,0,0,859,589,4575805440,8546541568,397463552,6204928000,2112,257309
28-03 21:22:52,22.055,3.258,74.687,0,0,0,258048,1121,960,4788903936,8114110464,397463552,6630920192,2112,257309
28-03 21:22:53,22.613,3.518,71.608,2.261,0,8192,300941312,1071,377,5004673024,7678877696,397471744,7057235968,2112,257311
28-03 21:22:54,22.055,3.509,74.185,0.251,0,0,417792,1336,523,5212622848,7259938816,397471744,7466835968,2112,257311
28-03 21:22:55,23.441,2.743,73.815,0,0,0,4096,1294,1788,5428576256,6824587264,397471744,7892844544,2112,257311
28-03 21:22:56,22.055,4.511,71.679,1.754,0,4096,243281920,171,419,5644824576,6388854784,397475840,8318820352,2112,257312
28-03 21:22:57,21.662,4.534,70.025,3.778,0,16384,462417920,171,377,5852798976,5969592320,397492224,8728674304,2112,257312
28-03 21:22:58,22.637,3.483,73.881,0,0,0,0,419,960,6068490240,5534748672,397492224,9154437120,2112,257312
28-03 21:22:59,22.111,5.025,68.090,4.774,0,16384,604147712,350,484,6284718080,5099053056,397512704,9580453888,2112,257312
28-03 21:23:00,22.693,2.993,74.314,0,0,0,0,171,377,6500491264,4663574528,397512704,10006642688,2112,257312
28-03 21:23:01,22.750,3,74.250,0,0,0,524288,381,1381,6676631552,4276588544,397512704,10381758464,2112,257313
28-03 21:23:02,22.807,4.010,68.170,5.013,0,16384,599506944,111,443,6679429120,4055040000,397529088,10594598912,2112,257313
28-03 21:23:03,22,4.750,70,3.250,0,4096,443875328,651,377,6682177536,3841769472,397533184,10799419392,2112,257313
28-03 21:23:04,21.554,4.261,72.682,1.504,0,8192,239235072,1026,1106,6684839936,3628601344,397541376,11004276736,2112,257313
28-03 21:23:05,24.250,6.750,63.750,5.250,0,20480,697843712,1231,7880,6687625216,3415195648,397561856,11209097216,2112,257334
28-03 21:23:06,20.603,5.276,71.608,2.513,0,8192,482811904,111,377,6689935360,3219034112,397570048,11397685248,2112,257334
28-03 21:23:07,22,3.750,74.250,0,0,0,4288512,605,960,6692327424,3006001152,397570048,11602616320,2112,257335
28-03 21:23:08,22.613,4.774,66.583,6.030,0,8192,762642432,111,377,6695174144,2784235520,397578240,11815555072,2112,257335
28-03 21:23:09,22.807,3.509,72.682,1.003,0,0,152154112,1010,565,6699765760,2566569984,397578240,12022939648,2112,257335
28-03 21:23:10,19.395,5.542,71.537,3.526,0,8192,600674304,910,1788,6700912640,2382819328,397586432,12200550400,2112,257335
28-03 21:23:11,23.308,2.005,74.687,0,0,0,4194304,806,585,6703517696,2338279424,397586432,12241227776,2112,257335
28-03 21:23:12,24.938,0.748,74.314,0,0,0,4194304,1011,377,6706311168,2335485952,397586432,12241227776,2112,257335
28-03 21:23:13,26.185,1.746,72.070,0,0,0,4231168,1281,1381,6709358592,2332438528,397586432,12241227776,2144,257335
28-03 21:23:14,24.812,0.501,74.687,0,0,0,4239360,1011,589,6712152064,2329645056,397586432,12241227776,2144,257335
28-03 21:23:15,24.685,1.763,45.844,27.708,0,8192,536756224,1754,2085,6714245120,2327519232,397594624,12241256448,2176,257338
28-03 21:23:16,25.063,1.253,50.376,23.308,0,4096,390979584,221,960,6717100032,2324652032,397598720,12241264640,2176,257339
28-03 21:23:17,24.750,0.750,74.500,0,0,0,4194304,171,377,6719766528,2321985536,397598720,12241264640,2176,257339
28-03 21:23:18,24.750,0.750,74.500,0,0,0,4321280,111,377,6722306048,2319446016,397598720,12241264640,2176,257339
28-03 21:23:19,24.685,0.504,74.811,0,0,0,4300800,671,1172,6725066752,2316685312,397598720,12241264640,2176,257338
28-03 21:23:20,25,0.500,74.500,0,0,0,3670016,651,461,6727987200,2313764864,397598720,12241264640,2176,257338
28-03 21:23:21,25.187,0.499,74.314,0,0,0,4194304,657,443,6730649600,2311098368,397598720,12241268736,2176,257338
28-03 21:23:22,24.938,0.499,74.314,0.249,0,0,4222976,716,960,6733578240,2308177920,397598720,12241260544,2176,257336
28-03 21:23:23,25.187,0.748,74.065,0,0,0,4235264,231,377,6736605184,2305003520,397598720,12241408000,2176,257338
28-03 21:23:24,25.250,0.250,74.500,0,0,0,4300800,591,523,6739144704,2302464000,397598720,12241412096,2176,257338
28-03 21:23:25,24.812,0.752,74.436,0,0,0,3674112,1130,2209,6741811200,2299797504,397598720,12241412096,2176,257338
28-03 21:23:26,25,0.750,74.250,0,0,0,4194304,531,443,6744731648,2296877056,397598720,12241412096,2176,257338
28-03 21:23:27,24.750,0.500,74.500,0.250,0,0,4255744,171,377,6747398144,2294210560,397598720,12241412096,2176,257338
28-03 21:23:28,25,0.500,74.500,0,0,0,4194304,359,960,6750064640,2291544064,397598720,12241412096,2176,257337
28-03 21:23:29,25,0.500,74.500,0,0,0,4214784,282,523,6752722944,2288877568,397602816,12241416192,2176,257337
28-03 21:23:30,25.063,0.251,74.687,0,0,0,4194304,531,377,6755643392,2285957120,397602816,12241416192,2176,257337
28-03 21:23:31,25.500,0,74.500,0,0,0,3670016,1445,960,6758305792,2283290624,397602816,12241420288,2176,257337
28-03 21:23:32,24.876,0.746,74.129,0.249,0,0,4206592,1402,377,6761099264,2280497152,397602816,12241420288,2176,257337
28-03 21:23:33,25.250,0.250,74.500,0,0,0,4194304,651,377,6763765760,2277830656,397602816,12241420288,2176,257337
