"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_20_4_run.csv",,,,"Date:","29 Mar 2020 03:03:18 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
29-03 03:03:18,4.664,0.649,94.477,0.210,0,4854921.646,1538835.769,0,0,1112571904,12089253888,401862656,2739675136,1984,257272
29-03 03:03:19,1.754,54.887,43.358,0,0,0,0,1490,1466,1508999168,11691929600,401862656,3130163200,1984,257276
29-03 03:03:20,1.008,64.987,34.005,0,0,0,0,821,960,1909948416,11289227264,401862656,3524083712,1984,257276
29-03 03:03:21,1.508,64.824,33.668,0,0,0,2678784,651,377,2309820416,10887634944,401862656,3917307904,1984,257276
29-03 03:03:22,0.501,65.915,33.584,0,0,0,0,711,377,2710355968,10485346304,401862656,4310757376,1984,257276
29-03 03:03:23,1.247,65.586,33.167,0,0,0,4096,910,1788,3109478400,10084438016,401862656,4703051776,1984,257276
29-03 03:03:24,1.496,65.087,32.918,0.499,0,0,184320,689,484,3508146176,9684164608,401862656,5094793216,1984,257276
29-03 03:03:25,2.757,65.414,31.830,0,0,0,36864,531,377,3900215296,9290358784,401862656,5480312832,2016,257276
29-03 03:03:26,1.005,65.327,33.668,0,0,0,0,801,1447,4297891840,8890912768,401862656,5871312896,2016,257276
29-03 03:03:27,7.980,42.145,49.875,0,0,0,0,531,377,4490518528,8697352192,401862656,6061727744,2016,257276
29-03 03:03:28,15.750,18.250,66,0,0,0,0,309,377,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:29,16.625,17.128,66.247,0,0,0,45056,1060,1106,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:30,15.802,19.259,64.691,0.247,0,0,12288,975,377,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:31,17.876,13.472,68.653,0,0,0,0,591,377,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:32,14.392,20.099,65.509,0,0,0,0,341,960,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:33,15.423,19.154,65.174,0.249,0,0,8192,171,377,4490899456,8696971264,401862656,6062120960,2016,257276
29-03 03:03:34,16.244,16.751,67.005,0,0,0,12288,1036,565,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:35,15.789,18.045,65.915,0.251,0,0,16384,701,960,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:36,17,17,66,0,0,0,0,591,377,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:37,15.365,18.136,66.499,0,0,0,0,1283,377,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:38,15.327,19.347,65.327,0,0,0,4096,1910,2275,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:39,17.337,16.583,66.080,0,0,0,28672,1469,484,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:40,16.624,15.601,67.775,0,0,0,0,651,377,4490895360,8696971264,401862656,6062125056,2016,257276
29-03 03:03:41,14.392,20.347,65.012,0.248,0,0,12288,281,960,4490887168,8696971264,401866752,6062129152,2016,257276
29-03 03:03:42,14.604,20.297,65.099,0,0,0,0,555,377,4490887168,8696971264,401866752,6062129152,2016,257276
29-03 03:03:43,16.368,15.857,67.775,0,0,0,0,531,377,4490887168,8696971264,401866752,6062129152,2016,257276
29-03 03:03:44,17.738,14.396,67.609,0.257,0,0,688128,790,1067,4490887168,8696971264,401866752,6062129152,2016,257276
29-03 03:03:45,16.923,15.128,67.949,0,0,0,0,951,377,4490887168,8696971264,401866752,6062129152,2016,257276
29-03 03:03:46,16.418,13.682,69.652,0.249,0,0,12288,799,589,4581888000,8521510912,401866752,6226669568,2016,257276
29-03 03:03:47,21.554,3.509,74.937,0,0,0,0,641,960,4795547648,8088698880,401866752,6652473344,2016,257276
29-03 03:03:48,22,3.500,74.500,0,0,0,36864,171,377,5010939904,7653855232,401866752,7078694912,2016,257278
29-03 03:03:49,22.111,4.020,71.608,2.261,0,8192,301142016,916,565,5224587264,7223463936,401874944,7499481088,2016,257278
29-03 03:03:50,22.556,2.757,74.687,0,0,0,0,801,1447,5434970112,6799175680,401874944,7914553344,2016,257278
29-03 03:03:51,21.500,4.750,71.750,2,0,4096,241037312,531,377,5651677184,6363254784,401883136,8340295680,2016,257279
29-03 03:03:52,22.613,3.518,64.070,9.799,0,16384,218497024,171,377,5867270144,5927903232,401899520,8766586880,2016,257279
29-03 03:03:53,21.608,3.266,64.573,10.553,0,4096,222539776,970,1788,6067073024,5525643264,401903616,9159708672,2016,257279
29-03 03:03:54,22.055,3.759,64.411,9.774,0,8192,204247040,1746,523,6283145216,5090324480,401915904,9585614848,2016,257279
29-03 03:03:55,23.604,5.584,56.345,14.467,0,32768,1030410240,1011,377,6491561984,4670656512,401952768,9995231232,2080,257279
29-03 03:03:56,22.250,3.250,74.250,0.250,0,0,679936,1121,960,6675562496,4267511808,401952768,10386767872,2080,257280
29-03 03:03:57,22.556,3.008,74.436,0,0,0,4251648,951,377,6678290432,4054241280,401952768,10591584256,2080,257280
29-03 03:03:58,22.362,3.769,63.065,10.804,0,4096,252387328,1149,377,6681440256,3832139776,401956864,10804674560,2080,257280
29-03 03:03:59,21.519,6.329,60,12.152,0,16384,1088790528,799,1109,6684004352,3618992128,401973248,11009523712,2080,257280
29-03 03:04:00,22.444,4.239,71.820,1.496,0,4096,241119232,471,377,6685929472,3406598144,401981440,11214200832,2080,257280
29-03 03:04:01,21.446,4.239,74.065,0.249,0,0,4198400,171,377,6688100352,3185438720,401981440,11427352576,2080,257280
29-03 03:04:02,22.418,4.282,69.270,4.030,0,8192,483815424,441,1447,6690234368,2972868608,401989632,11632078848,2080,257281
29-03 03:04:03,20.698,5.736,70.823,2.743,0,8192,474017792,951,377,6692827136,2767880192,401997824,11828940800,2080,257281
29-03 03:04:04,21.805,4.762,70.927,2.506,0,4096,346992640,1541,484,6695882752,2551398400,402001920,12036653056,2080,257281
29-03 03:04:05,23.869,8.040,57.035,11.055,0,16384,1065488384,2061,8491,6699106304,2338164736,402018304,12240797696,2112,257309
29-03 03:04:06,23.116,0.754,68.593,7.538,0,0,55545856,1130,585,6701772800,2329767936,402018304,12246368256,2112,257309
29-03 03:04:07,24.372,0.754,74.874,0,0,0,3670016,111,377,6704566272,2326974464,402018304,12246368256,2112,257309
29-03 03:04:08,25.935,1.995,72.070,0,0,0,4235264,550,1788,6708756480,2322784256,402018304,12246368256,2144,257309
29-03 03:04:09,24.439,0.998,74.314,0.249,0,0,4255744,856,523,6711549952,2319990784,402018304,12246368256,2144,257309
29-03 03:04:10,24.060,1.253,74.687,0,0,0,4272128,1342,377,6713835520,2317705216,402018304,12246368256,2144,257309
29-03 03:04:11,25,0.500,74.500,0,0,0,4198400,1061,960,6716502016,2315038720,402018304,12246372352,2144,257309
29-03 03:04:12,25.063,0.251,74.687,0,0,0,4194304,591,377,6719168512,2312372224,402018304,12246372352,2144,257309
