"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_10_3_run.csv",,,,"Date:","28 Mar 2020 22:32:37 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
28-03 22:32:37,4.628,0.649,94.513,0.210,0,4865321.474,1532390.374,0,0,1109721088,12100833280,398635008,2734878720,2048,257272
28-03 22:32:38,2.005,54.386,43.609,0,0,0,0,1242,2429,1505034240,11704381440,398635008,3123924992,2048,257276
28-03 22:32:39,1.511,64.736,33.753,0,0,0,593920,279,526,1908310016,11299205120,398635008,3520651264,2048,257276
28-03 22:32:40,1.250,65,33.500,0.250,0,0,2686976,261,467,2310762496,10894983168,398635008,3916017664,2048,257276
28-03 22:32:41,0.756,65.239,34.005,0,0,0,0,1061,960,2711879680,10492112896,398635008,4310274048,2048,257276
28-03 22:32:42,1.005,65.327,33.668,0,0,0,176128,1011,377,3112189952,10090229760,398635008,4703088640,2048,257276
28-03 22:32:43,1,65.500,33.500,0,0,0,0,1275,377,3504058368,9696608256,398635008,5088481280,2048,257276
28-03 22:32:44,1.247,65.835,32.918,0,0,0,4096,901,1934,3896107008,9302822912,398635008,5474185216,2048,257276
28-03 22:32:45,1.008,65.491,33.501,0,0,0,0,171,377,4285808640,8911286272,398635008,5857816576,2048,257276
28-03 22:32:46,10.025,43.358,46.617,0,0,0,36864,291,377,4488019968,8708173824,398635008,6056845312,2048,257276
28-03 22:32:47,15.869,17.632,66.499,0,0,0,0,341,960,4488527872,8707665920,398635008,6057316352,2048,257276
28-03 22:32:48,15.578,17.839,66.332,0.251,0,0,12288,231,377,4488527872,8707665920,398635008,6057316352,2048,257276
28-03 22:32:49,15.288,18.546,66.165,0,0,0,61440,641,484,4488527872,8707665920,398635008,6057316352,2048,257276
28-03 22:32:50,18.135,13.472,68.394,0,0,0,0,2786,3689,4488515584,8707665920,398635008,6057328640,2048,257279
28-03 22:32:51,16.080,17.588,66.332,0,0,0,0,862,377,4488515584,8707665920,398635008,6057328640,2048,257279
28-03 22:32:52,16.216,18.919,64.865,0,0,0,8192,591,377,4488515584,8707665920,398635008,6057328640,2048,257279
28-03 22:32:53,15.328,20.438,63.990,0.243,0,0,16384,1136,960,4488519680,8707665920,398635008,6057324544,2048,257277
28-03 22:32:54,15.789,18.296,65.915,0,0,0,53248,1169,484,4488519680,8707665920,398635008,6057324544,2048,257277
28-03 22:32:55,14.573,19.095,66.332,0,0,0,0,1035,461,4488519680,8707665920,398635008,6057324544,2048,257277
28-03 22:32:56,16.625,17.866,65.509,0,0,0,0,341,960,4488519680,8707665920,398635008,6057324544,2048,257277
28-03 22:32:57,17.500,16.500,66,0,0,0,0,111,377,4488519680,8707665920,398635008,6057324544,2048,257277
28-03 22:32:58,16.750,17.250,65.750,0.250,0,0,12288,309,377,4488515584,8707665920,398639104,6057324544,2048,257277
28-03 22:32:59,17.662,14.026,68.312,0,0,0,36864,579,1895,4488515584,8707665920,398639104,6057324544,2048,257277
28-03 22:33:00,16.169,18.159,65.672,0,0,0,0,591,377,4488511488,8707665920,398639104,6057328640,2048,257277
28-03 22:33:01,16.582,15.816,67.602,0,0,0,0,951,377,4488511488,8707665920,398639104,6057328640,2048,257277
28-03 22:33:02,16.625,17.866,65.509,0,0,0,0,1221,1447,4488511488,8707665920,398639104,6057328640,2048,257276
28-03 22:33:03,15,19,66,0,0,0,0,531,377,4488511488,8707665920,398639104,6057328640,2048,257276
28-03 22:33:04,14.573,19.095,66.080,0.251,0,0,24576,985,565,4488503296,8707665920,398643200,6057332736,2048,257276
28-03 22:33:05,21,12,67,0,0,0,0,1429,8689,4595658752,8500252672,398643200,6253203456,2080,257300
28-03 22:33:06,22,3.250,74.750,0,0,0,0,651,377,4801490944,8082837504,398643200,6664003584,2080,257300
28-03 22:33:07,22.055,3.258,74.687,0,0,0,36864,495,377,5017219072,7647350784,398643200,7090507776,2080,257302
28-03 22:33:08,22.250,3.250,74.500,0,0,0,0,341,960,5232934912,7212253184,398643200,7516291072,2080,257302
28-03 22:33:09,22.670,3.778,69.270,4.282,0,8192,292458496,620,484,5441552384,6791098368,398659584,7928700928,2080,257302
28-03 22:33:10,21.970,6.566,61.869,9.596,0,28672,996962304,651,419,5657280512,6357299200,398688256,8352149504,2080,257303
28-03 22:33:11,22.111,3.518,73.869,0.503,0,4096,88109056,641,960,5872967680,5922361344,398692352,8777998336,2080,257303
28-03 22:33:12,22,3.500,74.500,0,0,0,0,923,377,6086959104,5490962432,398692352,9200275456,2080,257303
28-03 22:33:13,22.250,3.250,74.500,0,0,0,0,531,377,6297026560,5068087296,398692352,9613524992,2080,257303
28-03 22:33:14,21.500,4.250,74,0.250,0,0,483328,1219,2382,6513004544,4632354816,398696448,10039713792,2080,257303
28-03 22:33:15,21.411,4.534,71.285,2.771,0,8192,302292992,171,377,6673035264,4257624064,398704640,10402172928,2080,257304
28-03 22:33:16,23.821,6.948,59.057,10.174,0,24576,788709376,231,377,6675558400,4040114176,398729216,10611494912,2080,257304
28-03 22:33:17,21.357,4.271,74.372,0,0,0,20168704,221,960,6678016000,3822256128,398729216,10820915200,2080,257304
28-03 22:33:18,20.551,4.511,71.930,3.008,0,4096,465567744,591,377,6681161728,3630247936,398733312,11004608512,2080,257304
28-03 22:33:19,21.805,4.511,70.426,3.258,0,8192,473624576,1240,523,6683639808,3425632256,398741504,11201429504,2080,257304
28-03 22:33:20,20.403,5.038,71.788,2.771,0,8192,480587776,761,960,6686044160,3229569024,398749696,11389665280,2080,257304
28-03 22:33:21,22.750,5,64.750,7.500,0,12288,722681856,171,377,6688202752,3013201920,398761984,11598065664,2080,257305
28-03 22:33:22,21.608,3.769,74.623,0,0,0,4194304,171,377,6691008512,2795089920,398761984,11807600640,2080,257305
28-03 22:33:23,19.647,5.542,72.292,2.519,0,4096,473956352,221,960,6694031360,2606813184,398766080,11987890176,2080,257305
