"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_4096_2_run.csv",,,,"Date:","23 Mar 2020 10:32:31 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
23-03 10:32:31,4.333,0.673,94.770,0.223,0,5289040.961,1516827.741,0,0,1144180736,4973133824,242298880,10111033344,2112,27249
23-03 10:32:32,1.759,54.271,43.970,0,0,0,4096,1985,2187,1523187712,4594135040,242298880,10484137984,2144,27253
23-03 10:32:33,1.259,65.239,33.501,0,0,0,0,1212,1593,1918337024,4198985728,242298880,10872492032,2144,27253
23-03 10:32:34,1.250,65.500,33.250,0,0,0,0,651,377,2315771904,3801550848,242298880,11263324160,2144,27253
23-03 10:32:35,0.754,65.578,33.668,0,0,0,0,651,377,2710540288,3406782464,242298880,11651563520,2144,27253
23-03 10:32:36,1.010,65.404,33.586,0,0,0,106496,1061,960,3106062336,3011252224,242307072,12040396800,2144,27253
23-03 10:32:37,1.493,64.925,33.333,0.249,0,0,86016,591,377,3502350336,2614960128,242311168,12430106624,2144,27253
23-03 10:32:38,1.256,65.075,33.668,0,0,0,0,701,484,3895848960,2221461504,242311168,12816887808,2144,27253
23-03 10:32:39,0.752,65.664,33.584,0,0,0,0,341,960,4289978368,1827328000,242311168,13204451328,2144,27253
23-03 10:32:40,6.750,46,47.250,0,0,0,0,171,377,4522090496,1595215872,242311168,13432578048,2144,27253
23-03 10:32:41,16.919,16.414,66.667,0,0,0,0,171,377,4522852352,1594454016,242311168,13433483264,2144,27253
23-03 10:32:42,14.677,19.900,65.174,0.249,0,0,24576,641,960,4522840064,1594454016,242323456,13433483264,2144,27253
23-03 10:32:43,14,20,66,0,0,0,0,950,523,4522840064,1594454016,242323456,13433483264,2144,27253
23-03 10:32:44,15.672,18.657,65.672,0,0,0,0,1275,377,4522840064,1594454016,242323456,13433483264,2144,27253
23-03 10:32:45,16.915,17.413,65.672,0,0,0,0,801,1447,4522840064,1594454016,242323456,13433483264,2144,27253
23-03 10:32:46,15.500,18.500,65.750,0.250,0,0,8192,591,377,4522840064,1594454016,242323456,13433483264,2144,27253
23-03 10:32:47,16.373,17.632,65.995,0,0,0,20480,1251,1205,4522835968,1594454016,242327552,13433483264,2144,27253
23-03 10:32:48,17.085,18.593,64.322,0,0,0,90112,1026,1106,4523716608,1593565184,242335744,13433483264,2144,27253
23-03 10:32:49,15.136,19.355,65.509,0,0,0,0,591,377,4523839488,1593438208,242335744,13433487360,2144,27253
23-03 10:32:50,14.787,19.048,66.165,0,0,0,0,111,377,4523839488,1593438208,242335744,13433487360,2144,27253
23-03 10:32:51,16.418,17.910,65.672,0,0,0,0,281,960,4523839488,1593438208,242335744,13433487360,2144,27253
23-03 10:32:52,15.672,18.905,65.174,0.249,0,0,12288,771,377,4523831296,1593438208,242343936,13433487360,2144,27253
23-03 10:32:53,15.385,19.107,65.509,0,0,0,12288,1002,523,4523827200,1593438208,242348032,13433487360,2144,27253
23-03 10:32:54,16.414,16.919,66.667,0,0,0,0,701,960,4523823104,1593438208,242348032,13433491456,2144,27253
23-03 10:32:55,14.677,19.652,65.672,0,0,0,0,651,377,4523823104,1593438208,242348032,13433491456,2144,27253
23-03 10:32:56,15.461,18.703,65.835,0,0,0,0,855,377,4523823104,1593438208,242348032,13433491456,2144,27253
23-03 10:32:57,15.829,17.839,66.332,0,0,0,0,1221,1447,4523823104,1593438208,242348032,13433491456,2144,27253
23-03 10:32:58,17.085,16.332,66.080,0.503,0,0,24576,1362,565,4523810816,1593438208,242360320,13433491456,2144,27253
23-03 10:32:59,17.172,11.869,70.960,0,0,0,0,1219,589,4622540800,1404497920,242360320,13613965312,2144,27253
23-03 10:33:00,24.750,4.500,70.750,0,0,0,0,1359,8468,4833816576,976728064,242360320,14036054016,2144,27280
23-03 10:33:01,22.362,3.769,73.367,0.503,0,0,99659776,171,377,5048913920,542158848,242360320,14462373888,2176,27282
23-03 10:33:02,25.500,0.250,74.250,0,0,0,315392,595,1413,5074911232,492888064,242360320,14508810240,2176,27282
23-03 10:33:03,25.313,0,74.436,0.251,0,0,49152,632,1106,5079343104,488443904,242368512,14510452736,2176,27282
23-03 10:33:04,25.500,0.250,74.250,0,0,0,401408,111,377,5083652096,484110336,242372608,14512054272,2176,27282
23-03 10:33:05,25.063,0.251,74.687,0,0,0,0,591,377,5087969280,479793152,242372608,14513651712,2176,27282
23-03 10:33:06,25.373,1.244,71.144,2.239,0,0,268627968,701,960,5092237312,475508736,242372608,14515273728,2176,27282
23-03 10:33:07,25.126,0,74.874,0,0,0,114688,651,377,5096681472,471064576,242372608,14516920320,2176,27282
23-03 10:33:08,25.250,0.250,74.500,0,0,0,12288,846,523,5100879872,466857984,242380800,14518525952,2176,27282
23-03 10:33:09,25.250,0.250,74.250,0.250,0,0,61440,801,1447,5105172480,462540800,242388992,14520131584,2176,27282
23-03 10:33:10,25.313,0,74.687,0,0,0,0,531,377,5109489664,458223616,242388992,14521745408,2176,27282
23-03 10:33:11,25.313,0,74.687,0,0,0,0,591,377,5114060800,453652480,242388992,14523408384,2176,27282
23-03 10:33:12,25.313,0.251,74.436,0,0,0,0,1061,960,5117743104,449970176,242388992,14525022208,2176,27282
23-03 10:33:13,25.313,0,74.687,0,0,0,12288,1190,484,5122179072,445509632,242397184,14526636032,2176,27282
23-03 10:33:14,25.063,0.251,74.436,0.251,0,0,32768,1011,377,5089775616,477896704,242405376,14528315392,2176,27281
23-03 10:33:15,25.250,0.250,74.500,0,0,0,0,341,960,5091553280,476119040,242405376,14529978368,2176,27281
23-03 10:33:16,25.313,0,74.687,0,0,0,0,531,377,5093203968,474468352,242405376,14531600384,2176,27281
23-03 10:33:17,25.377,0,74.623,0,0,0,4096,1612,1205,5094854656,472801280,242405376,14533214208,2176,27281
23-03 10:33:18,27,0.500,72.500,0,0,0,94208,1446,1148,5097127936,470515712,242409472,14534832128,2176,27281
23-03 10:33:19,25.250,0,74.500,0.250,0,0,32768,591,377,5098647552,468992000,242417664,14536499200,2176,27281
23-03 10:33:20,25.250,0,74.750,0,0,0,0,435,377,5100163072,467468288,242417664,14538129408,2176,27281
23-03 10:33:21,25.313,0,74.687,0,0,0,0,381,1447,5101813760,465817600,242417664,14539751424,2176,27281
23-03 10:33:22,23.940,0,76.060,0,0,0,0,1244,18156,5103210496,464404480,242417664,14540984320,2176,27281
23-03 10:33:23,23.116,0.251,76.633,0,0,0,12288,24824,615202,5103206400,464404480,242421760,14540984320,2176,27281
23-03 10:33:24,23.134,0,76.866,0,0,0,0,24164,598362,5103206400,464404480,242421760,14540984320,2176,27281
23-03 10:33:25,23.325,0.496,75.931,0.248,0,0,12288,24726,615095,5103198208,464404480,242429952,14540984320,2176,27281
23-03 10:33:26,23.500,0,76.500,0,0,0,0,25197,623753,5103198208,464404480,242429952,14540984320,2176,27281
23-03 10:33:27,23.750,0,76.250,0,0,0,0,25509,632994,5103198208,464404480,242429952,14540984320,2176,27281
23-03 10:33:28,23.441,0.249,76.309,0,0,0,12288,25553,623899,5103194112,464404480,242434048,14540984320,2176,27281
23-03 10:33:29,22.670,0.252,77.078,0,0,0,0,25122,623608,5103194112,464404480,242434048,14540984320,2176,27281
23-03 10:33:30,23.174,0,76.574,0.252,0,0,12288,25451,624336,5103194112,464404480,242438144,14540980224,2176,27281
23-03 10:33:31,23.441,0.249,76.309,0,0,0,40960,25338,623898,5104312320,463134720,242438144,14541627392,2176,27283
23-03 10:33:32,25.253,0.505,72.222,2.020,0,0,301735936,25376,624581,5105238016,462188544,242438144,14541643776,2176,27283
23-03 10:33:33,23.881,0,75.871,0.249,0,0,114688,25398,624969,5105238016,462184448,242446336,14541639680,2176,27283
23-03 10:33:34,23.750,0.250,76,0,0,0,0,25044,632411,5105238016,462184448,242446336,14541639680,2176,27283
23-03 10:33:35,23.559,0,76.190,0.251,0,0,122880,24837,623753,5105225728,462184448,242446336,14541651968,2176,27283
23-03 10:33:36,23.308,0,76.692,0,0,0,0,25160,632994,5105225728,462184448,242446336,14541651968,2176,27283
23-03 10:33:37,23.691,0,76.060,0.249,0,0,430080,25065,623753,5105225728,462184448,242446336,14541651968,2176,27283
23-03 10:33:38,22.922,0.252,76.826,0,0,0,102400,26138,623899,5105221632,462184448,242450432,14541651968,2176,27283
23-03 10:33:39,23.881,0,76.119,0,0,0,0,26147,624336,5105221632,462184448,242450432,14541651968,2176,27283
23-03 10:33:40,23.691,0.249,76.060,0,0,0,20480,25425,623753,5105221632,462184448,242450432,14541651968,2176,27283
23-03 10:33:41,22.922,0,77.078,0,0,0,0,24579,623753,5105221632,462184448,242450432,14541651968,2176,27283
23-03 10:33:42,23.750,0,76.250,0,0,0,0,24695,624336,5105217536,462184448,242450432,14541656064,2176,27283
23-03 10:33:43,23,0.250,76.500,0.250,0,0,16384,24990,623941,5105217536,462184448,242450432,14541656064,2176,27283
23-03 10:33:44,23.869,0,76.131,0,0,0,0,28500,649727,5105213440,462184448,242450432,14541660160,2176,27283
23-03 10:33:45,23.559,0.251,76.190,0,0,0,0,25458,633481,5105209344,462184448,242450432,14541664256,2176,27283
23-03 10:33:46,23.618,0,76.382,0,0,0,12288,25065,623753,5105205248,462184448,242454528,14541664256,2176,27283
23-03 10:33:47,23.559,0,76.441,0,0,0,12288,25121,624436,5105205248,462184448,242454528,14541664256,2176,27283
23-03 10:33:48,26.434,0.249,73.067,0.249,0,0,94208,25354,615930,5104570368,462819328,242454528,14541664256,2176,27283
23-03 10:33:49,23.367,0,76.633,0,0,0,0,25464,632411,5104570368,462819328,242454528,14541664256,2176,27283
23-03 10:33:50,23.940,0,76.060,0,0,0,0,24999,623753,5104570368,462819328,242454528,14541664256,2176,27283
23-03 10:33:51,23.750,0,76.250,0,0,0,0,25779,632994,5104570368,462819328,242454528,14541664256,2176,27283
23-03 10:33:52,23.500,0,76.250,0.250,0,0,24576,24783,623753,5104562176,462819328,242462720,14541664256,2176,27283
23-03 10:33:53,23.500,0.250,76.250,0,0,0,110592,25264,632557,5104562176,462819328,242466816,14541660160,2176,27283
23-03 10:33:54,23.559,0,76.441,0,0,0,0,27292,626578,5104545792,462819328,242466816,14541676544,2176,27286
23-03 10:33:55,23.500,0.250,76.250,0,0,0,0,25059,623753,5104545792,462819328,242466816,14541676544,2176,27286
23-03 10:33:56,23.441,0.249,76.309,0,0,0,0,25602,632411,5104545792,462819328,242466816,14541676544,2176,27286
23-03 10:33:57,23.559,0,76.441,0,0,0,0,25632,624913,5104553984,462819328,242466816,14541668352,2176,27284
23-03 10:33:58,23.618,0,76.131,0.251,0,0,45056,25761,632557,5104541696,462819328,242479104,14541668352,2176,27284
