"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_65536_4_run.csv",,,,"Date:","24 Mar 2020 14:33:24 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
24-03 14:33:24,4.388,0.669,94.722,0.221,0,5194165.163,1558445.024,0,0,1041063936,13018607616,75563008,2426892288,2176,22805
24-03 14:33:25,1,38,60.750,0.250,0,307200,0,1982,1942,1327640576,12731514880,75563008,2709598208,2176,22811
24-03 14:33:26,1.750,64.750,33.500,0,0,0,1339392,531,377,1729069056,12328685568,75563008,3104075776,2176,22811
24-03 14:33:27,1.253,65.414,33.333,0,0,0,0,171,377,2132107264,11923959808,75563008,3499991040,2176,22811
24-03 14:33:28,2.525,65.404,32.071,0,0,0,36864,612,960,2533134336,11521228800,75563008,3893870592,2176,22811
24-03 14:33:29,1.250,65.500,33.250,0,0,0,102400,231,523,2934808576,11117789184,75571200,4288729088,2176,22811
24-03 14:33:30,0.750,66,33,0.250,0,0,86016,1076,443,3336073216,10714681344,75579392,4682960896,2176,22811
24-03 14:33:31,1.013,65.063,33.671,0.253,0,0,872448,701,960,3736023040,10313109504,75579392,5076303872,2176,22810
24-03 14:33:32,0.756,65.743,33.501,0,0,0,0,855,377,4134850560,9912414208,75579392,5468299264,2176,22810
24-03 14:33:33,4.030,53.904,42.065,0,0,0,4096,920,1205,4417916928,9628020736,75579392,5748137984,2176,22812
24-03 14:33:34,15.672,18.657,65.672,0,0,0,32768,861,1554,4419567616,9626370048,75587584,5749755904,2176,22812
24-03 14:33:35,15.960,18.204,65.835,0,0,0,0,890,461,4419686400,9626243072,75587584,5749854208,2176,22812
24-03 14:33:36,15.365,17.884,66.499,0.252,0,0,12288,111,377,4419551232,9626370048,75595776,5749854208,2176,22812
24-03 14:33:37,15.696,17.468,66.835,0,0,0,0,281,960,4419551232,9626370048,75595776,5749854208,2176,22812
24-03 14:33:38,15.539,18.296,66.165,0,0,0,0,111,377,4419551232,9626370048,75595776,5749854208,2176,22812
24-03 14:33:39,16.418,18.159,65.174,0.249,0,0,20480,260,484,4419547136,9626370048,75603968,5749850112,2176,22812
24-03 14:33:40,15.617,17.884,66.499,0,0,0,0,221,960,4419543040,9626370048,75603968,5749854208,2176,22812
24-03 14:33:41,14.824,18.844,66.080,0.251,0,0,16384,171,377,4419534848,9626370048,75612160,5749854208,2176,22812
24-03 14:33:42,15.869,17.632,66.499,0,0,0,0,171,377,4419534848,9626370048,75612160,5749854208,2176,22812
24-03 14:33:43,16.710,15.424,67.866,0,0,0,0,341,960,4419534848,9626370048,75612160,5749854208,2176,22812
24-03 14:33:44,15.776,17.048,67.176,0,0,0,12288,846,523,4419534848,9626370048,75620352,5749846016,2176,22812
24-03 14:33:45,16.291,17.544,66.165,0,0,0,0,171,377,4419522560,9626370048,75620352,5749858304,2176,22812
24-03 14:33:46,15.750,18,66,0.250,0,0,12288,741,1447,4419514368,9626370048,75628544,5749858304,2176,22812
24-03 14:33:47,16.089,18.564,65.347,0,0,0,0,591,377,4419510272,9626370048,75628544,5749862400,2176,22812
24-03 14:33:48,15.539,18.546,65.915,0,0,0,4096,1280,1205,4419510272,9626370048,75628544,5749862400,2176,22812
24-03 14:33:49,16.790,17.778,65.185,0.247,0,0,32768,850,1067,4419510272,9626370048,75636736,5749854208,2176,22812
24-03 14:33:50,15.601,16.880,67.519,0,0,0,0,923,377,4419502080,9626370048,75636736,5749862400,2176,22812
24-03 14:33:51,14.713,19.451,65.586,0.249,0,0,12288,171,377,4419493888,9626370048,75644928,5749862400,2176,22812
24-03 14:33:52,17.632,13.350,69.018,0,0,0,0,429,1172,4479492096,9515671552,75644928,5850714112,2176,22812
24-03 14:33:53,22.418,4.030,63.728,9.824,0,0,301203456,231,377,4695109632,9080668160,75644928,6276554752,2176,22812
24-03 14:33:54,22.055,3.759,71.930,2.256,0,0,239329280,522,523,4902371328,8660742144,75653120,6689755136,2144,22814
24-03 14:33:55,22.055,4.511,70.677,2.757,0,0,425291776,761,960,5116973056,8228564992,75653120,7112413184,2144,22814
24-03 14:33:56,22.556,3.258,74.185,0,0,0,446464,855,377,5333012480,7793086464,75661312,7538434048,2144,22814
24-03 14:33:57,22.475,5.808,61.364,10.354,0,0,1184403456,651,419,5550026752,7356559360,75665408,7964352512,2144,22815
24-03 14:33:58,24.378,4.229,71.393,0,0,0,36864,321,1447,5757890560,6937939968,75665408,8374001664,2144,22815
24-03 14:33:59,22.613,2.764,74.623,0,0,0,0,269,484,5973393408,6502666240,75665408,8800141312,2144,22815
