"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_16_5_run.csv",,,,"Date:","23 Mar 2020 00:35:51 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
23-03 00:35:51,4.207,0.673,94.898,0.223,0,5278271.122,1510127.200,0,0,1129095168,14973554688,92319744,368037888,2048,28219
23-03 00:35:52,2.513,54.020,43.467,0,0,0,0,1363,1359,1520664576,14581886976,92319744,753823744,2048,28223
23-03 00:35:53,2.978,64.764,32.258,0,0,0,36864,572,1106,1910988800,14191562752,92319744,1137045504,2048,28223
23-03 00:35:54,1.481,64.444,33.827,0.247,0,0,458752,291,419,2302648320,13799903232,92319744,1521594368,2048,28223
23-03 00:35:55,1.241,65.261,33.499,0,0,0,0,591,377,2700177408,13402374144,92319744,1911881728,2048,28223
23-03 00:35:56,0.750,66,33.250,0,0,0,233472,1085,960,3091402752,13011140608,92340224,2296573952,2048,28223
23-03 00:35:57,0.998,65.835,33.167,0,0,0,0,531,377,3481980928,12620550144,92340224,2680782848,2048,28223
23-03 00:35:58,1.003,65.664,33.333,0,0,0,0,517,523,3872026624,12230500352,92340224,3064315904,2048,28223
23-03 00:35:59,0.754,65.829,33.417,0,0,0,0,741,1447,4261724160,11840802816,92340224,3447595008,2048,28223
23-03 00:36:00,10.553,48.744,40.704,0,0,0,0,1309,7872,4506861568,11595665408,92340224,3689537536,2048,28250
23-03 00:36:01,15.617,17.884,66.499,0,0,0,0,531,377,4507877376,11594649600,92340224,3690573824,2048,28250
23-03 00:36:02,15.500,18.500,65.750,0.250,0,0,16384,281,960,4507996160,11594522624,92348416,3690573824,2048,28250
23-03 00:36:03,17.722,15.190,66.835,0.253,0,0,16384,2811,3332,4508012544,11594489856,92356608,3690582016,2048,28254
23-03 00:36:04,15.250,18.750,66,0,0,0,0,291,377,4508012544,11594489856,92356608,3690582016,2048,28254
23-03 00:36:05,15.174,19.403,65.423,0,0,0,135168,808,1079,4508012544,11594489856,92356608,3690582016,2048,28254
23-03 00:36:06,15.250,19.250,65.500,0,0,0,12288,920,1205,4508012544,11594489856,92356608,3690582016,2048,28254
23-03 00:36:07,16.915,17.413,65.672,0,0,0,0,1017,443,4507979776,11594522624,92356608,3690582016,2048,28253
23-03 00:36:08,15.802,19.012,64.938,0.247,0,0,94208,1680,1256,4507967488,11594522624,92372992,3690577920,2048,28251
23-03 00:36:09,15.500,18.500,66,0,0,0,0,531,377,4507967488,11594522624,92372992,3690577920,2048,28251
23-03 00:36:10,13.692,22.005,64.303,0,0,0,28672,291,461,4507967488,11594522624,92372992,3690577920,2048,28251
23-03 00:36:11,15.931,19.363,64.706,0,0,0,0,321,1447,4507967488,11594522624,92372992,3690577920,2048,28251
23-03 00:36:12,16.410,15.897,67.692,0,0,0,0,231,377,4507967488,11594522624,92372992,3690577920,2048,28251
23-03 00:36:13,15.271,19.458,64.778,0.493,0,0,61440,522,523,4507951104,11594522624,92389376,3690577920,2048,28251
23-03 00:36:14,15.190,18.228,66.582,0,0,0,0,821,960,4507947008,11594522624,92389376,3690582016,2048,28251
23-03 00:36:15,16.410,15.897,67.692,0,0,0,0,591,377,4507947008,11594522624,92389376,3690582016,2048,28251
23-03 00:36:16,14.937,18.228,66.835,0,0,0,0,1071,377,4507947008,11594522624,92389376,3690582016,2048,28251
23-03 00:36:17,14.948,17.010,68.041,0,0,0,0,641,960,4507947008,11594522624,92389376,3690582016,2048,28250
23-03 00:36:18,14.787,19.048,66.165,0,0,0,12288,1010,523,4507938816,11594522624,92397568,3690582016,2048,28250
23-03 00:36:19,15.500,12.250,72,0.250,0,0,16384,21735,529266,4511621120,11588808704,92405760,3694796800,2080,28250
23-03 00:36:20,20.690,0.246,79.064,0,0,0,3588096,91825,2208750,4511879168,11588550656,92405760,3694796800,2080,28250
23-03 00:36:21,20.506,0,79.494,0,0,0,20480,100082,2373497,4512534528,11587883008,92405760,3694841856,2080,28251
23-03 00:36:22,21.750,0,78.250,0,0,0,0,101661,2441933,4512534528,11587883008,92405760,3694841856,2080,28251
23-03 00:36:23,22.556,0.251,77.193,0,0,0,94208,91963,2261331,4512907264,11587502080,92413952,3694841856,2080,28251
23-03 00:36:24,23.095,0,76.667,0.238,0,0,53248,84963,2156219,4512890880,11587502080,92422144,3694850048,2080,28251
23-03 00:36:25,22.705,0.483,76.570,0.242,0,0,33099776,95307,2294602,4512825344,11587567616,92422144,3694850048,2080,28251
23-03 00:36:26,21.500,0.250,78.250,0,0,0,0,101615,2468635,4512825344,11587567616,92422144,3694850048,2080,28251
23-03 00:36:27,20.596,0,79.404,0,0,0,0,89652,2242799,4512825344,11587567616,92422144,3694850048,2080,28251
23-03 00:36:28,20.347,0.248,79.156,0.248,0,0,49152,90216,2251458,4512817152,11587567616,92430336,3694850048,2080,28251
23-03 00:36:29,20.844,0.248,78.908,0,0,0,389120,92687,2286672,4512808960,11587567616,92438528,3694850048,2080,28251
23-03 00:36:30,22.250,0,77.500,0.250,0,0,421888,109341,2537316,4512808960,11587567616,92438528,3694850048,2080,28251
23-03 00:36:31,20.896,0.498,78.607,0,0,0,0,99431,2407301,4512808960,11587567616,92438528,3694850048,2080,28251
23-03 00:36:32,21.235,0,78.765,0,0,0,0,87827,2200182,4512808960,11587567616,92438528,3694850048,2080,28251
23-03 00:36:33,20.698,0,79.302,0,0,0,12288,92688,2312251,4512800768,11587567616,92446720,3694850048,2080,28251
23-03 00:36:34,20.750,0,79.250,0,0,0,0,92568,2294747,4512800768,11587567616,92446720,3694850048,2080,28251
23-03 00:36:35,20.741,0.494,78.519,0.247,0,0,16384,87363,2217895,4512792576,11587567616,92454912,3694850048,2080,28251
23-03 00:36:36,20.750,0,79.250,0,0,0,8192,90482,2286917,4512792576,11587567616,92454912,3694850048,2080,28251
23-03 00:36:37,21.040,0.248,78.713,0,0,0,0,87315,2216825,4512792576,11587567616,92454912,3694850048,2080,28251
23-03 00:36:38,21.040,0,78.713,0.248,0,0,28672,86471,2174264,4512784384,11587567616,92459008,3694854144,2080,28251
23-03 00:36:39,21.429,0,78.571,0,0,0,0,88656,2260115,4512784384,11587567616,92459008,3694854144,2080,28251
23-03 00:36:40,20.551,0.251,79.198,0,0,0,16384,91956,2329379,4512772096,11587567616,92467200,3694858240,2080,28251
23-03 00:36:41,22.693,0,77.307,0,0,0,143360,110919,2555070,4512772096,11587567616,92467200,3694858240,2080,28251
23-03 00:36:42,20.647,0.249,79.104,0,0,0,0,88838,2251457,4512772096,11587567616,92467200,3694858240,2080,28251
23-03 00:36:43,20.741,0.247,78.765,0.247,0,0,28672,89231,2268777,4512763904,11587567616,92471296,3694862336,2080,28251
23-03 00:36:44,21.340,0,78.660,0,0,0,0,90596,2252185,4512763904,11587567616,92471296,3694862336,2080,28251
23-03 00:36:45,20.301,0.251,79.198,0.251,0,0,16384,88722,2251312,4512755712,11587567616,92479488,3694862336,2080,28251
23-03 00:36:46,20.792,0.248,78.960,0,0,0,0,89056,2242944,4512755712,11587567616,92479488,3694862336,2080,28251
23-03 00:36:47,20.896,0,79.104,0,0,0,0,91697,2295817,4512755712,11587567616,92479488,3694862336,2080,28251
23-03 00:36:48,20.698,0.249,79.052,0,0,0,0,89121,2268880,4512755712,11587567616,92479488,3694862336,2080,28251
23-03 00:36:49,20.698,0,79.302,0,0,0,16384,90969,2311918,4512751616,11587567616,92483584,3694862336,2080,28251
23-03 00:36:50,20.698,0.249,79.052,0,0,0,1015808,88775,2243527,4512751616,11587567616,92483584,3694862336,2080,28251
23-03 00:36:51,21.144,0.249,78.607,0,0,0,73728,88931,2243627,4513357824,11586805760,92491776,3695509504,2080,28253
23-03 00:36:52,20.896,0,79.104,0,0,0,0,88170,2251312,4513357824,11586805760,92491776,3695509504,2080,28253
23-03 00:36:53,23.192,0.249,76.559,0,0,0,36864,89039,2260989,4512849920,11587313664,92491776,3695509504,2080,28253
23-03 00:36:54,21.182,0.493,78.325,0,0,0,0,89313,2268773,4512849920,11587313664,92491776,3695509504,2080,28253
23-03 00:36:55,21,0,79,0,0,0,61440,89955,2286179,4512841728,11587313664,92495872,3695513600,2080,28253
23-03 00:36:56,20.500,0,79.250,0.250,0,0,131072,88863,2243382,4512833536,11587313664,92504064,3695513600,2080,28253
23-03 00:36:57,20.896,0.249,78.856,0,0,0,0,90351,2303405,4512833536,11587313664,92504064,3695513600,2080,28253
23-03 00:36:58,21.340,0,78.660,0,0,0,0,88038,2251458,4512833536,11587313664,92504064,3695513600,2080,28253
23-03 00:36:59,20.750,0,79.250,0,0,0,0,91113,2304475,4512833536,11587313664,92504064,3695513600,2080,28253
23-03 00:37:00,23.892,1.232,74.631,0.246,0,0,16384,88903,2233114,4513210368,11586932736,92508160,3695513600,2080,28253
23-03 00:37:01,20.698,0.249,79.052,0,0,0,0,90969,2303405,4513333248,11586805760,92508160,3695517696,2080,28253
23-03 00:37:02,20.948,0,79.052,0,0,0,16384,90008,2278014,4513325056,11586805760,92516352,3695517696,2080,28253
