"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_64_1_run.csv",,,,"Date:","23 Mar 2020 01:10:57 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
23-03 01:10:57,4.213,0.673,94.892,0.223,0,5276219.288,1509556.475,0,0,1129799680,14908776448,99016704,425422848,2048,29508
23-03 01:10:58,2.716,53.086,44.198,0,0,0,0,972,1505,1505636352,14532927488,99016704,795963392,2048,29512
23-03 01:10:59,1.500,64.500,34,0,0,0,126976,701,960,1898754048,14139809792,99016704,1181945856,2048,29512
23-03 01:11:00,3.526,66.751,29.723,0,0,0,0,1729,7898,2314399744,13724164096,99016704,1588699136,2048,29538
23-03 01:11:01,0.503,65.829,33.668,0,0,0,0,1071,377,2714066944,13324496896,99016704,1981464576,2048,29538
23-03 01:11:02,1.253,65.163,33.333,0.251,0,0,860160,701,960,3113906176,12924649472,99024896,2374537216,2048,29538
23-03 01:11:03,0.754,65.829,33.417,0,0,0,94208,502,523,3512885248,12525658112,99033088,2766819328,2048,29538
23-03 01:11:04,0.754,65.829,33.417,0,0,0,0,111,377,3911176192,12127367168,99033088,3158298624,2048,29538
23-03 01:11:05,0.998,65.835,33.167,0,0,0,0,341,960,4309245952,11729297408,99033088,3549224960,2048,29538
23-03 01:11:06,7.071,43.434,49.495,0,0,0,0,591,377,4508471296,11530072064,99033088,3747131392,2048,29538
23-03 01:11:07,18.703,17.207,64.090,0,0,0,53248,1340,1205,4509696000,11528880128,99037184,3747835904,2048,29538
23-03 01:11:08,16.750,17.500,65.500,0.250,0,0,16384,1485,1593,4509728768,11528802304,99045376,3747872768,2048,29538
23-03 01:11:09,15.960,18.204,65.835,0,0,0,0,709,377,4509728768,11528802304,99045376,3747872768,2048,29538
23-03 01:11:10,15.990,17.005,67.005,0,0,0,8192,111,377,4509724672,11528802304,99045376,3747876864,2048,29538
