"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_256_4_run.csv",,,,"Date:","23 Mar 2020 05:51:44 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
23-03 05:51:44,4.269,0.673,94.836,0.222,0,5259798.090,1505054.809,0,0,1129439232,14788947968,142450688,502272000,2016,30841
23-03 05:51:45,2.015,52.393,45.592,0,0,0,0,2217,1942,1511485440,14406893568,142450688,877793280,2048,30845
23-03 05:51:46,1.253,65.414,33.333,0,0,0,0,1011,377,1907576832,14010802176,142450688,1267101696,2048,30845
23-03 05:51:47,0.998,65.586,33.416,0,0,0,0,1071,377,2304253952,13614125056,142450688,1657327616,2048,30845
23-03 05:51:48,1,65.750,33.250,0,0,0,0,776,1106,2699681792,13218705408,142450688,2045820928,2048,30843
23-03 05:51:49,1.005,65.829,33.166,0,0,0,0,522,377,3094851584,12823535616,142450688,2435489792,2048,30843
23-03 05:51:50,0.998,66.085,32.419,0.499,0,0,196608,500,1289,3495071744,12423307264,142458880,2828914688,2048,30843
23-03 05:51:51,1.244,65.672,33.085,0,0,0,0,281,960,3891744768,12026634240,142458880,3219218432,2048,30843
23-03 05:51:52,1.759,65.075,33.166,0,0,0,0,531,377,4288290816,11630088192,142458880,3609214976,2048,30843
23-03 05:51:53,7.557,44.081,48.363,0,0,0,0,591,523,4506943488,11411435520,142458880,3824017408,2048,30843
23-03 05:51:54,16.040,18.045,65.915,0,0,0,536576,801,1489,4507578368,11410800640,142458880,3824705536,2048,30843
23-03 05:51:55,14.604,20.050,65.347,0,0,0,28672,591,377,4507578368,11410800640,142462976,3824701440,2048,30843
23-03 05:51:56,15.725,19.410,64.619,0.246,0,0,16384,591,377,4507688960,11410673664,142471168,3824709632,2048,30843
23-03 05:51:57,16.162,17.424,66.414,0,0,0,0,1085,960,4507688960,11410673664,142471168,3824709632,2048,30843
23-03 05:51:58,14.677,19.652,65.672,0,0,0,0,171,523,4507688960,11410673664,142471168,3824709632,2048,30843
23-03 05:51:59,17.085,16.583,66.080,0.251,0,0,8192,591,377,4507688960,11410673664,142471168,3824709632,2048,30843
23-03 05:52:00,22.055,17.544,60.401,0,0,0,73728,759,960,4508688384,11409661952,142483456,3824709632,2048,30871
23-03 05:52:01,17.207,18.454,64.090,0.249,0,0,53248,1309,7885,4508553216,11409784832,142495744,3824709632,2048,30871
23-03 05:52:02,16.250,17.500,66.250,0,0,0,0,531,377,4508553216,11409784832,142495744,3824709632,2048,30871
23-03 05:52:03,14.925,19.403,65.672,0,0,0,0,701,1106,4508549120,11409784832,142495744,3824713728,2048,30871
23-03 05:52:04,14.634,20.976,64.390,0,0,0,0,1069,377,4508549120,11409784832,142495744,3824713728,2048,30871
23-03 05:52:05,16.414,17.172,66.414,0,0,0,4096,860,1205,4508549120,11409784832,142495744,3824713728,2048,30871
23-03 05:52:06,16.216,19.165,64.619,0,0,0,36864,801,1447,4508549120,11409784832,142499840,3824709632,2048,30871
