"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_4096_1_run.csv",,,,"Date:","23 Mar 2020 09:57:25 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
23-03 09:57:25,4.326,0.673,94.778,0.223,0,5291093.710,1517184.296,0,0,1144528896,4443893760,235892736,10622316544,2112,26594
23-03 09:57:26,1.750,55,43.250,0,0,442368,0,1512,1359,1531342848,4056551424,236027904,11003367424,2112,26600
23-03 09:57:27,1.508,64.824,33.668,0,0,0,0,1061,960,1934569472,3653324800,236027904,11399716864,2112,26600
23-03 09:57:28,0.754,65.829,33.417,0,0,0,0,281,484,2339291136,3248603136,236027904,11797327872,2112,26600
23-03 09:57:29,0.754,65.578,33.668,0,0,0,0,171,377,2742566912,2845327360,236027904,12193685504,2112,26600
23-03 09:57:30,3.015,65.075,31.658,0.251,0,0,180224,628,1788,3137765376,2450112512,236044288,12581470208,2144,26600
23-03 09:57:31,1.493,64.677,33.831,0,0,0,0,502,377,3527950336,2059927552,236044288,12965560320,2144,26600
23-03 09:57:32,0.756,65.491,33.753,0,0,0,0,495,377,3921575936,1666301952,236044288,13352976384,2144,26600
23-03 09:57:33,0.752,65.915,33.333,0,0,0,0,886,1677,4314259456,1273618432,236044288,13739126784,2144,26600
23-03 09:57:34,7.519,43.860,48.622,0,0,274432,0,231,377,4522913792,1064181760,236052480,13944881152,2144,26602
23-03 09:57:35,15.461,18.703,65.586,0.249,0,0,65536,171,377,4523417600,1063673856,236056576,13945405440,2144,26602
23-03 09:57:36,17.259,15.482,67.005,0.254,0,0,12288,641,960,4523413504,1063673856,236060672,13945405440,2144,26602
23-03 09:57:37,14.670,20.782,64.548,0,0,0,0,591,377,4523413504,1063673856,236060672,13945405440,2144,26602
23-03 09:57:38,16.332,17.337,66.332,0,0,0,0,620,484,4523409408,1063673856,236060672,13945409536,2144,26602
23-03 09:57:39,14.500,19.250,66.250,0,0,0,0,281,960,4523409408,1063673856,236060672,13945409536,2144,26602
23-03 09:57:40,17.128,16.625,66.247,0,0,0,8192,111,377,4523536384,1063546880,236060672,13945409536,2144,26602
23-03 09:57:41,15.920,18.159,65.672,0.249,0,0,16384,171,377,4523528192,1063546880,236068864,13945409536,2144,26602
23-03 09:57:42,16.162,17.172,66.667,0,0,0,0,221,960,4523528192,1063546880,236068864,13945409536,2144,26602
23-03 09:57:43,14.500,19.500,66,0,0,0,12288,290,484,4523524096,1063546880,236072960,13945409536,2144,26602
23-03 09:57:44,15.327,18.342,66.332,0,0,0,0,855,377,4523524096,1063546880,236072960,13945409536,2144,26602
23-03 09:57:45,16.373,17.632,65.995,0,0,0,4096,1130,2275,4523397120,1063673856,236072960,13945409536,2144,26603
23-03 09:57:46,16,17.750,66.250,0,0,0,0,591,377,4523397120,1063673856,236072960,13945409536,2144,26603
23-03 09:57:47,19.500,17,63.250,0.250,0,0,49152,231,377,4523769856,1063292928,236081152,13945409536,2144,26603
23-03 09:57:48,16.080,17.588,66.080,0.251,0,0,61440,389,1067,4523761664,1063292928,236085248,13945413632,2144,26603
23-03 09:57:49,15.461,18.454,66.085,0,0,0,0,231,377,4523761664,1063292928,236085248,13945413632,2144,26603
23-03 09:57:50,16.500,17.500,66,0,0,0,0,171,377,4523761664,1063292928,236085248,13945413632,2144,26603
23-03 09:57:51,16.040,17.794,66.165,0,0,0,0,281,960,4523761664,1063292928,236085248,13945413632,2144,26603
23-03 09:57:52,16.751,15.990,67.259,0,0,0,0,171,377,4523761664,1063292928,236085248,13945413632,2144,26603
23-03 09:57:53,18.296,10.777,70.426,0.501,0,0,933888,558,696,4630904832,857149440,236097536,14142152704,2144,26603
23-03 09:57:54,21.500,3.750,74.750,0,0,0,0,281,960,4842516480,428273664,236097536,14564241408,2144,26603
23-03 09:57:55,22.166,4.282,73.552,0,0,0,36864,171,377,5057708032,189943808,236097536,14803529728,2144,26499
23-03 09:57:56,24.938,0.499,74.564,0,0,0,0,650,585,5076090880,156721152,236097536,14833819648,2144,26499
23-03 09:57:57,25.063,2.506,72.431,0,0,0,0,381,1447,5080293376,496824320,236097536,14505766912,2144,26098
23-03 09:57:58,25.063,1.003,71.930,2.005,0,0,208982016,290,526,5084712960,492380160,236118016,14507368448,2144,25504
23-03 09:57:59,24.938,0.998,73.067,0.998,0,0,160169984,171,377,5089009664,488067072,236118016,14509039616,2144,25504
23-03 09:58:00,27.638,1.005,71.357,0,0,0,4096,1208,9324,5093326848,483749888,236118016,14510628864,2144,25527
23-03 09:58:01,25.063,0.251,74.687,0,0,0,0,503,377,5097771008,479305728,236118016,14512234496,2144,25527
23-03 09:58:02,24.938,0.499,74.564,0,0,0,0,111,377,5101834240,475242496,236118016,14513831936,2144,25527
23-03 09:58:03,25.126,0,74.623,0.251,0,0,434176,790,1067,5105758208,471306240,236122112,14515486720,2144,25527
23-03 09:58:04,25.126,0.251,74.623,0,0,1363968,0,531,377,5110464512,465260544,237383680,14517202944,2144,26493
23-03 09:58:05,25,0.500,74.500,0,0,0,0,651,377,5115035648,460689408,237383680,14518816768,2144,26493
23-03 09:58:06,25.250,0,74.750,0,0,0,0,281,960,5119098880,456626176,237383680,14520430592,2144,26493
23-03 09:58:07,25.063,0.251,74.687,0,0,0,0,231,377,5123416064,452308992,237383680,14522093568,2144,26493
23-03 09:58:08,25.250,0,74.250,0.500,0,0,53248,859,613,5090385920,485330944,237387776,14523768832,2144,26490
23-03 09:58:09,25,0.250,74.750,0,0,0,0,381,1447,5092032512,483680256,237387776,14525394944,2144,26490
23-03 09:58:10,25.250,0,74.750,0,0,0,0,111,377,5093810176,481902592,237387776,14527008768,2144,26490
23-03 09:58:11,25,0.250,74.750,0,0,0,0,171,377,5095333888,480378880,237387776,14528671744,2144,26490
23-03 09:58:12,25.250,0,74.750,0,0,0,0,281,960,5097111552,478601216,237387776,14530285568,2144,26490
23-03 09:58:13,25.250,0,74.500,0.250,0,0,32768,320,484,5098754048,476950528,237387776,14531915776,2144,26490
23-03 09:58:14,25.250,0,74.750,0,0,0,0,171,377,5100150784,475553792,237387776,14533529600,2144,26490
23-03 09:58:15,25.126,0,74.874,0,0,0,4096,970,1788,5101801472,473903104,237387776,14535200768,2144,26490
23-03 09:58:16,23.559,0.251,76.190,0,0,0,0,2681,44130,5103198208,472506368,237387776,14536355840,2144,26490
23-03 09:58:17,24.311,0.251,75.439,0,0,0,36864,25056,615095,5103071232,472633344,237387776,14536355840,2144,26490
23-03 09:58:18,22.864,0,77.136,0,0,0,57344,24127,607127,5103063040,472633344,237395968,14536355840,2144,26490
23-03 09:58:19,23.559,0,76.190,0.251,0,0,12288,25248,632411,5103058944,472633344,237400064,14536355840,2144,26490
23-03 09:58:20,22.864,0,77.136,0,0,0,0,24570,615095,5103058944,472633344,237400064,14536355840,2144,26490
23-03 09:58:21,22.670,0,77.330,0,0,0,0,24987,624823,5103058944,472633344,237400064,14536355840,2144,26490
23-03 09:58:22,23.821,0.248,75.931,0,0,0,0,24246,615095,5103058944,472633344,237400064,14536355840,2144,26490
23-03 09:58:23,23.441,0.249,76.309,0,0,0,40960,25400,632602,5103058944,472633344,237404160,14536351744,2144,26490
23-03 09:58:24,24.121,0.503,73.367,2.010,0,0,268414976,26410,626044,5103108096,472567808,237408256,14536364032,2144,26493
23-03 09:58:25,23.441,0.249,76.309,0,0,0,40960,24639,623753,5104115712,471392256,237408256,14537027584,2176,26495
23-03 09:58:26,23.500,0.250,76.250,0,0,0,0,24843,623753,5104115712,471392256,237408256,14537027584,2176,26495
23-03 09:58:27,23.559,0,76.441,0,0,0,0,25220,632994,5104115712,471392256,237408256,14537027584,2176,26496
23-03 09:58:28,23.308,0,76.441,0.251,0,0,45056,25315,632623,5104078848,471425024,237412352,14537027584,2176,26495
23-03 09:58:29,23.810,0.251,75.689,0.251,0,0,25395200,24765,623837,5104066560,471425024,237420544,14537031680,2176,26495
23-03 09:58:30,23.691,0.499,75.810,0,0,0,4096,25516,633888,5104074752,471425024,237420544,14537023488,2176,26493
23-03 09:58:31,23.441,0.249,76.309,0,0,0,0,24645,623753,5104074752,471425024,237420544,14537023488,2176,26493
23-03 09:58:32,23.367,0,76.633,0,0,0,0,24903,623753,5104074752,471425024,237420544,14537023488,2176,26493
