"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_16384_4_run.csv",,,,"Date:","27 Mar 2020 22:29:16 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
27-03 22:29:16,4.657,0.655,94.475,0.213,0,4937782.439,1549767.403,0,0,1091006464,12132585472,393326592,2728767488,2016,257000
27-03 22:29:17,1.754,54.887,43.358,0,0,0,0,1092,1359,1487536128,11735261184,393326592,3119333376,2016,257004
27-03 22:29:18,2.771,65.239,31.990,0,0,0,36864,591,419,1888423936,11332636672,393326592,3513098240,2016,257004
27-03 22:29:19,1.763,64.736,33.501,0,0,0,0,1376,1106,2290819072,10928652288,393326592,3908579328,2016,257004
27-03 22:29:20,0.746,65.920,33.333,0,0,0,0,531,377,2688049152,10529685504,393326592,4299354112,2016,257004
27-03 22:29:21,0.501,66.165,33.333,0,0,0,0,591,377,3084271616,10131562496,393326592,4688769024,2016,257004
27-03 22:29:22,1.263,65.152,33.586,0,0,0,163840,741,1447,3484049408,9730174976,393330688,5082034176,2016,257004
27-03 22:29:23,1.515,64.646,33.838,0,0,0,0,591,377,3885973504,9326366720,393330688,5477294080,2016,257004
27-03 22:29:24,0.754,65.578,33.668,0,0,0,0,200,484,4287803392,8922849280,393330688,5872349184,2016,257004
27-03 22:29:25,9.227,39.900,50.873,0,0,0,4096,550,1788,4469166080,8740601856,393330688,6051037184,2016,257004
27-03 22:29:26,16.708,17.706,65.586,0,0,0,0,111,377,4469293056,8740474880,393330688,6051209216,2016,257004
27-03 22:29:27,17.588,16.080,66.080,0.251,0,0,12288,651,377,4469288960,8740474880,393334784,6051209216,2016,257004
27-03 22:29:28,16.080,17.588,66.332,0,0,0,0,701,960,4469288960,8740474880,393334784,6051209216,2016,257004
27-03 22:29:29,15.365,18.388,66.247,0,0,0,36864,1264,613,4469288960,8740474880,393334784,6051209216,2016,257004
27-03 22:29:30,17.539,13.089,69.110,0.262,0,0,614400,171,377,4469284864,8740474880,393334784,6051213312,2016,257004
27-03 22:29:31,14.988,20.393,64.373,0.246,0,0,8192,665,960,4469411840,8740347904,393334784,6051213312,2016,257004
27-03 22:29:32,17.857,15.306,66.837,0,0,0,16384,111,377,4469989376,8739766272,393338880,6051213312,2048,257004
27-03 22:29:33,15.423,18.905,65.672,0,0,0,0,231,377,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:34,16.456,16.709,66.835,0,0,0,24576,672,1593,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:35,15.365,18.136,66.499,0,0,0,0,592,467,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:36,15.136,19.355,65.509,0,0,0,0,531,377,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:37,15.633,19.107,65.261,0,0,0,0,701,960,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:38,14.640,19.603,65.509,0.248,0,0,12288,591,377,4469911552,8739823616,393338880,6051213312,2048,257004
27-03 22:29:39,14.464,19.950,65.586,0,0,0,12288,449,568,4469907456,8739823616,393338880,6051217408,2048,257004
27-03 22:29:40,17,17.500,65.500,0,0,0,4096,550,1788,4469907456,8739823616,393338880,6051217408,2048,257004
27-03 22:29:41,16.880,15.601,67.519,0,0,0,0,171,377,4469907456,8739823616,393338880,6051217408,2048,257004
27-03 22:29:42,15.327,18.342,66.332,0,0,0,0,111,377,4469907456,8739823616,393338880,6051217408,2048,257004
27-03 22:29:43,14.390,21.220,64.146,0.244,0,0,12288,605,960,4469907456,8739823616,393338880,6051217408,2048,257004
27-03 22:29:44,19.388,8.418,72.194,0,0,0,28672,644,735,4577054720,8531394560,393338880,6248411136,2048,257004
27-03 22:29:45,22.750,2.750,74.500,0,0,0,0,171,377,4790571008,8098455552,393338880,6674366464,2048,257004
27-03 22:29:46,22.306,4.261,71.178,2.256,0,8192,302518272,321,1447,5006106624,7663538176,393347072,7100624896,2048,257006
27-03 22:29:47,21.750,4,74.250,0,0,0,0,231,377,5219389440,7233978368,393347072,7520677888,2048,257006
27-03 22:29:48,24.121,3.015,72.613,0.251,0,0,442368,591,377,5429673984,6809436160,393347072,7936290816,2080,257006
27-03 22:29:49,21.945,4.489,71.072,2.494,0,4096,235565056,1060,1151,5646856192,6372306944,393351168,8363438080,2080,257006
27-03 22:29:50,22.670,4.030,70.529,2.771,0,16384,474284032,591,377,5855600640,5951971328,393367552,8774537216,2080,257006
27-03 22:29:51,22.055,3.258,74.687,0,0,0,0,231,377,6071033856,5517844480,393367552,9198985216,2080,257006
27-03 22:29:52,21.357,5.528,68.342,4.774,0,20480,609357824,461,960,6287327232,5082112000,393388032,9624952832,2080,257006
27-03 22:29:53,23,2.500,74.500,0,0,0,102400,171,377,6502715392,4647268352,393388032,10051026944,2080,257006
27-03 22:29:54,23.058,2.506,74.436,0,0,0,552960,660,731,6653345792,4344012800,393388032,10344275968,2080,257006
27-03 22:29:55,24.874,0.503,74.623,0,0,0,4198400,874,1788,6656393216,4340965376,393388032,10344280064,2080,257006
27-03 22:29:56,25.313,0,74.687,0,0,0,4194304,111,377,6659059712,4338298880,393388032,10344280064,2080,257006
27-03 22:29:57,25.063,0.251,74.687,0,0,0,4194304,171,377,6661693440,4335665152,393388032,10344284160,2080,257006
27-03 22:29:58,25.250,0.250,74.500,0,0,0,3747840,321,1447,6664486912,4332871680,393388032,10344288256,2080,257006
27-03 22:29:59,25.500,0.250,74.250,0,0,0,4194304,703,565,6667280384,4330078208,393388032,10344288256,2080,257006
27-03 22:30:00,25.250,0,74.500,0.250,0,0,4259840,111,377,6670073856,4327284736,393388032,10344288256,2080,257006
27-03 22:30:01,25.187,0.499,74.314,0,0,0,4194304,281,960,6672740352,4324618240,393388032,10344288256,2080,257006
27-03 22:30:02,25.686,0.249,74.065,0,0,0,4194304,443,377,6675533824,4321824768,393388032,10344288256,2080,257006
27-03 22:30:03,25.686,0.249,74.065,0,0,0,3690496,171,377,6678196224,4319158272,393392128,10344288256,2080,257006
27-03 22:30:04,25.187,0.499,74.314,0,0,0,4194304,310,1067,6680985600,4316364800,393392128,10344292352,2080,257006
27-03 22:30:05,28.463,1.259,70.277,0,0,0,4194304,751,7855,6683779072,4313571328,393392128,10344292352,2080,257032
27-03 22:30:06,25.250,0.250,74.500,0,0,0,4194304,111,377,6686572544,4310777856,393392128,10344296448,2080,257032
27-03 22:30:07,25.063,0.251,74.687,0,0,0,4194304,665,960,6689366016,4307984384,393392128,10344296448,2080,257032
27-03 22:30:08,25.063,0.251,74.687,0,0,0,3690496,231,377,6692159488,4305190912,393392128,10344296448,2080,257032
27-03 22:30:09,25.063,0.251,74.687,0,0,0,4210688,1062,523,6694821888,4302524416,393392128,10344300544,2080,257032
27-03 22:30:10,25.313,0.251,74.436,0,0,0,4198400,1070,2275,6697488384,4299857920,393392128,10344300544,2080,257032
27-03 22:30:11,25.313,0,74.687,0,0,0,4194304,591,377,6700281856,4297064448,393392128,10344300544,2080,257032
27-03 22:30:12,25,0.250,74.750,0,0,0,4194304,111,377,6703075328,4294270976,393392128,10344300544,2080,257032
27-03 22:30:13,25.063,0.251,74.436,0.251,0,0,4214784,341,960,6705741824,4291604480,393392128,10344300544,2080,257032
27-03 22:30:14,25.500,0,74.500,0,0,0,3702784,269,484,6708535296,4288811008,393392128,10344300544,2080,257032
27-03 22:30:15,25.063,0.251,74.687,0,0,0,3670016,231,377,6711328768,4286017536,393392128,10344300544,2080,257032
27-03 22:30:16,25.250,0.250,74.500,0,0,0,3710976,221,960,6714793984,4282548224,393392128,10344304640,2080,257034
27-03 22:30:17,25.250,0.250,74.500,0,0,0,4222976,1238,1253,6717403136,4279795712,393392128,10344448000,2080,257038
27-03 22:30:18,26.750,1.250,69.500,2.500,0,8192,324685824,962,1742,6720008192,4277182464,393400320,10344448000,2048,257037
27-03 22:30:19,25.187,0.499,74.314,0,0,0,4018176,1037,1106,6722334720,4274839552,393400320,10344464384,2048,257035
27-03 22:30:20,25,0.500,74.500,0,0,0,4194304,111,377,6725001216,4272173056,393400320,10344468480,2048,257035
27-03 22:30:21,25.250,0.250,74.500,0,0,0,3670016,231,377,6727540736,4269633536,393400320,10344468480,2048,257035
27-03 22:30:22,25.063,0.251,74.687,0,0,0,4313088,381,1447,6730461184,4266713088,393400320,10344468480,2048,257035
27-03 22:30:23,25.313,0,74.687,0,0,0,4251648,351,461,6733000704,4264173568,393400320,10344468480,2048,257035
27-03 22:30:24,25.377,2.010,68.593,4.020,0,24576,613687296,513,523,6735810560,4261285888,393424896,10344521728,2048,257035
27-03 22:30:25,25.564,0,74.436,0,0,0,4198400,1030,1788,6738726912,4258365440,393424896,10344525824,2048,257035
27-03 22:30:26,25.313,0,74.687,0,0,0,4194304,741,467,6741520384,4255571968,393424896,10344525824,2048,257035
27-03 22:30:27,25.250,0.250,74.500,0,0,0,3686400,651,377,6744313856,4252778496,393424896,10344525824,2048,257035
27-03 22:30:28,25.187,0.249,74.314,0.249,0,0,4251648,281,960,6746980352,4250112000,393424896,10344525824,2048,257034
27-03 22:30:29,25.564,0,74.436,0,0,0,4235264,599,526,6749769728,4247318528,393424896,10344529920,2048,257034
27-03 22:30:30,25.187,0.499,74.314,0,0,0,4194304,171,377,6752563200,4244525056,393424896,10344529920,2048,257034
27-03 22:30:31,25.126,0,74.874,0,0,0,4194304,665,960,6755356672,4241731584,393424896,10344529920,2048,257034
27-03 22:30:32,25,0.500,74.500,0,0,0,3670016,111,377,6757896192,4239192064,393424896,10344529920,2048,257034
27-03 22:30:33,25.063,0.251,74.687,0,0,0,4214784,231,377,6760689664,4236398592,393424896,10344529920,2048,257034
27-03 22:30:34,25.436,0.249,74.314,0,0,0,4206592,410,1554,6763610112,4233478144,393424896,10344529920,2048,257034
27-03 22:30:35,25.187,0.499,74.314,0,0,0,4194304,591,377,6766276608,4230811648,393424896,10344529920,2048,257034
27-03 22:30:36,25.564,0.251,74.185,0,0,0,4218880,531,377,6631284736,4365795328,393424896,10344542208,2048,257031
27-03 22:30:37,25.063,0,74.937,0,0,0,3670016,701,960,6631284736,4365795328,393424896,10344542208,2048,257031
27-03 22:30:38,24.938,0.499,74.314,0.249,0,0,4231168,111,377,6631219200,4365860864,393424896,10344542208,2048,257031
27-03 22:30:39,25.063,0.251,74.687,0,0,0,4206592,269,484,6631215104,4365860864,393424896,10344546304,2048,257031
27-03 22:30:40,25.564,0,74.436,0,0,0,4198400,821,1788,6631215104,4365860864,393424896,10344546304,2048,257031
27-03 22:30:41,25.063,0.251,74.687,0,0,0,4194304,171,377,6631215104,4365860864,393424896,10344546304,2048,257031
27-03 22:30:42,25.187,0.249,74.564,0,0,0,4194304,111,377,6631215104,4365860864,393424896,10344546304,2048,257031
27-03 22:30:43,25.313,0.251,74.436,0,0,0,3686400,605,960,6631182336,4365893632,393428992,10344542208,2048,257031
27-03 22:30:44,25.250,0.250,74.500,0,0,0,4227072,260,526,6631178240,4365893632,393428992,10344546304,2048,257031
27-03 22:30:45,25.500,0,74.500,0,0,0,4194304,171,377,6631178240,4365893632,393428992,10344546304,2048,257031
27-03 22:30:46,25.558,0.496,73.945,0,0,0,4222976,321,1447,6631591936,4365479936,393428992,10344546304,2048,257031
27-03 22:30:47,25.313,0,74.687,0,0,0,4194304,231,377,6631559168,4365512704,393428992,10344546304,2048,257031
27-03 22:30:48,26.933,0.499,72.319,0.249,0,0,3788800,171,377,6631841792,4365197312,393433088,10344574976,2048,257031
27-03 22:30:49,25.063,0.251,74.687,0,0,0,51290112,910,1067,6631870464,4365197312,393433088,10344546304,2048,257031
27-03 22:30:50,25.063,0.251,74.687,0,0,0,4194304,591,377,6631870464,4365197312,393433088,10344550400,2048,257031
27-03 22:30:51,25.187,0.249,74.564,0,0,0,4194304,651,377,6631870464,4365197312,393433088,10344550400,2048,257031
27-03 22:30:52,25.187,0.249,74.564,0,0,0,4194304,221,960,6631870464,4365197312,393433088,10344550400,2048,257031
27-03 22:30:53,25.313,0,74.687,0,0,0,3694592,171,377,6631870464,4365197312,393433088,10344554496,2048,257031
27-03 22:30:54,25,0.250,74.500,0.250,0,0,4210688,209,484,6631866368,4365197312,393433088,10344558592,2048,257031
27-03 22:30:55,27,0.750,72.250,0,0,0,4337664,874,1788,6632628224,4364435456,393433088,10344558592,2048,257031
27-03 22:30:56,25,0.250,74.750,0,0,0,4194304,111,377,6632628224,4364435456,393433088,10344558592,2048,257031
27-03 22:30:57,25,0.250,74.750,0,0,0,4194304,171,377,6632628224,4364435456,393433088,10344558592,2048,257031
27-03 22:30:58,25.126,0,74.874,0,0,0,4251648,321,1447,6632628224,4364435456,393433088,10344558592,2048,257031
27-03 22:30:59,25.126,0,74.874,0,0,0,3203072,419,484,6632747008,4364308480,393433088,10344562688,2048,257031
27-03 22:31:00,25,0.250,74.750,0,0,0,4194304,111,377,6632747008,4364308480,393433088,10344562688,2048,257031
27-03 22:31:01,25.313,0,74.687,0,0,0,3670016,281,960,6632620032,4364435456,393433088,10344562688,2048,257031
27-03 22:31:02,25,0.250,74.750,0,0,0,4194304,111,377,6632615936,4364435456,393433088,10344566784,2048,257031
27-03 22:31:03,24.938,0.499,74.564,0,0,0,4222976,591,467,6632738816,4364308480,393437184,10344566784,2048,257031
27-03 22:31:04,25.250,0.250,74.500,0,0,0,4218880,751,1067,6632738816,4364308480,393437184,10344566784,2048,257031
27-03 22:31:05,27.569,1.253,71.178,0,0,0,4194304,1171,7879,6632357888,4364689408,393437184,10344566784,2048,257031
27-03 22:31:06,25.126,0,74.874,0,0,0,3670016,111,377,6632357888,4364689408,393437184,10344566784,2048,257031
27-03 22:31:07,25.187,0.249,74.564,0,0,0,4194304,997,960,6632357888,4364689408,393437184,10344566784,2048,257031
27-03 22:31:08,25.250,0,74.500,0.250,0,0,4296704,171,377,6632357888,4364689408,393441280,10344562688,2048,257031
27-03 22:31:09,25.250,0,74.750,0,0,0,4210688,440,526,6632353792,4364689408,393441280,10344566784,2048,257031
27-03 22:31:10,25.313,0.251,74.436,0,0,0,4206592,650,2275,6632353792,4364689408,393441280,10344566784,2048,257031
27-03 22:31:11,25.063,0,74.937,0,0,0,4194304,231,377,6632353792,4364689408,393441280,10344566784,2048,257031
27-03 22:31:12,25.063,0,74.937,0,0,0,3670016,111,377,6632353792,4364689408,393441280,10344566784,2048,257031
27-03 22:31:13,25.063,0.251,74.687,0,0,0,4222976,281,960,6632353792,4364689408,393445376,10344566784,2048,257031
27-03 22:31:14,25.250,0,74.750,0,0,0,4227072,639,523,6632349696,4364689408,393445376,10344570880,2048,257031
27-03 22:31:15,25.063,0.251,74.687,0,0,0,4194304,171,377,6632345600,4364689408,393445376,10344574976,2048,257031
27-03 22:31:16,25,0.250,74.750,0,0,0,4214784,221,960,6632464384,4364570624,393445376,10344574976,2048,257031
27-03 22:31:17,25.063,0,74.937,0,0,0,3670016,171,377,6632472576,4364562432,393445376,10344574976,2048,257031
27-03 22:31:18,27.114,0.249,72.388,0.249,0,0,4280320,111,377,6632222720,4364812288,393445376,10344574976,2048,257030
27-03 22:31:19,25.063,0.251,74.687,0,0,0,4243456,724,1067,6632210432,4364816384,393445376,10344579072,2048,257030
27-03 22:31:20,25,0.250,74.750,0,0,0,4214784,201,467,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:21,25.063,0,74.937,0,0,0,4194304,171,377,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:22,25.373,0.249,74.378,0,0,0,3670016,321,1447,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:23,25.126,0,74.874,0,0,0,4214784,591,377,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:24,25.063,0.251,74.687,0,0,0,4210688,856,835,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:25,25.750,0,74.250,0,0,0,4198400,1030,1788,6632210432,4364816384,393445376,10344579072,2048,257031
27-03 22:31:26,25.250,0.250,74.500,0,0,0,4194304,231,419,6632337408,4364689408,393445376,10344579072,2048,257031
27-03 22:31:27,25.063,0,74.937,0,0,0,4194304,231,377,6632337408,4364689408,393445376,10344579072,2048,257031
27-03 22:31:28,25.063,0.251,74.687,0,0,0,3682304,281,960,6632337408,4364689408,393445376,10344579072,2048,257031
27-03 22:31:29,25.187,0.249,74.564,0,0,0,4231168,548,484,6632329216,4364689408,393449472,10344583168,2048,257031
27-03 22:31:30,22,0.500,77.500,0,0,0,4235264,15881,390450,6632456192,4364562432,393449472,10344583168,2048,257031
27-03 22:31:31,23.308,0.251,76.441,0,0,0,4194304,21344,529098,6632456192,4364562432,393449472,10344583168,2048,257031
27-03 22:31:32,23.618,0.251,76.131,0,0,0,4194304,21129,537173,6632456192,4364562432,393449472,10344583168,2048,257031
27-03 22:31:33,25.185,0,74.568,0.247,0,0,3690496,21315,537173,6632456192,4364562432,393449472,10344583168,2048,257031
27-03 22:31:34,23.308,0.251,76.441,0,0,0,4206592,21711,538350,6632583168,4364435456,393449472,10344583168,2048,257031
27-03 22:31:35,22.532,0.253,77.215,0,0,0,4194304,20982,528515,6632583168,4364435456,393449472,10344583168,2048,257031
27-03 22:31:36,23.881,0.249,75.871,0,0,0,4194304,21660,545831,6632583168,4364435456,393449472,10344583168,2048,257031
27-03 22:31:37,24.311,0,75.689,0,0,0,4194304,22034,546414,6632583168,4364435456,393449472,10344583168,2048,257031
27-03 22:31:38,23.367,0.251,76.382,0,0,0,3682304,21594,545831,6632579072,4364435456,393449472,10344587264,2048,257031
27-03 22:31:39,23.232,0.253,76.515,0,0,0,4300800,21555,537280,6632546304,4364468224,393449472,10344587264,2048,257031
27-03 22:31:40,23.678,0,76.322,0,0,0,4198400,21568,538584,6632546304,4364468224,393449472,10344587264,2048,257031
27-03 22:31:41,24.190,0.249,75.561,0,0,0,4194304,22014,545831,6632673280,4364341248,393449472,10344587264,2048,257031
27-03 22:31:42,23.940,0.249,75.810,0,0,0,4194304,21549,537173,6632673280,4364341248,393449472,10344587264,2048,257031
27-03 22:31:43,24.129,0.249,75.373,0.249,0,0,4206592,22508,546414,6632673280,4364341248,393449472,10344587264,2048,257031
27-03 22:31:44,24.378,0.249,75.373,0,0,0,3719168,21728,537280,6632669184,4364341248,393449472,10344591360,2048,257031
27-03 22:31:45,22.392,0.254,77.354,0,0,0,4194304,22000,537173,6632665088,4364341248,393449472,10344595456,2048,257031
27-03 22:31:46,25,0.248,74.505,0.248,0,0,50688000,22164,546901,6632960000,4364046336,393449472,10344595456,2048,257031
27-03 22:31:47,23.940,0.249,75.810,0,0,0,4194304,21919,545831,6632919040,4364087296,393449472,10344595456,2048,257031
27-03 22:31:48,26.303,0.744,72.953,0,0,0,3227648,21386,537173,6633492480,4363509760,393453568,10344595456,2080,257031
27-03 22:31:49,24.627,0,75.373,0,0,0,4243456,21598,537905,6633295872,4363706368,393453568,10344595456,2080,257031
27-03 22:31:50,23.426,0,76.574,0,0,0,4194304,21675,537263,6633295872,4363706368,393453568,10344595456,2080,257031
27-03 22:31:51,25,0.490,74.510,0,0,0,3686400,22158,545831,6633295872,4363706368,393453568,10344595456,2080,257031
27-03 22:31:52,24.500,0,75.500,0,0,0,4194304,23180,546414,6633295872,4363706368,393453568,10344595456,2080,257031
27-03 22:31:53,23.116,0.503,76.131,0.251,0,0,4214784,21588,545831,6633197568,4363804672,393457664,10344591360,2080,257031
27-03 22:31:54,23.426,0.252,76.322,0,0,0,4206592,21644,537280,6633193472,4363804672,393457664,10344595456,2080,257031
27-03 22:31:55,25.436,0,74.564,0,0,0,4198400,23362,555900,6633193472,4363804672,393457664,10344595456,2080,257031
27-03 22:31:56,23.618,0.251,76.131,0,0,0,4194304,21948,545831,6633193472,4363804672,393457664,10344595456,2080,257031
27-03 22:31:57,24.378,0.249,75.373,0,0,0,3670016,22776,545831,6633193472,4363804672,393457664,10344595456,2080,257031
27-03 22:31:58,25,0,75,0,0,0,4239360,22158,546901,6633193472,4363804672,393457664,10344595456,2080,257031
27-03 22:31:59,24.257,0.495,75,0.248,0,0,4251648,21578,537280,6633127936,4363870208,393457664,10344595456,2080,257031
27-03 22:32:00,23.038,0,76.962,0,0,0,4194304,21337,545831,6633123840,4363870208,393457664,10344599552,2080,257031
27-03 22:32:01,24.505,0.248,75.248,0,0,0,4194304,21430,537756,6633123840,4363870208,393457664,10344599552,2080,257031
27-03 22:32:02,21.795,0,78.205,0,0,0,3670016,21600,545831,6633123840,4363870208,393457664,10344599552,2080,257031
27-03 22:32:03,23.500,0.500,76,0,0,0,4206592,21189,537173,6633283584,4363710464,393457664,10344599552,2080,257031
27-03 22:32:04,20.419,0,79.581,0,0,0,4194304,21697,546521,6633283584,4363710464,393457664,10344599552,2080,257031
27-03 22:32:05,24.615,1.026,74.359,0,0,0,4194304,21835,544661,6633418752,4363575296,393457664,10344599552,2080,257031
27-03 22:32:06,24.129,0.249,75.622,0,0,0,4259840,21129,537173,6633385984,4363608064,393457664,10344599552,2080,257031
27-03 22:32:07,21.795,0.256,77.949,0,0,0,3670016,22352,546414,6633385984,4363608064,393457664,10344599552,2080,257031
27-03 22:32:08,23.426,0.252,76.322,0,0,0,4206592,22080,545831,6633385984,4363608064,393461760,10344595456,2080,257031
27-03 22:32:09,22.727,0.253,76.768,0.253,0,0,4210688,22247,545980,6633377792,4363608064,393461760,10344603648,2080,257031
27-03 22:32:10,25.369,0,74.631,0,0,0,4239360,22088,539071,6633377792,4363608064,393461760,10344603648,2080,257031
27-03 22:32:11,24.505,0.248,75.248,0,0,0,4194304,21920,545831,6633377792,4363608064,393461760,10344603648,2080,257031
27-03 22:32:12,23.750,0.250,76,0,0,0,4194304,21798,545831,6633377792,4363608064,393461760,10344603648,2080,257031
27-03 22:32:13,23.869,0,76.131,0,0,0,3682304,21968,546414,6633373696,4363608064,393461760,10344607744,2080,257031
27-03 22:32:14,24,0.250,75.750,0,0,0,4235264,21248,545793,6633369600,4363608064,393461760,10344611840,2080,257031
27-03 22:32:15,23.618,0,76.382,0,0,0,4280320,21726,537318,6633496576,4363481088,393461760,10344611840,2080,257031
27-03 22:32:16,24.190,0.249,75.561,0,0,0,5394432,21578,546414,6633877504,4363100160,393461760,10344611840,2080,257031
27-03 22:32:17,24.439,0.249,75.312,0,0,0,4063232,22617,554489,6633877504,4363100160,393461760,10344611840,2080,257031
27-03 22:32:18,25.628,0.251,74.121,0,0,0,3751936,23541,547539,6634127360,4362842112,393461760,10344620032,2080,257034
27-03 22:32:19,24.752,0,75,0.248,0,0,4272128,22162,537863,6634156032,4362813440,393461760,10344620032,2080,257035
27-03 22:32:20,24.439,0,75.561,0,0,0,4194304,22005,554489,6634156032,4362813440,393461760,10344620032,2080,257035
27-03 22:32:21,23.485,0,76.515,0,0,0,4194304,22203,537173,6634156032,4362813440,393461760,10344620032,2080,257035
27-03 22:32:22,24.439,0.249,75.312,0,0,0,4210688,22974,555625,6634115072,4362846208,393469952,10344620032,2080,257032
27-03 22:32:23,23.750,0.250,76,0,0,0,3698688,22554,545981,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:24,23.810,0.251,75.940,0,0,0,4235264,22205,545938,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:25,24.688,0,75.312,0,0,0,4198400,22327,547242,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:26,23.750,0.250,76,0,0,0,4194304,21468,545831,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:27,23.232,0.253,76.515,0,0,0,4194304,21654,545831,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:28,24.190,0.249,75.561,0,0,0,4206592,21638,546414,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:29,24.311,0,75.689,0,0,0,3670016,22826,554638,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:30,23.940,0.249,75.561,0.249,0,0,4222976,23235,554489,6634119168,4362846208,393469952,10344615936,2080,257032
27-03 22:32:31,24.439,0,75.561,0,0,0,4194304,22994,546414,6634119168,4362846208,393469952,10344615936,2080,257031
27-03 22:32:32,24.378,0.249,75.373,0,0,0,4194304,21813,537173,6634119168,4362846208,393469952,10344615936,2080,257031
27-03 22:32:33,23.678,0,76.322,0,0,0,4206592,21588,545831,6634246144,4362719232,393474048,10344611840,2080,257031
27-03 22:32:34,24.129,0.498,75.373,0,0,0,3670016,21797,547008,6634233856,4362719232,393474048,10344624128,2080,257031
27-03 22:32:35,23.869,0,76.131,0,0,0,4194304,22413,554489,6634233856,4362719232,393474048,10344624128,2080,257031
27-03 22:32:36,24.566,0,75.434,0,0,0,4194304,21948,545831,6634233856,4362719232,393474048,10344624128,2080,257031
27-03 22:32:37,24.250,0,75.750,0,0,0,3145728,22184,546414,6634233856,4362719232,393474048,10344624128,2080,257031
27-03 22:32:38,24.129,0.498,75.373,0,0,0,4206592,21954,545831,6634229760,4362719232,393478144,10344624128,2080,257031
27-03 22:32:39,23.367,0.251,76.382,0,0,0,4206592,22067,545938,6634229760,4362719232,393478144,10344624128,2080,257031
27-03 22:32:40,24.938,0.249,74.813,0,0,0,4198400,22348,538584,6634229760,4362719232,393478144,10344624128,2080,257031
27-03 22:32:41,24,0.250,75.750,0,0,0,4218880,21948,545831,6634229760,4362719232,393478144,10344624128,2080,257031
27-03 22:32:42,24.129,0.249,75.622,0,0,0,3670016,21954,545831,6634229760,4362719232,393478144,10344624128,2080,257031
