"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_16384_5_run.csv",,,,"Date:","27 Mar 2020 23:04:23 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
27-03 23:04:23,4.664,0.655,94.468,0.213,0,4935993.378,1550195.603,0,0,1090908160,12132032512,393994240,2728800256,2080,257005
27-03 23:04:24,2,55,43,0,0,0,0,972,1359,1479684096,11742457856,393994240,3111325696,2080,257009
27-03 23:04:25,1.772,64.810,33.418,0,0,0,2682880,281,960,1875927040,11344510976,393994240,3501473792,2080,257009
27-03 23:04:26,1.244,65.672,33.085,0,0,0,4096,800,1205,2277015552,10941751296,393994240,3895181312,2080,257009
27-03 23:04:27,0.756,65.743,33.501,0,0,0,0,591,377,2678398976,10538614784,393994240,4289605632,2080,257009
27-03 23:04:28,1.263,65.152,33.586,0,0,0,94208,850,1109,3071262720,10143916032,393994240,4676382720,2080,257009
27-03 23:04:29,0.752,65.915,33.333,0,0,0,90112,489,419,3462746112,9750745088,393994240,5061509120,2080,257009
27-03 23:04:30,1.250,65.500,33.250,0,0,0,0,231,377,3855962112,9355890688,393994240,5448552448,2080,257009
27-03 23:04:31,1.008,65.743,33.249,0,0,0,0,765,1447,4251537408,8958496768,393994240,5837287424,2080,257009
27-03 23:04:32,7.463,44.527,48.010,0,0,0,0,111,377,4468633600,8740417536,393994240,6050775040,2080,257009
27-03 23:04:33,14.963,19.202,65.835,0,0,0,12288,350,484,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:34,15.136,19.107,65.261,0.496,0,0,12288,1061,960,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:35,14.504,18.321,67.176,0,0,0,0,1011,377,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:36,15.641,16.667,67.692,0,0,0,0,951,377,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:37,15.309,19.506,65.185,0,0,0,0,701,960,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:38,17.358,14.249,68.135,0.259,0,0,20480,680,484,4469014528,8740036608,393994240,6051246080,2080,257009
27-03 23:04:39,15.869,17.884,66.247,0,0,0,16384,651,377,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:40,15.960,18.454,65.586,0,0,0,0,281,960,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:41,16.422,19.363,64.216,0,0,0,4096,440,1205,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:42,15.038,18.797,66.165,0,0,0,0,171,377,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:43,15.309,19.259,65.185,0.247,0,0,651264,914,1596,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:44,16.962,16.456,66.582,0,0,0,12288,681,467,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:45,15.750,18,66.250,0,0,0,0,591,377,4469010432,8740036608,393994240,6051250176,2080,257009
27-03 23:04:46,16.834,16.834,66.332,0,0,0,0,641,960,4469006336,8740036608,393994240,6051254272,2080,257009
27-03 23:04:47,15.443,17.722,66.835,0,0,0,0,171,377,4469006336,8740036608,393994240,6051254272,2080,257009
27-03 23:04:48,16.834,17.337,65.829,0,0,0,12288,329,526,4469006336,8740036608,393994240,6051254272,2080,257009
27-03 23:04:49,20.603,15.829,63.317,0.251,0,0,49152,401,960,4469637120,8739401728,393998336,6051254272,2080,257009
27-03 23:04:50,16.751,16.244,67.005,0,0,0,0,651,377,4469637120,8739401728,393998336,6051254272,2080,257009
27-03 23:04:51,17.413,12.687,69.900,0,0,0,0,1339,589,4560904192,8564051968,393998336,6215557120,2080,257009
27-03 23:04:52,21.805,3.258,74.937,0,0,0,0,1121,960,4774379520,8131112960,393998336,6641561600,2080,257009
27-03 23:04:53,21.859,4.271,71.106,2.764,0,4096,246345728,1092,484,4989325312,7696547840,394002432,7067860992,2080,257011
27-03 23:04:54,21.608,3.769,73.618,1.005,0,4096,55193600,111,377,5200023552,7271591936,394006528,7483752448,2080,257011
27-03 23:04:55,21.696,3.990,74.314,0,0,0,24576,705,1447,5413265408,6842224640,394006528,7903612928,2080,257011
27-03 23:04:56,23.116,4.523,70.603,1.759,0,4096,234921984,440,1247,5631352832,6404079616,394010624,8330641408,2112,257011
27-03 23:04:57,22.637,4.478,69.154,3.731,0,16384,475144192,591,377,5839429632,5984903168,394027008,8740380672,2112,257011
27-03 23:04:58,21.805,3.509,74.687,0,0,0,73728,739,1067,6055493632,5549424640,394027008,9166368768,2112,257011
27-03 23:04:59,22.750,4.500,68,4.750,0,16384,609517568,729,377,6271492096,5113946112,394047488,9592385536,2112,257011
27-03 23:05:00,21.250,4,74.750,0,0,0,0,111,377,6486171648,4681515008,394047488,10014978048,2112,257011
27-03 23:05:01,23.367,2.010,74.623,0,0,0,630784,916,1168,6654562304,4342132736,394047488,10344300544,2112,257011
27-03 23:05:02,25,0.500,74.500,0,0,0,4194304,531,377,6657355776,4339339264,394047488,10344304640,2112,257011
27-03 23:05:03,25,0.500,74.500,0,0,0,4218880,591,484,6660022272,4336672768,394047488,10344308736,2112,257011
27-03 23:05:04,27.960,0.756,71.285,0,0,0,4276224,1310,8490,6662811648,4333879296,394051584,10344312832,2112,257039
27-03 23:05:05,25.063,0.251,74.687,0,0,0,3670016,591,377,6665351168,4331339776,394051584,10344312832,2112,257039
27-03 23:05:06,25.250,0.250,74.500,0,0,0,4194304,531,377,6668271616,4328419328,394051584,10344312832,2112,257039
27-03 23:05:07,25.063,0.251,74.687,0,0,0,4194304,705,1447,6670811136,4325879808,394051584,10344312832,2112,257039
27-03 23:05:08,25.187,0.249,74.314,0.249,0,0,4210688,260,484,6673731584,4322959360,394051584,10344312832,2112,257039
27-03 23:05:09,25.436,0.249,74.314,0,0,0,4214784,291,377,6676398080,4320292864,394051584,10344312832,2112,257039
27-03 23:05:10,25,0.500,74.500,0,0,0,3670016,761,960,6679064576,4317626368,394051584,10344312832,2112,257039
27-03 23:05:11,25.063,0.501,74.436,0,0,0,4198400,1340,1205,6681853952,4314832896,394051584,10344316928,2112,257039
27-03 23:05:12,25.250,0.250,74.500,0,0,0,4194304,951,377,6684393472,4312293376,394051584,10344321024,2112,257039
27-03 23:05:13,25.063,0.251,74.687,0,0,0,4210688,799,1067,6687313920,4309372928,394051584,10344321024,2112,257039
27-03 23:05:14,25.124,0.498,74.129,0.249,0,0,4198400,111,377,6689976320,4306706432,394051584,10344325120,2112,257039
27-03 23:05:15,25.250,0.250,74.500,0,0,0,3670016,171,377,6692769792,4303912960,394051584,10344325120,2112,257039
27-03 23:05:16,25.313,0,74.687,0,0,0,4231168,553,960,6695563264,4301119488,394051584,10344325120,2112,257039
27-03 23:05:17,25.686,0.249,74.065,0,0,0,4194304,831,377,6698102784,4298579968,394051584,10344325120,2112,257039
27-03 23:05:18,25.500,0,74.500,0,0,0,4194304,629,484,6701023232,4295659520,394051584,10344325120,2112,257039
27-03 23:05:19,27.250,0.750,72,0,0,0,4251648,1125,1447,6704197632,4292485120,394051584,10344325120,2112,257039
27-03 23:05:20,25.750,0,74.250,0,0,0,4194304,531,377,6706991104,4289691648,394051584,10344325120,2112,257039
27-03 23:05:21,25.250,0.250,74.500,0,0,0,3670016,591,377,6709657600,4287025152,394051584,10344325120,2112,257039
27-03 23:05:22,25.313,0,74.687,0,0,0,4194304,641,960,6712324096,4284358656,394051584,10344325120,2112,257039
27-03 23:05:23,25.564,0.251,74.185,0,0,0,4292608,290,484,6714589184,4281946112,394051584,10344472576,2112,257041
