"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_16384_3_run.csv",,,,"Date:","27 Mar 2020 21:54:09 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
27-03 21:54:09,4.650,0.655,94.482,0.213,0,4939572.367,1549339.275,0,0,1090125824,12135415808,392663040,2727735296,2016,257005
27-03 21:54:10,2.233,55.335,42.432,0,0,0,0,1082,1942,1481277440,11743420416,392663040,3113463808,2016,257009
27-03 21:54:11,0.504,65.491,34.005,0,0,0,1462272,171,377,1880002560,11342942208,392663040,3504492544,2016,257009
27-03 21:54:12,0.501,65.915,33.584,0,0,0,1085440,111,377,2280144896,10941030400,392663040,3898265600,2016,257009
27-03 21:54:13,1,65.500,33.500,0,0,0,0,1281,1447,2680119296,10539319296,392663040,4290928640,2016,257009
27-03 21:54:14,1.253,65.163,33.333,0.251,0,0,94208,1100,484,3075395584,10142306304,392663040,4679737344,2016,257009
27-03 21:54:15,1.250,65.250,33.250,0.250,0,0,90112,1071,377,3472293888,9743687680,392663040,5070135296,2016,257009
27-03 21:54:16,1.005,65.327,33.668,0,0,0,0,221,960,3873976320,9340235776,392663040,5465096192,2016,257009
27-03 21:54:17,2.261,65.829,31.910,0,0,0,36864,171,377,4274589696,8937902080,392663040,5858471936,2016,257009
27-03 21:54:18,7.053,42.317,50.630,0,0,0,0,531,377,4469338112,8742252544,392663040,6049959936,2016,257009
27-03 21:54:19,16.071,16.582,67.347,0,0,0,49152,859,1109,4469465088,8742125568,392663040,6050177024,2016,257009
27-03 21:54:20,16.873,17.618,65.261,0.248,0,0,12288,855,377,4469465088,8742125568,392663040,6050177024,2016,257009
27-03 21:54:21,14.500,19.500,66,0,0,0,0,231,377,4469465088,8742125568,392663040,6050177024,2016,257009
27-03 21:54:22,15.672,18.905,65.423,0,0,0,0,281,960,4469465088,8742125568,392663040,6050177024,2016,257009
27-03 21:54:23,15.113,18.892,65.995,0,0,0,4096,1251,1205,4469465088,8742125568,392663040,6050177024,2016,257009
27-03 21:54:24,16.541,17.794,65.664,0,0,0,8192,641,484,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:25,16.368,16.113,67.519,0,0,0,0,801,1447,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:26,16.250,17.750,65.500,0.500,0,0,655360,171,377,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:27,15.539,18.045,66.416,0,0,0,0,531,377,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:28,16.625,17.866,65.509,0,0,0,0,341,960,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:29,15.347,19.554,65.099,0,0,0,36864,899,484,4469334016,8742252544,392663040,6050181120,2016,257009
27-03 21:54:30,17.215,15.949,66.835,0,0,0,0,531,377,4469460992,8742125568,392663040,6050181120,2016,257009
27-03 21:54:31,15.594,18.812,65.347,0.248,0,0,12288,701,960,4469456896,8742125568,392667136,6050181120,2016,257009
27-03 21:54:32,15.949,17.215,66.835,0,0,0,0,435,377,4469452800,8742125568,392667136,6050185216,2016,257009
27-03 21:54:33,15.347,19.307,65.347,0,0,0,0,651,467,4469452800,8742125568,392667136,6050185216,2016,257009
27-03 21:54:34,15.152,18.182,66.667,0,0,0,12288,730,1067,4469452800,8742125568,392667136,6050185216,2016,257009
27-03 21:54:35,15.288,18.546,66.165,0,0,0,0,1011,377,4469452800,8742125568,392667136,6050185216,2016,257009
27-03 21:54:36,17.293,17.043,65.414,0.251,0,0,12288,531,377,4469452800,8742125568,392667136,6050185216,2016,257009
27-03 21:54:37,17.293,11.779,70.927,0,0,0,0,1009,1659,4576878592,8533426176,392667136,6247374848,2016,257009
27-03 21:54:38,21.945,3.741,74.314,0,0,0,4096,380,1205,4788498432,8103677952,392667136,6670819328,2016,257009
27-03 21:54:39,22.306,3.258,74.436,0,0,0,69632,699,523,4997410816,7682445312,392667136,7083266048,2016,257011
27-03 21:54:40,23.192,2.494,74.314,0,0,0,0,221,960,5213581312,7246839808,392667136,7509409792,2016,257011
27-03 21:54:41,21.945,4.738,70.823,2.494,0,8192,292446208,171,377,5429714944,6811521024,392675328,7935217664,2016,257011
27-03 21:54:42,22.166,6.297,63.476,8.060,0,32768,1086234624,111,377,5637861376,6391599104,392712192,8345939968,2016,257011
27-03 21:54:43,22,3.750,74.250,0,0,0,0,281,960,5853667328,5956374528,392712192,8772132864,2016,257011
27-03 21:54:44,22.500,3.250,74.250,0,0,0,16384,974,484,6069854208,5520769024,392712192,9197993984,2016,257011
27-03 21:54:45,22.556,3.008,74.436,0,0,0,430080,591,377,6283034624,5091274752,392712192,9617752064,2016,257011
27-03 21:54:46,22.444,3.242,74.065,0.249,0,0,4096,701,960,6494064640,4665970688,392712192,10033741824,2016,257011
27-03 21:54:47,24.181,4.282,70.025,1.511,0,8192,235515904,506,585,6653009920,4346191872,392720384,10343239680,2080,257011
27-03 21:54:48,25,0.500,74.500,0,0,0,4194304,651,377,6655676416,4343525376,392720384,10343239680,2080,257010
27-03 21:54:49,25.686,0.249,74.065,0,0,0,4194304,980,1554,6658469888,4340731904,392720384,10343239680,2080,257010
27-03 21:54:50,25.126,0.251,74.623,0,0,0,4251648,951,377,6661263360,4337938432,392720384,10343243776,2080,257010
27-03 21:54:51,25.250,0.250,74.500,0,0,0,3731456,591,377,6663929856,4335271936,392720384,10343243776,2080,257010
27-03 21:54:52,25.505,2.273,63.384,8.838,0,24576,869879808,1061,960,6666874880,4332249088,392744960,10343297024,2080,257010
27-03 21:54:53,26.065,1.003,72.932,0,0,0,4235264,860,1205,6670811136,4328312832,392744960,10343297024,2112,257010
27-03 21:54:54,25.313,0.251,74.436,0,0,0,4194304,591,526,6672842752,4326281216,392744960,10343297024,2112,257010
27-03 21:54:55,25.063,0.251,74.687,0,0,0,4194304,613,960,6675509248,4323614720,392744960,10343297024,2112,257010
27-03 21:54:56,25.436,0.249,74.314,0,0,0,3735552,855,377,6678302720,4320821248,392744960,10343297024,2112,257010
27-03 21:54:57,25.250,0.250,74.500,0,0,0,4194304,591,377,6681219072,4317900800,392744960,10343305216,2112,257010
27-03 21:54:58,25.250,0.250,74.500,0,0,0,4194304,641,960,6683885568,4315234304,392744960,10343305216,2112,257010
27-03 21:54:59,25.187,0.249,74.314,0.249,0,0,3203072,720,565,6686674944,4312440832,392744960,10343309312,2112,257010
27-03 21:55:00,25.313,0,74.687,0,0,0,4194304,111,377,6689341440,4309774336,392744960,10343309312,2112,257010
27-03 21:55:01,25.063,0.251,74.687,0,0,0,4214784,527,1798,6692130816,4306980864,392749056,10343309312,2112,257010
27-03 21:55:02,25.564,0,74.436,0,0,0,4194304,531,377,6694797312,4304314368,392749056,10343309312,2112,257010
27-03 21:55:03,24.938,0.499,74.564,0,0,0,4194304,591,377,6697463808,4301647872,392749056,10343309312,2112,257010
27-03 21:55:04,25.377,0,74.623,0,0,0,3682304,1418,1106,6700380160,4298727424,392749056,10343317504,2112,257010
27-03 21:55:05,28.180,0.998,70.823,0,0,0,4194304,1171,7879,6703300608,4295806976,392749056,10343317504,2112,257034
27-03 21:55:06,25.063,0.251,74.687,0,0,0,4214784,651,377,6706061312,4293046272,392749056,10343317504,2112,257034
27-03 21:55:07,25,0.500,74.500,0,0,0,4194304,401,960,6708727808,4290379776,392749056,10343317504,2112,257034
27-03 21:55:08,25.126,0.251,74.623,0,0,0,4198400,824,1205,6711394304,4287713280,392749056,10343317504,2112,257034
27-03 21:55:09,25.063,0.251,74.687,0,0,0,3743744,546,523,6714679296,4284284928,392749056,10343460864,2112,257036
27-03 21:55:10,25.377,0,74.623,0,0,0,4194304,221,1050,6717468672,4281491456,392749056,10343464960,2112,257036
27-03 21:55:11,25.500,0,74.250,0.250,0,0,4300800,1101,377,6720004096,4278951936,392753152,10343464960,2112,257036
27-03 21:55:12,25.250,0.250,74.500,0,0,0,4194304,1371,377,6722797568,4276158464,392753152,10343464960,2112,257036
27-03 21:55:13,25.500,0.250,74.250,0,0,0,4222976,1641,1447,6724956160,4273999872,392753152,10343464960,2112,257036
27-03 21:55:14,25.126,0.251,74.623,0,0,0,3686400,882,523,6727749632,4271206400,392753152,10343464960,2112,257036
27-03 21:55:15,25.313,0,74.687,0,0,0,4194304,171,377,6730543104,4268412928,392753152,10343464960,2112,257036
27-03 21:55:16,25.313,0.251,74.436,0,0,0,4214784,221,960,6733332480,4265619456,392757248,10343464960,2112,257036
27-03 21:55:17,26.250,0.750,73,0,0,0,4231168,171,377,6736252928,4262699008,392757248,10343464960,2112,257036
27-03 21:55:18,25.250,0.250,74.500,0,0,0,16146432,111,377,6738948096,4259999744,392757248,10343469056,2112,257036
27-03 21:55:19,25.126,0.251,74.623,0,0,0,4247552,632,1106,6741483520,4257460224,392757248,10343473152,2112,257036
27-03 21:55:20,25.250,0,74.750,0,0,0,3670016,435,377,6744276992,4254666752,392757248,10343473152,2112,257036
27-03 21:55:21,25.250,0.250,74.250,0.250,0,0,4214784,171,377,6747197440,4251746304,392757248,10343473152,2112,257036
27-03 21:55:22,25,0.500,74.500,0,0,0,4194304,641,960,6749859840,4249079808,392757248,10343477248,2112,257036
27-03 21:55:23,25.377,0.251,74.372,0,0,0,88920064,860,1205,6752522240,4246417408,392757248,10343477248,2112,257036
27-03 21:55:24,25.313,0.251,74.436,0,0,0,4231168,882,523,6755315712,4243623936,392757248,10343477248,2112,257036
27-03 21:55:25,25.063,0.251,74.687,0,0,0,3670016,381,1447,6758109184,4240830464,392757248,10343477248,2112,257036
27-03 21:55:26,25.187,0.499,74.314,0,0,0,4222976,171,377,6760644608,4238290944,392761344,10343477248,2112,257036
27-03 21:55:27,25.313,0,74.687,0,0,0,4194304,1042,377,6763438080,4235497472,392761344,10343477248,2112,257036
27-03 21:55:28,25.250,0.250,74.500,0,0,0,4317184,761,960,6766358528,4232577024,392761344,10343477248,2112,257036
27-03 21:55:29,25.500,0.500,73.750,0.250,0,0,4231168,1200,565,6631112704,4367814656,392761344,10343485440,2080,257033
27-03 21:55:30,25,0.250,74.750,0,0,0,3670016,111,377,6631108608,4367814656,392761344,10343489536,2080,257033
27-03 21:55:31,25.126,0,74.874,0,0,0,4231168,701,960,6631108608,4367814656,392761344,10343493632,2080,257033
27-03 21:55:32,25.063,0.251,74.687,0,0,0,4194304,1275,377,6631108608,4367814656,392761344,10343493632,2080,257033
27-03 21:55:33,25.373,0.249,74.378,0,0,0,4194304,3056,2619,6631223296,4367687680,392761344,10343505920,2080,257036
27-03 21:55:34,25,0.250,74.500,0.250,0,0,4239360,992,1106,6631223296,4367687680,392761344,10343505920,2080,257036
27-03 21:55:35,25.126,0,74.874,0,0,0,4194304,171,377,6631223296,4367687680,392761344,10343505920,2080,257036
27-03 21:55:36,25.313,0,74.687,0,0,0,3686400,111,377,6631223296,4367687680,392761344,10343505920,2080,257036
27-03 21:55:37,25.187,0.249,74.564,0,0,0,4194304,456,1447,6631231488,4367687680,392761344,10343497728,2080,257034
27-03 21:55:38,25.377,0,74.623,0,0,0,3149824,560,1289,6631231488,4367687680,392761344,10343497728,2080,257034
27-03 21:55:39,25.436,0.249,74.314,0,0,0,4222976,582,523,6631731200,4367187968,392761344,10343497728,2080,257034
27-03 21:55:40,25.187,0.249,74.564,0,0,0,4247552,281,960,6631739392,4367179776,392761344,10343497728,2080,257034
27-03 21:55:41,25.313,0,74.687,0,0,0,4243456,171,377,6631739392,4367179776,392761344,10343497728,2080,257034
27-03 21:55:42,25.250,0,74.750,0,0,0,4194304,531,377,6631739392,4367179776,392761344,10343497728,2080,257034
27-03 21:55:43,25.313,0,74.687,0,0,0,3670016,761,960,6631866368,4367052800,392761344,10343497728,2080,257033
27-03 21:55:44,25.187,0.249,74.564,0,0,0,4370432,1266,523,6631862272,4367052800,392761344,10343501824,2080,257033
27-03 21:55:45,25.313,0,74.687,0,0,0,4194304,651,377,6631862272,4367052800,392761344,10343501824,2080,257033
27-03 21:55:46,25.250,0,74.500,0.250,0,0,4227072,1121,960,6631862272,4367052800,392761344,10343501824,2080,257033
27-03 21:55:47,27.363,0.498,72.139,0,0,0,4231168,1551,377,6631731200,4367179776,392761344,10343505920,2080,257033
27-03 21:55:48,25,0.250,74.750,0,0,0,4194304,1071,377,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:49,25.313,0,74.687,0,0,0,3727360,1212,1593,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:50,25.250,0,74.750,0,0,0,4194304,111,377,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:51,25.126,0,74.874,0,0,0,4210688,231,377,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:52,25,0.250,74.750,0,0,0,4194304,281,960,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:53,25.628,0,74.372,0,0,0,4198400,500,1205,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:54,25.313,0,74.687,0,0,0,18870272,522,565,6631731200,4367179776,392761344,10343510016,2080,257033
27-03 21:55:55,25,0.250,74.750,0,0,0,4194304,701,960,6631727104,4367179776,392761344,10343514112,2080,257033
27-03 21:55:56,25,0.250,74.500,0.250,0,0,4218880,1275,377,6631727104,4367179776,392761344,10343514112,2080,257033
27-03 21:55:57,25.250,0,74.750,0,0,0,4194304,1011,377,6631727104,4367179776,392761344,10343514112,2080,257033
27-03 21:55:58,25,0.250,74.750,0,0,0,4194304,641,960,6631727104,4367179776,392761344,10343514112,2080,257033
27-03 21:55:59,25.063,0.251,74.687,0,0,0,3723264,1386,523,6631727104,4367179776,392761344,10343514112,2080,257033
27-03 21:56:00,25.187,0.249,74.564,0,0,0,4194304,531,377,6631723008,4367179776,392761344,10343518208,2080,257033
27-03 21:56:01,25.500,0,74.500,0,0,0,4255744,1221,1447,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:02,25.250,0,74.750,0,0,0,4194304,531,377,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:03,25.063,0.251,74.687,0,0,0,4194304,591,377,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:04,25.063,0,74.937,0,0,0,4313088,632,1148,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:05,29.073,1.253,69.674,0,0,0,3670016,751,7865,6631587840,4367306752,392769536,10343518208,2080,257033
27-03 21:56:06,25.063,0,74.687,0.251,0,0,4210688,171,377,6631587840,4367306752,392769536,10343518208,2080,257033
27-03 21:56:07,25,0.250,74.750,0,0,0,4194304,401,960,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:08,25.436,0.499,74.065,0,0,0,4198400,1244,1205,6631714816,4367179776,392769536,10343518208,2080,257033
27-03 21:56:09,25.250,0.250,74.500,0,0,0,4214784,1002,523,6631829504,4367065088,392769536,10343518208,2080,257033
27-03 21:56:10,25.313,0,74.687,0,0,0,3702784,1061,960,6631710720,4367179776,392769536,10343522304,2080,257033
27-03 21:56:11,25.063,0,74.687,0.251,0,0,4243456,591,377,6631706624,4367179776,392773632,10343522304,2080,257033
27-03 21:56:12,25.250,0,74.750,0,0,0,4194304,531,377,6631702528,4367179776,392773632,10343526400,2080,257033
27-03 21:56:13,25,0.250,74.750,0,0,0,4194304,527,1798,6631702528,4367179776,392773632,10343526400,2080,257033
27-03 21:56:14,25.313,0,74.687,0,0,0,4222976,882,523,6631702528,4367179776,392773632,10343526400,2080,257033
27-03 21:56:15,25.063,0,74.937,0,0,0,3670016,591,377,6631702528,4367179776,392773632,10343526400,2080,257033
27-03 21:56:16,25.250,0,74.750,0,0,0,4206592,641,960,6631694336,4367179776,392781824,10343526400,2080,257033
27-03 21:56:17,27.182,0.748,72.070,0,0,0,4231168,171,377,6632456192,4366417920,392781824,10343526400,2080,257033
27-03 21:56:18,25.250,0,74.750,0,0,0,4194304,111,377,6632456192,4366417920,392781824,10343526400,2080,257033
27-03 21:56:19,25.126,0,74.874,0,0,0,4247552,1472,1106,6632456192,4366417920,392781824,10343526400,2080,257033
