"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_65536_2_run.csv",,,,"Date:","06 Apr 2020 09:54:49 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 09:54:49,4.389,0.633,94.690,0.288,0,4332608.757,1578589.956,0,0,1160515584,10769584128,333008896,4181696512,2176,78992
06-04 09:54:50,3.807,3.299,92.893,0,0,0,8192,1104564,1547166,1161011200,10769080320,333008896,4181766144,2176,78994
06-04 09:54:51,4.749,4.485,90.765,0,0,0,0,1249352,1751237,1161011200,10769080320,333008896,4181766144,2176,78994
06-04 09:54:52,7.474,3.866,88.660,0,0,0,0,1262524,1770597,1161011200,10769080320,333008896,4181766144,2176,78994
06-04 09:54:53,7.474,4.897,87.629,0,0,0,1961984,1347317,1889049,1161158656,10768932864,333008896,4181766144,2176,78994
06-04 09:54:54,3.937,4.462,87.402,4.199,0,0,620756992,1521291,2133997,1160859648,10769227776,333012992,4181766144,2176,78994
06-04 09:54:55,3.627,2.850,93.264,0.259,0,0,290816,1210629,1698498,1161093120,10768973824,333025280,4181766144,2176,78994
06-04 09:54:56,4.337,3.061,92.602,0,0,0,0,1264106,1772821,1161093120,10768973824,333025280,4181766144,2176,78994
06-04 09:54:57,1.279,0.767,97.954,0,0,0,0,1527235,2141315,1161093120,10768973824,333025280,4181766144,2176,78994
06-04 09:54:58,2.771,1.259,95.970,0,0,0,0,1971854,2765943,1161093120,10768973824,333025280,4181766144,2176,78994
06-04 09:54:59,3.947,2.632,93.421,0,0,0,0,1453468,2038077,1161093120,10768973824,333025280,4181766144,2176,78994
