"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_65536_1_run.csv",,,,"Date:","06 Apr 2020 10:16:52 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 10:16:52,4.388,0.633,94.691,0.288,0,4331762.016,1578542.214,0,0,340918272,12735434752,334675968,3065483264,1280,76839
06-04 10:16:53,0.752,52.882,46.366,0,0,0,0,1281,982,715452416,12360884224,334675968,3434745856,1280,76843
06-04 10:16:54,1.253,64.912,33.835,0,0,0,0,480,0,1110253568,11965984768,334675968,3822948352,1280,76843
06-04 10:16:55,1.003,65.163,33.835,0,0,0,0,138,0,1504006144,11570528256,334675968,4210085888,1280,76843
06-04 10:16:56,1.259,64.987,33.753,0,0,0,0,120,0,1896726528,11176071168,334675968,4596084736,1280,76843
06-04 10:16:57,1.008,64.987,34.005,0,0,0,65536,170,107,2289995776,10781065216,334675968,4982833152,1280,76843
06-04 10:16:58,0.752,65.664,33.333,0.251,0,0,90112,540,0,2684223488,10385092608,334684160,5371179008,1280,76843
06-04 10:16:59,1,65.500,33.500,0,0,0,0,420,0,3081277440,9986301952,334684160,5761810432,1280,76843
06-04 10:17:00,0.752,65.664,33.584,0,0,0,0,900,0,3478061056,9587765248,334684160,6151983104,1280,76843
06-04 10:17:01,6.484,46.883,46.384,0.249,0,3747840,0,420,0,3718283264,9342857216,334684160,6390546432,1312,76846
06-04 10:17:02,16.203,16.962,66.835,0,0,0,4096,809,977,3719426048,9341714432,334684160,6391681024,1312,76846
06-04 10:17:03,16.162,16.667,66.919,0.253,0,0,61440,0,0,3719426048,9341714432,334684160,6391681024,1312,76846
06-04 10:17:04,16.792,17.293,65.915,0,0,0,16384,384,0,3719417856,9341714432,334692352,6391681024,1312,76846
06-04 10:17:05,16.837,15.561,67.602,0,0,0,0,420,0,3719413760,9341714432,334692352,6391685120,1312,76846
06-04 10:17:06,17.199,20.393,62.408,0,0,0,36864,480,0,3719217152,9341911040,334692352,6391685120,1344,76846
06-04 10:17:07,15.842,18.812,65.099,0.248,0,0,8192,777,146,3719286784,9341841408,334692352,6391685120,1344,76846
06-04 10:17:08,15.365,18.136,66.499,0,0,0,0,60,0,3719286784,9341841408,334692352,6391685120,1344,76846
06-04 10:17:09,16.919,16.414,66.667,0,0,0,53248,60,0,3719286784,9341841408,334692352,6391685120,1344,76846
06-04 10:17:10,16.216,18.673,64.865,0.246,0,0,20480,180,0,3719278592,9341841408,334700544,6391685120,1344,76846
06-04 10:17:11,13.317,22.760,63.923,0,0,0,0,120,0,3719278592,9341841408,334700544,6391685120,1344,76846
06-04 10:17:12,16.203,16.962,66.835,0,0,0,0,239,107,3719278592,9341841408,334700544,6391685120,1344,76846
