"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/BASELINE_65536_5_run.csv",,,,"Date:","06 Apr 2020 12:57:36 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 12:57:36,4.417,0.633,94.662,0.287,0,4326797.630,1615623.061,0,0,340279296,13727465472,31461376,2439307264,1248,28444
06-04 12:57:37,0.505,51.263,48.232,0,0,36864,0,1461,1128,705138688,13362348032,31461376,2800156672,1280,28448
06-04 12:57:38,0.758,65.909,33.333,0,0,0,0,480,0,1103462400,12964024320,31461376,3191640064,1280,28448
06-04 12:57:39,1.005,65.829,33.166,0,0,0,0,540,0,1501405184,12565671936,31461376,3582836736,1280,28448
06-04 12:57:40,1.504,65.664,32.832,0,0,0,4096,269,828,1899094016,12166262784,31461376,3974021120,1280,28448
06-04 12:57:41,1.005,65.578,33.417,0,0,0,69632,384,0,2295803904,11767836672,31469568,4363972608,1280,28448
06-04 12:57:42,0.998,65.835,32.918,0.249,0,0,94208,0,146,2692341760,11369570304,31477760,4754087936,1280,28448
06-04 12:57:43,0.251,66.416,33.333,0,0,0,0,471,42,3088474112,10971652096,31477760,5143236608,1280,28448
06-04 12:57:44,2.506,66.165,31.328,0,0,0,36864,0,0,3480145920,10578292736,31477760,5527920640,1248,28448
06-04 12:57:45,7.268,45.865,46.867,0,0,311296,0,60,0,3717357568,10339860480,31477760,5761589248,1248,28448
06-04 12:57:46,15.038,18.546,66.416,0,0,0,57344,0,0,3717992448,10339225600,31485952,5762310144,1248,28448
06-04 12:57:47,16.667,16.667,66.414,0.253,0,0,16384,60,107,3717976064,10339225600,31494144,5762318336,1248,28448
06-04 12:57:48,16.753,15.206,68.041,0,0,0,0,960,42,3717976064,10339225600,31494144,5762318336,1248,28448
06-04 12:57:49,17.368,13.158,69.474,0,0,0,0,1470,90,3717976064,10339225600,31494144,5762318336,1248,28448
06-04 12:57:50,15.212,18.703,66.085,0,0,0,0,1320,0,3717976064,10339225600,31494144,5762318336,1248,28448
06-04 12:57:51,15.829,17.839,66.080,0.251,0,0,20480,900,0,3717976064,10339225600,31502336,5762310144,1248,28448
06-04 12:57:52,17.692,14.359,67.692,0.256,0,0,20480,840,146,3718086656,10339098624,31510528,5762318336,1248,28448
06-04 12:57:53,14.937,18.228,66.835,0,0,0,0,1995,0,3718082560,10339098624,31510528,5762322432,1248,28448
06-04 12:57:54,15.423,18.657,65.920,0,0,0,0,840,0,3718082560,10339098624,31510528,5762322432,1248,28448
06-04 12:57:55,16.584,19.802,63.614,0,0,0,40960,1229,828,3719278592,10337902592,31510528,5762322432,1248,28448
06-04 12:57:56,16.459,17.706,65.835,0,0,0,0,678,0,3719098368,10338082816,31510528,5762322432,1248,28448
06-04 12:57:57,16.495,15.464,67.784,0.258,0,0,77824,951,146,3719090176,10338082816,31526912,5762314240,1248,28448
06-04 12:57:58,16.368,15.857,67.775,0,0,0,0,60,0,3719081984,10338082816,31526912,5762322432,1248,28448
06-04 12:57:59,15.762,15.762,68.475,0,0,0,0,392,0,3719081984,10338082816,31526912,5762322432,1248,28448
06-04 12:58:00,17.359,18.093,64.548,0,0,0,0,420,0,3719077888,10338082816,31526912,5762326528,1248,28448
06-04 12:58:01,15.136,19.355,65.509,0,0,0,0,900,0,3719077888,10338082816,31526912,5762326528,1248,28448
06-04 12:58:02,15,18.750,66,0.250,0,0,12288,1191,146,3719077888,10338082816,31535104,5762318336,1248,28448
06-04 12:58:03,16.040,17.544,66.165,0.251,0,0,16384,480,0,3719057408,10338082816,31543296,5762330624,1248,28448
06-04 12:58:04,18.362,11.663,69.975,0,0,0,0,208,212,3820097536,10144432128,31543296,5944836096,1248,28448
06-04 12:58:05,21.574,5.076,59.898,13.452,0,16384,589139968,384,0,4032958464,9712107520,31559680,6370873344,1248,28448
06-04 12:58:06,22.613,5.528,66.834,5.025,0,28672,831217664,0,0,4248977408,9276518400,31588352,6797234176,1280,28450
06-04 12:58:07,22.306,3.258,74.436,0,0,0,28672,839,146,4456845312,8857899008,31596544,7206830080,1280,28450
06-04 12:58:08,21.696,3.990,74.314,0,0,0,0,840,0,4672589824,8422547456,31596544,7632908288,1280,28450
06-04 12:58:09,22.306,3.008,74.436,0.251,0,0,462848,960,42,4888956928,7986688000,31604736,8058818560,1280,28451
06-04 12:58:10,22.306,3.509,74.185,0,0,0,122880,1109,828,5104885760,7551463424,31604736,8484782080,1280,28451
06-04 12:58:11,22.362,5.025,66.583,6.030,0,24576,775979008,480,0,5314056192,7129763840,31629312,8897433600,1280,28451
06-04 12:58:12,22.111,3.015,74.874,0,0,0,40960,805,188,5528985600,6696824832,31637504,9320534016,1280,28451
06-04 12:58:13,21.696,3.741,74.564,0,0,0,0,60,0,5744799744,6261489664,31637504,9746554880,1280,28451
06-04 12:58:14,23.737,4.293,69.444,2.525,0,8192,319893504,0,0,5903253504,5892280320,31653888,10103541760,1312,28452
06-04 12:58:15,23.058,4.762,69.925,2.256,0,8192,333856768,410,3585,5905346560,5671182336,31662080,10316591104,1312,28452
06-04 12:58:16,21.106,5.528,68.342,5.025,0,12288,636796928,60,0,5908643840,5466005504,31674368,10512994304,1312,28452
06-04 12:58:17,21.772,4.810,68.608,4.810,0,20480,622133248,504,146,5911322624,5244362752,31703040,10725986304,1312,28452
06-04 12:58:18,21.859,4.020,72.864,1.256,0,8192,190328832,385,0,5914116096,5027016704,31719424,10934624256,1312,28452
06-04 12:58:19,19.298,5.514,71.178,4.010,0,8192,653266944,540,0,5916864512,4842635264,31727616,11111333888,1312,28452
06-04 12:58:20,21.554,3.759,74.687,0,0,0,4194304,420,0,5919461376,4629475328,31727616,11316178944,1312,28453
06-04 12:58:21,22.111,4.271,70.101,3.518,0,4096,391077888,900,0,5922713600,4407578624,31731712,11529019392,1312,28453
06-04 12:58:22,21.945,4.489,71.072,2.494,0,0,330092544,779,146,5925158912,4186185728,31739904,11741958144,1312,28453
06-04 12:58:23,21.429,5.357,64.541,8.673,0,24576,1146052608,540,42,5927682048,3981312000,31764480,11938816000,1312,28453
06-04 12:58:24,22,3.500,74.500,0,0,0,4296704,0,0,5930651648,3759517696,31772672,12151787520,1312,28453
06-04 12:58:25,22.670,4.030,71.033,2.267,0,8192,322965504,389,828,5933223936,3543977984,31780864,12358930432,1344,28453
06-04 12:58:26,22,4.250,71.250,2.500,0,0,334614528,618,0,5935136768,3323359232,31780864,12571680768,1344,28453
06-04 12:58:27,19.747,5.063,71.139,4.051,0,8192,641990656,869,107,5937373184,3135598592,31797248,12752154624,1344,28453
06-04 12:58:28,22.556,3.008,74.436,0,0,0,3670016,420,0,5940121600,2922426368,31797248,12956848128,1344,28453
06-04 12:58:29,20.101,8.040,64.573,7.286,0,20480,1141592064,384,0,5942890496,2726014976,31825920,13145214976,1344,28453
06-04 12:58:30,21.859,3.769,74.372,0,0,0,4194304,60,0,5945511936,2504347648,31825920,13358231552,1344,28454
06-04 12:58:31,22.613,3.266,72.111,2.010,0,8192,257826816,60,0,5948170240,2291204096,31834112,13563154432,1344,28454
06-04 12:58:32,21.750,5.250,69,4,0,0,563126272,0,146,5950894080,2069585920,31842304,13776019456,1344,28454
06-04 12:58:33,21.357,4.271,71.859,2.513,0,8192,323059712,411,0,5954211840,1853235200,31858688,13983305728,1344,28454
06-04 12:58:34,20.151,7.053,64.987,7.809,0,24576,1004875776,840,0,5956878336,1648218112,31883264,14180134912,1344,28454
06-04 12:58:35,22.362,3.266,73.367,1.005,0,4096,134873088,960,0,5959155712,1429344256,31887360,14390714368,1344,28455
06-04 12:58:36,21.446,4.239,74.314,0,0,0,3710976,900,0,5962891264,1206775808,31887360,14603743232,1344,28457
06-04 12:58:37,22.166,5.038,67.758,5.038,0,4096,695123968,710,107,5964808192,994390016,31899648,14808477696,1344,28457
06-04 12:58:38,21.446,4.239,74.065,0.249,0,0,37748736,900,0,5967044608,772976640,31903744,15021617152,1344,28457
06-04 12:58:39,21.266,4.304,68.861,5.570,0,12288,694534144,960,0,5969956864,576311296,31920128,15210078208,1344,28457
06-04 12:58:40,22.222,5.051,67.424,5.303,0,20480,729788416,1020,828,5972951040,354246656,31944704,15423221760,1344,28457
06-04 12:58:41,22.306,3.258,74.436,0,0,0,3674112,384,0,5976813568,230514688,31944704,15537664000,1344,28442
06-04 12:58:42,21.053,6.516,67.419,5.013,0,4096,695500800,149,149,5979660288,214765568,31948800,15547568128,1344,28442
06-04 12:58:43,22.444,3.491,73.815,0.249,0,0,4227072,60,0,5982220288,200744960,31956992,15556145152,1344,27930
06-04 12:58:44,22.864,5.528,69.849,1.759,0,1277952,323092480,0,0,5984849920,205586432,31973376,15546773504,1344,27930
06-04 12:58:45,20.655,8.060,63.224,8.060,0,20480,1124732928,480,0,5987454976,222900224,31997952,15526825984,1344,27426
06-04 12:58:46,24,1.500,74.500,0,0,0,4222976,635,208,5989621760,215166976,31997952,15531274240,1344,27426
06-04 12:58:47,24.874,0.503,74.623,0,0,0,3670016,1225,146,5992857600,212246528,31997952,15531151360,1344,27426
06-04 12:58:48,24.311,1.003,74.687,0,0,86016,4259840,840,0,5995573248,209453056,32006144,15531220992,1344,27426
06-04 12:58:49,24.250,1.250,74.500,0,0,0,4304896,900,0,5997576192,207421440,32014336,15531241472,1344,27426
06-04 12:58:50,24.311,1.504,72.682,1.504,0,4096,201293824,420,0,6000115712,204881920,32018432,15531237376,1344,27426
06-04 12:58:51,25,0.750,74.250,0,0,0,4194304,180,84,6003023872,201961472,32018432,15531249664,1344,27426
06-04 12:58:52,24.623,0.503,74.874,0,0,0,3670016,89,107,6005690368,199294976,32018432,15531249664,1344,27426
06-04 12:58:53,24.439,1.247,74.314,0,0,0,4194304,384,0,6008610816,196374528,32018432,15531249664,1344,27426
06-04 12:58:54,24.311,1.003,74.687,0,0,0,4235264,0,0,6011269120,193708032,32026624,15531249664,1344,27426
06-04 12:58:55,25.436,0.499,74.065,0,0,0,4198400,389,828,6013935616,191041536,32026624,15531249664,1344,27426
06-04 12:58:56,24.561,0.501,74.937,0,0,0,4194304,198,0,6016856064,188121088,32026624,15531249664,1344,27426
06-04 12:58:57,24.750,0.750,74.500,0,0,0,3702784,719,107,6019649536,185327616,32034816,15531241472,1344,27426
