"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/wikipedia_OIS_10_3_run.csv",,,,"Date:","12 Apr 2020 23:49:05 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
12-04 23:49:05,4.275,0.609,94.749,0.367,0,4002877.556,1650707.993,0,0,290734080,4750577664,426450944,10854072320,1312,38050
12-04 23:49:06,0.501,7.268,92.231,0,0,0,131072,4991,2183,396718080,4643926016,426450944,10960097280,1280,38052
12-04 23:49:07,1.511,64.736,33.753,0,0,0,0,420,0,804773888,4234248192,426450944,11360583680,1280,38052
12-04 23:49:08,0.754,65.578,33.668,0,0,0,0,480,0,1211883520,3825254400,426450944,11760476160,1280,38052
12-04 23:49:09,0.756,65.491,33.753,0,0,0,1056768,420,0,1617715200,3417669632,426450944,12159381504,1280,38052
12-04 23:49:10,1.269,67.513,16.244,14.975,0,32768,803749888,179,107,2013405184,3020013568,426491904,12550983680,1280,38052
12-04 23:49:11,1.003,67.168,28.571,3.258,0,16384,481718272,60,0,2404958208,2626707456,426508288,12936261632,1280,38052
12-04 23:49:12,2.785,65.570,31.646,0,0,0,40960,809,779,2798804992,2231107584,426508288,13322141696,1280,38052
12-04 23:49:13,1.003,65.664,33.333,0,0,0,0,540,0,3191177216,1837113344,426508288,13708521472,1280,38052
12-04 23:49:14,1.253,65.414,33.333,0,0,0,0,960,0,3580772352,1445765120,426508288,14092251136,1280,38052
12-04 23:49:15,10.804,29.899,59.296,0,0,0,49152,649,188,3667075072,1359036416,426508288,14177181696,1280,38052
12-04 23:49:16,16,17.750,66,0.250,0,0,57344,804,0,3667070976,1359036416,426512384,14177181696,1280,38052
12-04 23:49:17,16.751,16.244,67.005,0,0,0,0,420,0,3667070976,1359036416,426512384,14177181696,1280,38052
12-04 23:49:18,16.667,16.414,66.919,0,0,0,0,480,0,3667070976,1359036416,426512384,14177181696,1280,38052
12-04 23:49:19,14.536,19.298,66.165,0,0,0,0,840,0,3667070976,1359036416,426512384,14177181696,1280,38052
12-04 23:49:20,16.583,17.085,66.332,0,0,0,20480,589,146,3667070976,1359036416,426512384,14177181696,1280,38052
12-04 23:49:21,16.327,16.327,67.347,0,0,0,0,420,0,3667197952,1358909440,426512384,14177181696,1280,38052
12-04 23:49:22,16.209,18.204,65.337,0.249,0,0,20480,213,167,3667570688,1358528512,426520576,14177181696,1280,38052
12-04 23:49:23,13.827,20.741,65.432,0,0,0,0,420,0,3667570688,1358528512,426520576,14177181696,1280,38052
12-04 23:49:24,16.296,18.519,65.185,0,0,0,0,618,0,3667570688,1358528512,426520576,14177181696,1280,38052
12-04 23:49:25,15.829,17.588,66.583,0,0,0,0,480,188,3667570688,1358528512,426520576,14177181696,1280,38052
12-04 23:49:26,15.869,17.380,66.751,0,0,0,12288,60,0,3667570688,1358528512,426520576,14177181696,1280,38052
12-04 23:49:27,17.544,16.541,65.664,0.251,0,0,20480,269,779,3667562496,1358528512,426524672,14177185792,1280,38052
12-04 23:49:28,14.787,18.797,66.416,0,0,0,0,444,0,3667562496,1358528512,426524672,14177185792,1280,38052
12-04 23:49:29,17.481,14.653,67.866,0,0,0,0,0,0,3667558400,1358528512,426524672,14177189888,1280,38052
12-04 23:49:30,15.869,17.380,66.751,0,0,0,0,419,146,3667558400,1358528512,426524672,14177189888,1280,38052
12-04 23:49:31,16.750,17.250,66,0,0,0,0,570,90,3667558400,1358528512,426524672,14177189888,1280,38053
12-04 23:49:32,14.963,19.202,65.586,0.249,0,0,45056,540,0,3667550208,1358528512,426532864,14177189888,1280,38053
12-04 23:49:33,16.080,17.588,66.332,0,0,0,0,899,0,3667546112,1358528512,426532864,14177193984,1280,38053
12-04 23:49:34,21.750,4.500,73.750,0,0,0,0,543,420,3792531456,1114972160,426532864,14408691712,1280,38053
12-04 23:49:35,25.377,0,74.623,0,0,0,61440,60,146,3802193920,1105297408,426532864,14412349440,1312,38055
