"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_5_run.csv",,,,"Date:","06 Apr 2020 21:42:36 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 21:42:36,4.438,0.632,94.643,0.287,0,4307660.569,1632899.660,0,0,339148800,13756416000,26726400,2430152704,1248,25431
06-04 21:42:37,3.759,51.880,44.361,0,0,307200,36864,1252,982,712781824,13382156288,26726400,2799026176,1248,25435
06-04 21:42:38,1.253,65.414,33.333,0,0,0,0,0,146,1112809472,12982128640,26726400,3192324096,1248,25435
06-04 21:42:39,0.752,65.664,33.584,0,0,0,0,480,0,1511096320,12583837696,26726400,3583954944,1248,25435
06-04 21:42:40,0.501,66.165,33.333,0,0,0,0,744,0,1909440512,12184543232,26726400,3976388608,1248,25435
06-04 21:42:41,1.003,65.915,33.083,0,0,0,77824,480,0,2311458816,11780640768,26734592,4371558400,1248,25435
06-04 21:42:42,1.010,65.404,33.333,0.253,0,0,94208,0,0,2712924160,11377373184,26742784,4766265344,1248,25435
06-04 21:42:43,0.504,66.247,33.249,0,0,0,0,60,107,3114278912,10974248960,26742784,5161029632,1248,25435
06-04 21:42:44,1.005,65.578,33.417,0,0,0,0,110,0,3515731968,10571108352,26742784,5555662848,1248,25435
06-04 21:42:45,8.189,41.935,49.876,0,0,90112,0,60,0,3716521984,10369245184,26742784,5753106432,1248,25435
06-04 21:42:46,15.482,17.513,67.005,0,0,0,0,0,0,3716771840,10368991232,26742784,5753311232,1248,25435
06-04 21:42:47,15.347,18.812,65.594,0.248,0,0,12288,60,0,3716763648,10368991232,26750976,5753311232,1248,25435
06-04 21:42:48,15.672,18.657,65.672,0,0,0,16384,0,107,3716755456,10368991232,26759168,5753311232,1248,25435
06-04 21:42:49,15.539,18.296,66.165,0,0,0,0,230,42,3716755456,10368991232,26759168,5753311232,1248,25435
06-04 21:42:50,16.625,17.128,66.247,0,0,0,4096,269,828,3716755456,10368991232,26759168,5753311232,1248,25435
06-04 21:42:51,15.327,18.342,66.080,0.251,0,0,8192,120,0,3716755456,10368991232,26759168,5753311232,1248,25435
06-04 21:42:52,14.963,19.202,65.835,0,0,0,28672,384,0,3716747264,10368991232,26767360,5753311232,1248,25435
