"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_4_run.csv",,,,"Date:","06 Apr 2020 21:02:28 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 21:02:28,4.432,0.632,94.649,0.287,0,4308956.209,1629720.096,0,0,339058688,13613101056,98893824,2498498560,1280,25401
06-04 21:02:29,1.256,52.764,45.980,0,0,307200,1331200,1394,1089,715476992,13236240384,98897920,2870456320,1280,25405
06-04 21:02:30,0.500,66,33.500,0,0,0,0,120,0,1112911872,12838805504,98897920,3261120512,1280,25405
06-04 21:02:31,1.504,64.912,33.584,0,0,0,0,480,0,1509203968,12442513408,98897920,3650666496,1280,25405
06-04 21:02:32,0.501,66.165,33.333,0,0,0,0,480,0,1905831936,12044754944,98897920,4040445952,1280,25405
06-04 21:02:33,0.752,66.165,33.083,0,0,0,0,540,0,2305347584,11643535360,98897920,4433543168,1280,25405
06-04 21:02:34,1.247,65.586,32.918,0.249,0,0,278528,907,935,2703540224,11243458560,98910208,4824989696,1280,25405
06-04 21:02:35,1.768,65.152,33.081,0,0,0,0,540,0,3107094528,10838167552,98910208,5215232000,1280,25411
06-04 21:02:36,1.768,65.909,32.323,0,0,0,36864,480,0,3498213376,10445328384,98910208,5606039552,1280,25405
06-04 21:02:37,7.750,44,48.250,0,0,274432,0,60,0,3716956160,10225479680,98910208,5821087744,1280,25405
06-04 21:02:38,15.711,18.204,66.085,0,0,0,0,420,0,3717464064,10224971776,98910208,5821616128,1280,25405
06-04 21:02:39,16.244,16.497,67.259,0,0,0,61440,882,188,3717464064,10224971776,98914304,5821612032,1280,25405
06-04 21:02:40,15.829,17.839,66.080,0.251,0,0,16384,420,0,3717451776,10224971776,98918400,5821620224,1280,25405
06-04 21:02:41,15.920,18.159,65.920,0,0,0,0,384,0,3717451776,10224971776,98918400,5821620224,1280,25405
06-04 21:02:42,15.250,18.500,66.250,0,0,0,0,420,0,3717451776,10224971776,98918400,5821620224,1280,25405
06-04 21:02:43,15.174,19.154,65.423,0.249,0,0,8192,480,0,3717451776,10224971776,98918400,5821620224,1280,25405
06-04 21:02:44,14.286,19.298,66.416,0,0,0,12288,1186,146,3717451776,10224971776,98922496,5821616128,1280,25405
06-04 21:02:45,15.500,18.250,66,0.250,0,0,20480,812,0,3717439488,10224971776,98930688,5821620224,1280,25405
06-04 21:02:46,15.578,17.839,66.332,0.251,0,0,1232896,420,0,3717439488,10224971776,98930688,5821620224,1280,25405
06-04 21:02:47,16.291,17.544,66.165,0,0,0,0,60,0,3717439488,10224971776,98930688,5821620224,1280,25405
06-04 21:02:48,14.824,18.593,66.583,0,0,0,0,420,0,3717439488,10224971776,98930688,5821620224,1280,25405
06-04 21:02:49,15.250,19.250,65.500,0,0,0,16384,1074,974,3717439488,10224971776,98934784,5821616128,1280,25405
06-04 21:02:50,14.721,18.020,67.005,0.254,0,0,16384,420,0,3717423104,10224971776,98942976,5821624320,1280,25405
06-04 21:02:51,15.385,18.859,65.757,0,0,0,0,60,0,3717423104,10224971776,98942976,5821624320,1280,25405
06-04 21:02:52,14.787,19.048,66.165,0,0,0,0,60,0,3717419008,10224971776,98942976,5821628416,1280,25405
06-04 21:02:53,15,18.750,66.250,0,0,0,0,954,90,3717419008,10224971776,98942976,5821628416,1280,25405
06-04 21:02:54,16.209,17.706,66.085,0,0,0,28672,659,107,3717419008,10224971776,98951168,5821620224,1280,25405
06-04 21:02:55,15.113,18.136,66.499,0.252,0,0,16384,540,0,3717402624,10224971776,98959360,5821628416,1280,25405
06-04 21:02:56,17.794,11.028,71.178,0,0,0,0,826,212,3842211840,9983447040,98959360,6051106816,1280,25405
06-04 21:02:57,22,4.250,72.250,1.500,0,4096,234881024,900,0,4052361216,9556619264,98963456,6471122944,1280,25405
