"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_3_run.csv",,,,"Date:","06 Apr 2020 20:22:19 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 20:22:19,4.425,0.632,94.656,0.287,0,4310196.810,1626531.210,0,0,338685952,13674745856,91885568,2442559488,1280,25579
06-04 20:22:20,1.759,50.251,47.990,0,0,307200,0,951,982,709472256,13303635968,91885568,2807353344,1280,25583
06-04 20:22:21,0.998,65.337,33.666,0,0,0,0,480,0,1113309184,12899799040,91885568,3204108288,1280,25583
06-04 20:22:22,1,65.500,33.500,0,0,0,0,420,0,1516163072,12496945152,91885568,3600146432,1280,25583
06-04 20:22:23,1.010,65.152,33.838,0,0,0,0,629,149,1917890560,12093775872,91885568,3994824704,1280,25583
06-04 20:22:24,0.250,66,33.750,0,0,0,0,420,0,2318725120,11691139072,91885568,4388823040,1280,25583
06-04 20:22:25,1.005,65.075,33.668,0.251,0,0,151552,618,0,2717908992,11290173440,91897856,4781178880,1280,25583
06-04 20:22:26,1.508,64.824,33.668,0,0,0,0,420,0,3117084672,10889244672,91897856,5173374976,1280,25583
06-04 20:22:27,1.263,64.646,34.091,0,0,0,1368064,120,0,3513704448,10490937344,91897856,5563543552,1280,25583
06-04 20:22:28,7.769,43.108,49.123,0,0,135168,0,914,107,3717189632,10286346240,91897856,5764870144,1280,25583
06-04 20:22:29,16.040,17.544,66.416,0,0,0,0,1020,0,3717697536,10285838336,91897856,5765455872,1280,25583
06-04 20:22:30,15.648,19.560,64.792,0,0,0,0,840,0,3717697536,10285838336,91897856,5765455872,1280,25583
06-04 20:22:31,14.963,18.953,65.835,0.249,0,0,16384,871,0,3717562368,10285965312,91906048,5765455872,1280,25583
06-04 20:22:32,15.327,18.342,66.332,0,0,0,49152,389,828,3717554176,10285965312,91914240,5765455872,1280,25583
06-04 20:22:33,17.557,17.812,64.631,0,0,0,36864,349,188,3717656576,10285830144,91914240,5765488640,1280,25583
06-04 20:22:34,19.133,13.265,67.347,0.255,0,0,8192,480,0,3717808128,10285711360,91914240,5765455872,1280,25583
06-04 20:22:35,15.844,15.584,68.571,0,0,0,0,480,0,3717808128,10285711360,91914240,5765455872,1280,25583
06-04 20:22:36,16.058,19.465,64.234,0.243,0,0,20480,840,0,3717799936,10285711360,91922432,5765455872,1280,25583
06-04 20:22:37,13.614,20.792,65.594,0,0,0,61440,480,0,3717791744,10285711360,91930624,5765455872,1280,25583
06-04 20:22:38,16.459,17.706,65.835,0,0,0,0,509,107,3717791744,10285711360,91930624,5765455872,1280,25583
06-04 20:22:39,15.075,18.342,66.583,0,0,0,0,60,0,3717791744,10285711360,91930624,5765455872,1280,25583
