"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_1_run.csv",,,,"Date:","06 Apr 2020 19:02:02 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
06-04 19:02:02,4.412,0.632,94.669,0.287,0,4312689.797,1620144.705,0,0,338059264,13617582080,76763136,2506944512,1280,28318
06-04 19:02:03,1.737,52.854,45.409,0,0,0,0,1049,1128,718344192,13237288960,76763136,2881474560,1312,28322
06-04 19:02:04,0.998,66.085,32.918,0,0,0,0,324,0,1119969280,12835663872,76763136,3276029952,1312,28322
06-04 19:02:05,0.756,65.743,33.501,0,0,0,0,60,0,1520467968,12434395136,76763136,3670151168,1312,28322
06-04 19:02:06,0.754,65.829,33.417,0,0,0,0,0,0,1920491520,12032667648,76763136,4063141888,1312,28322
06-04 19:02:07,1.005,65.578,33.417,0,0,0,65536,60,0,2319781888,11631575040,76771328,4455698432,1312,28322
06-04 19:02:08,1.508,65.075,33.417,0,0,0,94208,411,146,2719027200,11230609408,76779520,4848193536,1312,28322
06-04 19:02:09,0.500,66.250,33.250,0,0,0,0,180,0,3117838336,10830024704,76779520,5240528896,1312,28322
06-04 19:02:10,0.758,65.657,33.586,0,0,0,0,120,0,3516366848,10429710336,76779520,5632196608,1312,28322
06-04 19:02:11,9.250,41,49.750,0,0,0,0,120,0,3716608000,10228584448,76779520,5828923392,1312,28322
06-04 19:02:12,16.459,17.456,66.085,0,0,0,0,0,0,3716861952,10228330496,76779520,5829390336,1312,28322
06-04 19:02:13,16.584,20.050,62.871,0.495,0,0,114688,389,1016,3718115328,10227060736,76795904,5829390336,1312,28322
06-04 19:02:14,15.539,18.045,66.416,0,0,0,0,0,0,3718115328,10227060736,76795904,5829390336,1312,28322
06-04 19:02:15,16,19.500,64.500,0,0,0,0,350,3571,3717480448,10227679232,76795904,5829390336,1312,28322
06-04 19:02:16,14.713,19.202,66.085,0,0,0,12288,324,0,3717480448,10227679232,76795904,5829390336,1312,28322
06-04 19:02:17,15.539,18.296,65.915,0.251,0,0,8192,60,0,3717480448,10227679232,76795904,5829390336,1312,28322
06-04 19:02:18,16.291,17.544,66.165,0,0,0,45056,0,146,3717472256,10227679232,76808192,5829386240,1312,28322
06-04 19:02:19,15.750,18,66.250,0,0,0,0,60,0,3717468160,10227679232,76808192,5829390336,1312,28322
06-04 19:02:20,13.433,20.647,65.920,0,0,0,0,60,0,3717468160,10227679232,76808192,5829390336,1312,28322
06-04 19:02:21,15.250,18.500,66.250,0,0,0,0,120,0,3717468160,10227679232,76808192,5829390336,1312,28322
06-04 19:02:22,14.286,19.298,66.416,0,0,0,0,60,0,3717468160,10227679232,76808192,5829390336,1312,28322
06-04 19:02:23,15.288,18.546,65.915,0.251,0,0,28672,60,146,3717455872,10227679232,76824576,5829386240,1312,28322
06-04 19:02:24,14.888,19.355,65.757,0,0,0,0,0,0,3717455872,10227679232,76824576,5829386240,1312,28322
06-04 19:02:25,16.203,16.962,66.835,0,0,0,0,198,0,3717447680,10227679232,76824576,5829394432,1312,28322
06-04 19:02:26,16.332,17.085,66.583,0,0,0,102400,0,0,3717443584,10227679232,76824576,5829398528,1312,28322
06-04 19:02:27,15.347,19.307,65.347,0,0,0,0,451,0,3717443584,10227679232,76824576,5829398528,1312,28322
06-04 19:02:28,15.500,19,65.250,0.250,0,0,20480,713,974,3717443584,10227679232,76832768,5829390336,1312,28322
06-04 19:02:29,15.990,17.005,67.005,0,0,0,28672,240,0,3717431296,10227679232,76836864,5829398528,1312,28322
06-04 19:02:30,20.250,10.750,69,0,0,0,36864,268,212,3843018752,9983868928,76836864,6061314048,1280,28322
06-04 19:02:31,22.055,4.010,65.414,8.521,0,4096,235843584,60,0,4056444928,9551118336,76840960,6487158784,1280,28322
06-04 19:02:32,22.475,6.566,61.616,9.343,0,40960,1332469760,0,0,4271874048,9116110848,76881920,6913593344,1280,28324
06-04 19:02:33,22.388,3.483,73.881,0.249,0,0,462848,60,146,4488056832,8680505344,76890112,7339479040,1280,28324
06-04 19:02:34,21.805,3.759,74.436,0,0,0,77824,0,0,4704227328,8244899840,76898304,7765467136,1280,28324
06-04 19:02:35,22.556,3.008,74.436,0,0,0,0,540,42,4920614912,7809167360,76898304,8191492096,1280,28325
06-04 19:02:36,22.693,2.993,74.314,0,0,0,0,420,0,5136728064,7373688832,76898304,8617517056,1280,28325
06-04 19:02:37,22.807,3.258,71.930,2.005,0,8192,255852544,480,0,5352910848,6937956352,76906496,9043415040,1280,28325
06-04 19:02:38,22.250,4,71.500,2.250,0,8192,272781312,0,146,5568811008,6502510592,76922880,9469632512,1280,28325
06-04 19:02:39,22.475,3.283,72.475,1.768,0,8192,224931840,178,0,5785096192,6067032064,76939264,9895374848,1280,28325
06-04 19:02:40,22.055,4.261,71.679,2.005,0,12288,288358400,324,0,5901254656,5731520512,76951552,10219732992,1280,28326
06-04 19:02:41,22.139,4.478,71.393,1.990,0,4096,266698752,60,0,5904003072,5509980160,76955648,10432610304,1280,28326
