"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_16384_4_run.csv",,,,"Date:","22 Mar 2020 13:45:47 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
22-03 13:45:47,4.150,0.674,94.954,0.222,0,5313898.359,1457494.803,0,0,1130819584,13929955328,301961216,1138552832,2016,73146
22-03 13:45:48,2.475,51.238,46.287,0,0,0,0,1562,1942,1495928832,13564837888,301961216,1497792512,2016,73150
22-03 13:45:49,1.005,64.824,34.171,0,0,0,0,531,377,1894866944,13165899776,301961216,1889918976,2016,73150
22-03 13:45:50,1.256,65.075,33.668,0,0,0,0,591,377,2298036224,12762730496,301961216,2285846528,2016,73150
22-03 13:45:51,1.253,65.664,33.083,0,0,0,4096,1361,2421,2698063872,12362702848,301961216,2678927360,2016,73150
22-03 13:45:52,1.759,64.573,33.668,0,0,0,0,591,377,3100262400,11960504320,301961216,3074240512,2016,73150
22-03 13:45:53,1.515,64.899,33.333,0.253,0,0,167936,951,377,3500941312,11559817216,301969408,3467980800,2016,73150
22-03 13:45:54,0.506,65.570,33.924,0,0,0,0,1181,960,3899248640,11161509888,301969408,3859652608,2016,73150
22-03 13:45:55,1.493,65.174,33.333,0,0,0,0,1011,377,4294578176,10766180352,301969408,4248363008,2016,73150
22-03 13:45:56,8.978,45.387,45.636,0,0,0,36864,761,484,4509057024,10551697408,301969408,4460142592,2016,73150
22-03 13:45:57,14.392,20.099,65.509,0,0,0,0,545,960,4509945856,10550808576,301969408,4461002752,2016,73150
22-03 13:45:58,15.750,18.250,65.750,0.250,0,0,45056,171,377,4509945856,10550808576,301969408,4461002752,2016,73150
22-03 13:45:59,17.839,15.578,66.583,0,0,0,0,111,377,4509945856,10550808576,301969408,4461002752,2016,73150
22-03 13:46:00,18.454,21.446,60.100,0,0,0,0,921,8469,4510580736,10550173696,301969408,4461002752,2048,73174
22-03 13:46:01,16.364,15.065,68.571,0,0,0,86016,634,523,4510580736,10550173696,301969408,4461002752,2048,73174
22-03 13:46:02,15.686,19.853,64.216,0.245,0,0,8192,3396,3711,4510601216,10550140928,301969408,4461015040,2048,73178
22-03 13:46:03,13.716,20.698,65.586,0,0,0,700416,641,960,4510601216,10550140928,301969408,4461015040,2048,73178
22-03 13:46:04,15.556,19.259,65.185,0,0,0,16384,591,377,4510597120,10550140928,301973504,4461015040,2048,73178
22-03 13:46:05,15.931,19.363,64.706,0,0,0,0,531,377,4510597120,10550140928,301973504,4461015040,2048,73178
22-03 13:46:06,16.584,18.317,64.851,0.248,0,0,49152,1272,2003,4510597120,10550140928,301977600,4461010944,2048,73177
22-03 13:46:07,17.436,14.872,67.692,0,0,0,0,651,461,4510560256,10550173696,301977600,4461015040,2048,73177
22-03 13:46:08,16.837,15.816,67.347,0,0,0,0,495,377,4510560256,10550173696,301977600,4461015040,2048,73177
22-03 13:46:09,17.048,16.031,66.921,0,0,0,12288,185,583,4510552064,10550173696,301985792,4461015040,2048,73175
22-03 13:46:10,15.174,19.403,65.423,0,0,0,0,171,377,4510556160,10550173696,301985792,4461010944,2048,73175
22-03 13:46:11,16.751,16.244,67.005,0,0,0,57344,221,484,4510556160,10550173696,301985792,4461010944,2048,73175
