"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_4_run.csv",,,,"Date:","21 Mar 2020 03:48:42 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
21-03 03:48:42,4.100,0.682,94.993,0.226,0,5437137.215,1467276.181,0,0,1126420480,12972552192,25882624,2413993984,2080,25997
21-03 03:48:43,2.010,54.271,43.719,0,0,307200,0,1082,1942,1516167168,12582440960,25882624,2798616576,2080,26003
21-03 03:48:44,1.250,65,33.750,0,0,0,0,171,523,1913909248,12184698880,25882624,3189161984,2080,26003
21-03 03:48:45,1.504,64.912,33.584,0,0,0,811008,1214,377,2309820416,11788787712,25882624,3578355712,2080,27936
21-03 03:48:46,0.756,65.491,33.753,0,0,0,0,701,960,2708975616,11389628416,25882624,3970592768,2080,27936
21-03 03:48:47,1.259,64.987,33.753,0,0,0,69632,591,377,3102281728,10996314112,25890816,4356964352,2080,27936
21-03 03:48:48,1.496,64.838,33.416,0.249,0,0,86016,711,377,3500273664,10598313984,25899008,4748115968,2080,27936
21-03 03:48:49,1.750,65,33.250,0,0,0,4096,1119,1895,3897524224,10201063424,25899008,5138980864,2080,27936
21-03 03:48:50,1.259,65.239,33.501,0,0,0,0,651,377,4294000640,9804587008,25899008,5528829952,2080,27936
21-03 03:48:51,7.018,44.361,48.622,0,0,286720,0,111,377,4504670208,9593233408,25899008,5736546304,2080,27938
21-03 03:48:52,15.960,17.955,66.085,0,0,0,0,801,1447,4505305088,9592582144,25899008,5737082880,2080,27938
21-03 03:48:53,15.960,18.204,65.586,0.249,0,0,49152,531,377,4505288704,9592582144,25915392,5737082880,2080,27938
21-03 03:48:54,16.244,16.751,67.005,0,0,0,0,591,523,4505284608,9592582144,25915392,5737086976,2080,27938
21-03 03:48:55,15.517,19.458,65.025,0,0,0,0,911,960,4505284608,9592582144,25915392,5737086976,2080,27938
21-03 03:48:56,16.749,18.227,65.025,0,0,0,0,171,377,4505284608,9592582144,25915392,5737086976,2080,27938
21-03 03:48:57,16.625,16.877,66.247,0.252,0,0,8192,855,377,4505284608,9592582144,25915392,5737086976,2080,27938
21-03 03:48:58,17.822,19.307,62.871,0,0,0,16384,1121,960,4504952832,9592905728,25923584,5737086976,2080,27952
21-03 03:48:59,16.915,18.905,64.179,0,0,0,12288,1531,8064,4504887296,9592963072,25931776,5737086976,2080,27968
21-03 03:49:00,14.568,20.494,64.938,0,0,0,0,1002,377,4504887296,9592963072,25931776,5737086976,2080,27968
21-03 03:49:01,15.672,18.657,65.672,0,0,0,0,839,960,4504887296,9592963072,25931776,5737086976,2080,27968
21-03 03:49:02,14.461,21.569,63.971,0,0,0,0,651,377,4512641024,9585209344,25931776,5737086976,2080,27974
21-03 03:49:03,17.037,18.765,63.951,0.247,0,0,49152,531,377,4505133056,9592709120,25939968,5737086976,2080,27968
21-03 03:49:04,19.231,15.128,65.641,0,0,0,106496,650,2382,4505821184,9592020992,25948160,5737078784,2112,27968
21-03 03:49:05,15.816,17.092,67.092,0,0,0,0,221,377,4505628672,9592201216,25948160,5737091072,2112,27968
21-03 03:49:06,13.936,21.516,64.548,0,0,0,0,171,377,4505628672,9592201216,25948160,5737091072,2112,27968
21-03 03:49:07,12.935,21.393,65.672,0,0,0,0,281,960,4505628672,9592201216,25948160,5737091072,2112,27968
21-03 03:49:08,14.778,20.197,64.778,0.246,0,0,12288,1071,377,4505620480,9592201216,25956352,5737091072,2112,27968
21-03 03:49:09,16.195,15.938,67.866,0,0,0,12288,1686,523,4505620480,9592201216,25964544,5737082880,2112,27968
21-03 03:49:10,18.228,11.392,68.608,1.772,0,0,44040192,1389,1214,4598763520,9414819840,25964544,5903208448,2112,27968
21-03 03:49:11,21.717,4.545,58.838,14.899,0,8192,283115520,111,377,4810113024,8985976832,25972736,6325334016,2112,27968
21-03 03:49:12,22.111,6.784,53.769,17.337,0,32768,1085120512,171,377,5019426816,8563253248,26009600,6739599360,2112,27970
21-03 03:49:13,21.750,4,74,0.250,0,0,462848,1872,2894,5237510144,8124473344,26013696,7168495616,2112,27973
21-03 03:49:14,22.306,3.258,74.436,0,0,0,86016,269,484,5453017088,7689629696,26021888,7593889792,2112,27973
21-03 03:49:15,22.306,3.258,74.436,0,0,0,0,651,461,5667827712,7256817664,26021888,8017403904,2112,27974
21-03 03:49:16,22.556,3.008,71.930,2.506,0,0,43253760,876,1447,5883637760,6821466112,26021888,8443314176,2112,27972
21-03 03:49:17,22.901,3.817,61.069,12.214,0,49152,740724736,531,377,6100152320,6385557504,26071040,8869253120,2112,27972
21-03 03:49:18,22,3.750,74.250,0,0,0,102400,831,545,6316363776,5949984768,26079232,9295306752,2112,27972
21-03 03:49:19,22.306,3.759,73.935,0,0,0,61440,910,1895,6531760128,5515014144,26087424,9721237504,2112,27972
21-03 03:49:20,22.306,3.759,60.150,13.784,0,8192,223780864,1169,377,6689886208,5137629184,26095616,10086436864,2112,27973
21-03 03:49:21,18.844,5.025,62.563,13.568,0,12288,610131968,975,377,6692691968,4958072832,26107904,10258534400,2112,27973
21-03 03:49:22,21.970,4.798,68.182,5.051,0,28672,675282944,1241,960,6695321600,4736307200,26136576,10471583744,2112,27973
21-03 03:49:23,22.195,3.741,73.815,0.249,0,0,4317184,591,377,6698258432,4514533376,26144768,10684489728,2112,27973
21-03 03:49:24,20.101,4.523,73.367,2.010,0,4096,337018880,680,484,6701092864,4317962240,26148864,10873032704,2112,27973
21-03 03:49:25,19.949,6.061,69.949,4.040,0,20480,650678272,221,960,6703714304,4121612288,26177536,11061411840,2112,27972
21-03 03:49:26,22.250,4.500,69.750,3.500,0,8192,343932928,171,377,6706565120,3905667072,26185728,11268849664,2112,27973
21-03 03:49:27,21.465,4.545,71.717,2.273,0,4096,344219648,591,377,6708940800,3687034880,26189824,11479257088,2112,27973
21-03 03:49:28,21.945,6.484,57.357,14.214,0,20480,982859776,861,1447,6711492608,3465588736,26218496,11692183552,2112,27973
