"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_16_4_run.csv",,,,"Date:","20 Mar 2020 11:23:17 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
20-03 11:23:17,3.926,0.681,95.167,0.226,0,5497130.760,1458533.895,0,0,1121878016,14616711168,295366656,484904960,2080,64632
20-03 11:23:18,2.743,51.122,46.135,0,0,0,0,1541,1466,1487216640,14251364352,295366656,844677120,2080,64636
20-03 11:23:19,0.506,65.823,33.671,0,0,0,0,111,377,1886527488,13852053504,295366656,1237196800,2080,64636
20-03 11:23:20,3.518,65.075,31.407,0,0,0,40960,550,1788,2283876352,13454704640,295366656,1627951104,2080,64636
20-03 11:23:21,1.005,65.327,33.668,0,0,0,0,435,377,2691702784,13046878208,295366656,2027831296,2080,64636
20-03 11:23:22,1.008,65.239,33.753,0,0,0,0,171,377,3096018944,12642562048,295366656,2425155584,2080,64636
20-03 11:23:23,1.005,65.327,33.417,0.251,0,0,294912,310,1067,3499499520,12239073280,295374848,2821939200,2080,64636
20-03 11:23:24,1.256,65.075,33.668,0,0,0,0,171,377,3902504960,11836067840,295374848,3217780736,2080,64636
20-03 11:23:25,0.750,65.750,33.500,0,0,0,0,111,377,4304785408,11433787392,295374848,3613605888,2080,64636
20-03 11:23:26,7.769,42.105,50.125,0,0,0,0,381,1447,4500549632,11238023168,295374848,3806953472,2080,64636
20-03 11:23:27,16.459,18.204,65.337,0,0,0,544768,111,377,4501057536,11237515264,295374848,3807350784,2080,64636
20-03 11:23:28,15.578,18.090,66.080,0.251,0,0,49152,573,523,4501045248,11237515264,295391232,3807346688,2080,64636
20-03 11:23:29,15.633,18.610,65.757,0,0,0,0,701,960,4501037056,11237515264,295391232,3807354880,2080,64636
20-03 11:23:30,16.071,16.837,67.092,0,0,0,0,711,377,4501037056,11237515264,295391232,3807354880,2080,64636
20-03 11:23:31,15.062,19.753,65.185,0,0,0,0,729,377,4501037056,11237515264,295391232,3807354880,2080,64636
20-03 11:23:32,17.085,16.583,66.080,0.251,0,0,8192,341,960,4501037056,11237515264,295391232,3807354880,2080,64636
20-03 11:23:33,15.500,18.500,66,0,0,0,36864,644,568,4501028864,11237515264,295403520,3807350784,2080,64636
20-03 11:23:34,14.861,18.640,66.499,0,0,0,0,1071,377,4501024768,11237515264,295403520,3807354880,2080,64636
20-03 11:23:35,15.672,18.905,65.423,0,0,0,4096,1390,1788,4501024768,11237515264,295403520,3807354880,2080,64636
20-03 11:23:36,15.443,17.722,66.835,0,0,0,0,1011,377,4501024768,11237515264,295403520,3807354880,2080,64636
20-03 11:23:37,16.541,17.293,66.165,0,0,0,0,111,377,4501024768,11237515264,295403520,3807354880,2080,64636
20-03 11:23:38,15.960,17.955,65.835,0.249,0,0,49152,801,1554,4501016576,11237515264,295419904,3807346688,2080,64636
20-03 11:23:39,15.113,18.388,66.499,0,0,0,0,111,377,4501008384,11237515264,295419904,3807354880,2080,64636
20-03 11:23:40,15.881,18.610,65.509,0,0,0,0,171,377,4501131264,11237388288,295419904,3807358976,2080,64636
20-03 11:23:41,15.920,18.657,65.423,0,0,0,0,221,960,4501131264,11237388288,295419904,3807358976,2080,64636
20-03 11:23:42,15.657,17.677,66.667,0,0,0,0,591,377,4501131264,11237388288,295419904,3807358976,2080,64636
