"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_16_1_run.csv",,,,"Date:","20 Mar 2020 09:37:59 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
20-03 09:37:59,3.912,0.681,95.181,0.226,0,5503856.171,1460257.013,0,0,1124827136,14629834752,283791360,480759808,2144,64661
20-03 09:38:00,2.525,55.303,42.172,0,0,0,4096,1721,2167,1519779840,14234685440,283791360,870006784,2176,64665
20-03 09:38:01,1.250,65.250,33.500,0,0,0,0,779,960,1912442880,13842022400,283791360,1255280640,2176,64665
20-03 09:38:02,1.003,65.664,33.333,0,0,0,0,171,377,2303094784,13451370496,283791360,1639825408,2176,64665
20-03 09:38:03,0.503,66.332,33.166,0,0,0,0,620,484,2695065600,13059395584,283791360,2025902080,2176,64665
20-03 09:38:04,0.758,66.162,33.081,0,0,0,1216512,861,1447,3089297408,12665163776,283791360,2413305856,2176,64665
20-03 09:38:05,1.253,65.664,33.083,0,0,0,94208,1011,377,3483553792,12270903296,283795456,2800631808,2176,64665
20-03 09:38:06,0.501,66.165,33.333,0,0,0,0,711,377,3877814272,11876642816,283795456,3188502528,2176,64665
20-03 09:38:07,1.508,65.327,33.166,0,0,0,0,761,960,4271947776,11482509312,283795456,3576160256,2176,64665
20-03 09:38:08,7.711,45.274,46.766,0.249,0,258048,0,320,484,4502835200,11251539968,283795456,3802808320,2176,64667
20-03 09:38:09,16.049,18.765,65.185,0,0,0,0,435,377,4503597056,11250778112,283795456,3803594752,2176,64667
20-03 09:38:10,15.136,19.355,65.509,0,0,0,86016,281,960,4503592960,11250778112,283799552,3803594752,2176,64667
20-03 09:38:11,15.648,19.804,64.548,0,0,0,0,591,377,4503592960,11250778112,283799552,3803594752,2176,64667
20-03 09:38:12,17.391,14.834,67.775,0,0,0,0,1131,377,4503592960,11250778112,283799552,3803594752,2176,64667
20-03 09:38:13,17.207,16.958,65.835,0,0,0,0,2052,1067,4503592960,11250778112,283799552,3803594752,2176,64667
20-03 09:38:14,13.625,21.898,64.234,0.243,0,0,8192,1071,377,4503592960,11250778112,283799552,3803594752,2176,64667
20-03 09:38:15,19.708,20.681,59.367,0.243,0,0,98304,800,1185,4504825856,11249504256,283807744,3803627520,2176,64667
20-03 09:38:16,15.829,18.090,66.080,0,0,0,0,381,1447,4504854528,11249508352,283807744,3803594752,2176,64667
20-03 09:38:17,17.010,14.948,68.041,0,0,0,0,111,377,4504854528,11249508352,283807744,3803594752,2176,64667
