"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_64_3_run.csv",,,,"Date:","20 Mar 2020 13:43:40 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
20-03 13:43:40,3.945,0.681,95.148,0.226,0,5488198.340,1456250.322,0,0,1124610048,14542684160,307404800,542384128,2048,65894
20-03 13:43:41,2.250,52,45.750,0,0,0,4096,3902,4704,1498705920,14168571904,307404800,911089664,2048,65901
20-03 13:43:42,1.253,65.163,33.584,0,0,0,0,651,377,1897652224,13769625600,307404800,1303093248,2048,65901
20-03 13:43:43,1.005,65.578,33.417,0,0,0,0,641,484,2297245696,13370032128,307404800,1695891456,2048,65901
20-03 13:43:44,0.501,65.915,33.584,0,0,0,0,516,1447,2696290304,12970995712,307404800,2087997440,2048,65899
20-03 13:43:45,1.496,65.087,33.416,0,0,0,94208,675,377,3095080960,12572200960,307408896,2479915008,2048,65899
20-03 13:43:46,1.253,65.414,33.083,0.251,0,0,94208,411,545,3491819520,12175458304,307412992,2869891072,2048,65899
20-03 13:43:47,0.500,66,33.500,0,0,0,0,1061,960,3884752896,11782524928,307412992,3256053760,2048,65899
20-03 13:43:48,0.752,65.664,33.584,0,0,0,0,1121,484,4282007552,11385270272,307412992,3646521344,2048,65899
20-03 13:43:49,6.733,45.885,47.382,0,0,0,0,951,377,4501872640,11165401088,307412992,3864014848,2048,65899
20-03 13:43:50,16.710,15.167,68.123,0,0,0,151552,281,960,4502761472,11164512256,307412992,3864834048,2048,65899
20-03 13:43:51,16.418,17.910,65.672,0,0,0,0,111,377,4502761472,11164512256,307412992,3864834048,2048,65899
20-03 13:43:52,17.518,18.248,63.990,0.243,0,0,16384,231,377,4502753280,11164512256,307421184,3864834048,2048,65899
20-03 13:43:53,16.291,17.544,66.165,0,0,0,16384,640,1106,4502753280,11164512256,307421184,3864834048,2048,65898
20-03 13:43:54,15.633,19.107,65.261,0,0,0,40960,231,377,4502753280,11164512256,307421184,3864834048,2048,65898
20-03 13:43:55,17.574,19.802,62.376,0.248,0,0,45056,591,377,4503453696,11163779072,307421184,3864866816,2080,65898
20-03 13:43:56,14.815,20.494,64.691,0,0,0,4096,1130,2275,4503388160,11163877376,307421184,3864834048,2080,65898
20-03 13:43:57,17.327,17.822,64.604,0.248,0,0,53248,915,377,4506152960,11161108480,307425280,3864834048,2080,65907
20-03 13:43:58,18.859,19.355,61.787,0,0,0,0,840,7992,4503257088,11164004352,307425280,3864834048,2080,65924
20-03 13:43:59,15.909,17.424,66.667,0,0,0,102400,553,960,4503257088,11164004352,307425280,3864834048,2080,65924
20-03 13:44:00,15.504,16.279,68.217,0,0,0,0,171,377,4503257088,11164004352,307425280,3864834048,2080,65924
20-03 13:44:01,14.392,19.851,65.757,0,0,0,0,339,467,4503257088,11164004352,307425280,3864834048,2080,65924
20-03 13:44:02,14.914,20.538,64.548,0,0,0,0,701,960,4503257088,11164004352,307425280,3864834048,2080,65924
20-03 13:44:03,15.681,16.452,67.609,0.257,0,0,16384,620,484,4503244800,11164004352,307433472,3864838144,2080,65924
20-03 13:44:04,15.522,17.048,67.430,0,0,0,0,591,377,4503244800,11164004352,307433472,3864838144,2080,65924
20-03 13:44:05,16.877,16.877,66.247,0,0,0,3502080,221,960,4503232512,11164016640,307433472,3864838144,2080,65924
20-03 13:44:06,15.920,18.408,65.672,0,0,0,0,231,419,4503232512,11164016640,307433472,3864838144,2080,65924
20-03 13:44:07,16,17.750,66.250,0,0,0,0,201,467,4503232512,11164016640,307433472,3864838144,2080,65924
20-03 13:44:08,14.428,13.433,72.139,0,0,0,45056,21826,513301,4526284800,11127193600,307437568,3892928512,2080,65924
20-03 13:44:09,14.758,0.509,82.952,1.781,0,0,46878720,266100,5983055,4526243840,11127226368,307445760,3892928512,2080,65924
20-03 13:44:10,14.861,0.504,84.635,0,0,0,77824,261312,5948423,4526362624,11127099392,307445760,3893035008,2080,65925
20-03 13:44:11,17.250,0.250,82.500,0,0,0,4096,273724,6131652,4526350336,11127099392,307445760,3893047296,2080,65925
20-03 13:44:12,16.584,0.248,83.168,0,0,0,0,266670,6069635,4526350336,11127099392,307445760,3893047296,2080,65925
20-03 13:44:13,19.298,0,80.702,0,0,0,45056,335567,7472338,4526338048,11127099392,307453952,3893051392,2080,65925
20-03 13:44:14,18.045,0.251,81.454,0.251,0,0,405504,320196,7135152,4526333952,11127099392,307458048,3893051392,2080,65925
20-03 13:44:15,19.250,0.250,80.500,0,0,0,4096,334817,7454915,4526333952,11127099392,307458048,3893051392,2080,65925
20-03 13:44:16,19.451,0.249,80.299,0,0,0,0,335835,7489402,4526333952,11127099392,307458048,3893051392,2080,65925
20-03 13:44:17,18.342,0.251,81.407,0,0,0,0,322323,7187245,4526333952,11127099392,307458048,3893051392,2080,65925
20-03 13:44:18,17.128,0.252,82.620,0,0,0,12288,308254,6883449,4526333952,11127099392,307458048,3893051392,2080,65925
