"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_4096_3_run.csv",,,,"Date:","20 Mar 2020 21:57:37 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
20-03 21:57:37,4.030,0.681,95.064,0.225,0,5457009.603,1449400.108,0,0,1125744640,14182572032,344641536,856010752,2016,69420
20-03 21:57:38,2.005,52.130,45.865,0,0,0,0,1392,1359,1502240768,13806067712,344641536,1227034624,2016,69424
20-03 21:57:39,0.756,65.743,33.501,0,0,0,0,811,1067,1899167744,13409140736,344641536,1617485824,2016,69424
20-03 21:57:40,0.754,66.080,33.166,0,0,0,0,531,377,2296602624,13011705856,344641536,2008035328,2016,69424
20-03 21:57:41,1,65.750,33.250,0,0,0,0,171,377,2697592832,12610715648,344641536,2402734080,2016,69424
20-03 21:57:42,0.746,65.920,33.333,0,0,0,0,221,960,3099484160,12208824320,344641536,2797150208,2016,69424
20-03 21:57:43,0.501,66.165,33.083,0.251,0,0,143360,171,377,3499499520,11808808960,344641536,3190853632,2016,69424
20-03 21:57:44,0.761,65.228,34.010,0,0,0,0,710,526,3899731968,11408572416,344641536,3584405504,2016,69424
20-03 21:57:45,1.508,65.327,33.166,0,0,0,2871296,1025,960,4299755520,11008548864,344641536,3977490432,2016,69424
20-03 21:57:46,7.789,42.462,49.749,0,0,0,0,1011,377,4503502848,10804801536,344641536,4177936384,2016,69424
20-03 21:57:47,18.136,17.884,63.980,0,0,0,36864,711,377,4504305664,10804031488,344641536,4178423808,2048,69424
20-03 21:57:48,15.288,18.797,65.915,0,0,0,0,1130,2275,4504514560,10803785728,344641536,4178456576,2048,69424
20-03 21:57:49,15.099,19.802,64.851,0.248,0,0,114688,770,484,4504629248,10803658752,344649728,4178456576,2048,69424
20-03 21:57:50,17.048,15.776,67.176,0,0,0,0,531,377,4504629248,10803658752,344649728,4178456576,2048,69424
20-03 21:57:51,16.624,15.857,67.519,0,0,0,0,701,960,4504629248,10803658752,344649728,4178456576,2048,69424
20-03 21:57:52,17.337,16.332,66.080,0.251,0,0,8192,111,377,4504629248,10803658752,344649728,4178456576,2048,69424
20-03 21:57:53,15.271,19.458,65.271,0,0,0,0,171,377,4504629248,10803658752,344649728,4178456576,2048,69424
20-03 21:57:54,15.539,18.546,65.915,0,0,0,12288,820,1067,4504625152,10803658752,344653824,4178456576,2048,69424
20-03 21:57:55,16.958,17.207,65.586,0.249,0,0,16384,651,377,4504621056,10803658752,344657920,4178456576,2048,69424
20-03 21:57:56,13.466,20.698,65.835,0,0,0,0,1011,377,4504621056,10803658752,344657920,4178456576,2048,69424
20-03 21:57:57,16.381,19.071,64.548,0,0,0,0,1025,960,4504621056,10803658752,344657920,4178456576,2048,69424
20-03 21:57:58,16.462,19.656,63.882,0,0,0,573440,531,377,4505673728,10802606080,344657920,4178456576,2048,69424
20-03 21:57:59,19.647,17.380,62.972,0,0,0,45056,861,7992,4504489984,10803785728,344662016,4178456576,2048,69450
20-03 21:58:00,14.706,20.588,64.706,0,0,0,0,321,1447,4504481792,10803785728,344662016,4178464768,2048,69450
20-03 21:58:01,16.543,18.025,65.185,0.247,0,0,45056,309,377,4504481792,10803785728,344662016,4178464768,2048,69450
20-03 21:58:02,17.179,15.128,67.692,0,0,0,0,111,377,4504481792,10803785728,344662016,4178464768,2048,69450
20-03 21:58:03,13.759,21.622,64.619,0,0,0,0,281,960,4504481792,10803785728,344662016,4178464768,2048,69450
20-03 21:58:04,16.337,18.564,65.099,0,0,0,36864,919,1312,4504481792,10803785728,344662016,4178464768,2048,69450
20-03 21:58:05,17.618,12.903,69.479,0,0,0,0,799,589,4595150848,10629287936,344666112,4342370304,2048,69450
20-03 21:58:06,22.250,3.250,74.250,0.250,0,0,20480,1061,960,4802134016,10208808960,344670208,4756365312,2048,69450
20-03 21:58:07,21.805,3.509,74.687,0,0,0,36864,1011,377,5015973888,9778036736,344670208,5178175488,2048,69452
20-03 21:58:08,22.055,3.258,74.687,0,0,0,0,951,377,5232001024,9342304256,344670208,5604470784,2048,69452
20-03 21:58:09,22.807,3.008,66.917,7.268,0,0,99311616,1449,1317,5398384640,9008500736,344670208,5929971712,2048,69452
20-03 21:58:10,25.126,0,74.874,0,0,0,0,171,377,5403332608,9003548672,344670208,5932171264,2048,69452
20-03 21:58:11,25.187,0.249,74.314,0.249,0,0,413696,231,377,5408542720,8998326272,344674304,5934514176,2048,69452
20-03 21:58:12,25.063,0,74.937,0,0,0,0,321,1447,5413605376,8993247232,344674304,5936791552,2048,69452
20-03 21:58:13,25.250,0.250,74.500,0,0,0,0,171,377,5418430464,8988422144,344674304,5939085312,2048,69452
20-03 21:58:14,25.063,0.251,74.687,0,0,0,12288,329,526,5423505408,8983343104,344674304,5941583872,2048,69452
20-03 21:58:15,25,0.250,74.750,0,0,0,0,761,960,5428584448,8978247680,344674304,5943767040,2048,69452
20-03 21:58:16,25.187,0.249,74.314,0.249,0,0,45056,1011,377,5433655296,8973168640,344682496,5946068992,2048,69452
20-03 21:58:17,28.180,0.249,71.571,0,0,0,36864,1011,377,5438980096,8967811072,344682496,5948411904,2048,69452
20-03 21:58:18,25,0.250,74.750,0,0,0,0,701,960,5443686400,8963121152,344682496,5950865408,2048,69452
20-03 21:58:19,25.441,0,74.559,0,0,0,20480,589,1312,5414498304,8992309248,344682496,5953048576,2048,69451
20-03 21:58:20,25.250,0,74.750,0,0,0,0,171,377,5416751104,8990048256,344682496,5955432448,2048,69451
20-03 21:58:21,25.373,0.249,74.129,0.249,0,0,163840,605,960,5419028480,8987746304,344690688,5957750784,2048,69451
20-03 21:58:22,25.063,0,74.937,0,0,0,0,111,377,5421441024,8985333760,344690688,5960269824,2048,69451
20-03 21:58:23,25.250,0,74.750,0,0,0,0,317,728,5423599616,8983175168,344690688,5962477568,2048,69451
20-03 21:58:24,19.192,0,80.808,0,0,0,0,60844,1491193,5424107520,8982667264,344690688,5962936320,2048,69451
20-03 21:58:25,19.950,0.249,79.800,0,0,0,0,92418,2251312,5424107520,8982667264,344690688,5962936320,2048,69451
20-03 21:58:26,22.141,0,77.859,0,0,0,0,89486,2199654,5424103424,8982667264,344690688,5962940416,2048,69451
20-03 21:58:27,20.896,0.249,78.607,0.249,0,0,28672,94484,2347278,5424099328,8982667264,344698880,5962936320,2048,69451
20-03 21:58:28,22.444,0,77.556,0,0,0,0,109743,2545829,5424095232,8982667264,344698880,5962940416,2048,69451
20-03 21:58:29,21.271,0.244,78.484,0,0,0,0,87783,2216932,5424095232,8982667264,344698880,5962940416,2048,69451
20-03 21:58:30,20.305,0.254,79.442,0,0,0,0,106748,2485806,5424091136,8982667264,344698880,5962944512,2048,69451
20-03 21:58:31,20.690,0.493,78.818,0,0,0,0,89151,2234141,5424091136,8982667264,344698880,5962944512,2048,69451
20-03 21:58:32,21.376,0,78.624,0,0,0,0,88272,2208167,5424091136,8982667264,344698880,5962944512,2048,69451
20-03 21:58:33,19.598,0,80.151,0.251,0,0,12288,89039,2225921,5424087040,8982667264,344702976,5962944512,2048,69451
20-03 21:58:34,21.481,0,78.272,0.247,0,0,458752,91546,2252537,5424087040,8982667264,344702976,5962944512,2048,69451
20-03 21:58:35,19.598,0.251,80.151,0,0,0,0,91515,2251457,5424087040,8982667264,344702976,5962944512,2048,69451
20-03 21:58:36,20.698,0.249,79.052,0,0,0,0,98718,2365081,5424087040,8982667264,344702976,5962944512,2048,69451
20-03 21:58:37,21.092,0.248,78.660,0,0,0,40960,89670,2242799,5424828416,8981778432,344702976,5963591680,2048,69453
20-03 21:58:38,20.854,0,79.146,0,0,0,0,94713,2372669,5424828416,8981778432,344702976,5963591680,2048,69453
20-03 21:58:39,22.693,0.249,76.808,0.249,0,0,118784,113050,2598467,5424820224,8981778432,344711168,5963591680,2048,69453
20-03 21:58:40,23.116,2.764,67.839,6.281,0,32768,904364032,113835,2615093,5424508928,8982040576,344743936,5963608064,2048,69453
20-03 21:58:41,20.896,0.249,78.856,0,0,0,0,93799,2329379,5424459776,8982040576,344743936,5963657216,2048,69453
20-03 21:58:42,21.516,0.244,78.240,0,0,0,0,89162,2260698,5424459776,8982040576,344743936,5963657216,2048,69453
20-03 21:58:43,21.805,0,78.195,0,0,0,0,103569,2493971,5424459776,8982040576,344743936,5963657216,2048,69453
20-03 21:58:44,20.301,0,79.699,0,0,0,12288,93238,2312341,5424459776,8982040576,344743936,5963657216,2048,69453
20-03 21:58:45,21.805,0,77.945,0.251,0,0,69632,106262,2468490,5424455680,8982040576,344743936,5963661312,2048,69453
20-03 21:58:46,20.449,0.249,79.302,0,0,0,0,94734,2329379,5424455680,8982040576,344743936,5963661312,2048,69453
20-03 21:58:47,23.892,0.493,75.616,0,0,0,65536,89238,2208167,5424246784,8982216704,344743936,5963694080,2048,69453
20-03 21:58:48,20.844,0,79.156,0,0,0,0,87501,2217895,5424197632,8982294528,344743936,5963665408,2048,69453
20-03 21:58:49,24.378,0.746,74.876,0,0,0,106496,106174,2503474,5425082368,8981405696,344748032,5963665408,2080,69453
20-03 21:58:50,20.449,0.249,79.302,0,0,0,8192,89203,2260115,5425082368,8981405696,344748032,5963665408,2080,69453
20-03 21:58:51,21.040,0,78.713,0.248,0,0,24576,90991,2295330,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:52,21.235,0.494,78.272,0,0,0,61440,85728,2173535,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:53,20.647,0,79.353,0,0,0,0,89937,2268773,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:54,21.144,0,78.856,0,0,0,12288,87661,2217515,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:55,20.698,0,79.302,0,0,0,0,88857,2251457,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:56,20.250,0.250,79.500,0,0,0,0,86343,2208022,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:57,20.988,0.247,78.519,0.247,0,0,24576,88619,2226211,5425074176,8981405696,344752128,5963669504,2080,69453
20-03 21:58:58,20.802,0.501,78.697,0,0,0,0,88536,2225483,5425487872,8980992000,344752128,5963669504,2080,69453
20-03 21:58:59,22.829,0.993,76.179,0,0,0,28672,96099,2337028,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:00,21.446,0,78.554,0,0,0,0,96438,2347765,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:01,20.948,0,79.052,0,0,0,0,90615,2303405,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:02,20.398,0.498,79.104,0,0,0,0,91737,2303405,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:03,20.896,0,78.856,0.249,0,0,12288,89642,2260698,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:04,20.647,0.249,79.104,0,0,0,32768,89860,2261050,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:05,20.647,0.249,79.104,0,0,0,0,89928,2260115,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:06,20.844,0.248,78.908,0,0,0,0,88079,2234724,5424816128,8981659648,344752128,5963673600,2080,69453
20-03 21:59:07,20.596,0.496,78.908,0,0,0,28672,90813,2286089,5424975872,8981499904,344752128,5963673600,2080,69453
20-03 21:59:08,21.500,0.250,78.250,0,0,0,45056,101748,2450591,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:09,20.500,0,79.500,0,0,0,12288,94912,2338727,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:10,20.551,0,79.449,0,0,0,0,91749,2320721,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:11,21.376,0.246,78.133,0.246,0,0,299008,88503,2251457,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:12,20.398,0.249,79.353,0,0,0,0,90420,2295817,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:13,20.449,0,79.302,0.249,0,0,24576,87897,2234141,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:14,20.844,0.248,78.908,0,0,0,0,89589,2268816,5424812032,8981659648,344756224,5963673600,2080,69453
20-03 21:59:15,21.040,0,78.960,0,0,0,12288,89849,2243527,5424807936,8981659648,344756224,5963677696,2080,69453
20-03 21:59:16,20.792,0.248,78.960,0,0,0,0,87648,2208167,5424807936,8981659648,344756224,5963677696,2080,69453
20-03 21:59:17,22.250,0.500,77.250,0,0,0,65536,88857,2234141,5424943104,8981487616,344756224,5963714560,2080,69459
20-03 21:59:18,20.896,0,78.856,0.249,0,0,12288,89159,2211147,5424828416,8981626880,344756224,5963689984,2080,69457
20-03 21:59:19,21.867,0,78.133,0,0,0,4096,87948,2217944,5424828416,8981626880,344756224,5963689984,2080,69457
20-03 21:59:20,20.352,0,79.648,0,0,0,0,83637,2138758,5424828416,8981626880,344756224,5963689984,2080,69457
20-03 21:59:21,20.250,0.250,79.500,0,0,0,0,87935,2217553,5424828416,8981626880,344756224,5963689984,2080,69455
20-03 21:59:22,20.647,0.249,79.104,0,0,0,0,86952,2208233,5424799744,8981659648,344756224,5963685888,2080,69454
20-03 21:59:23,20.698,0,79.052,0.249,0,0,110592,90096,2277665,5424791552,8981659648,344764416,5963685888,2080,69454
20-03 21:59:24,20.792,0.248,78.960,0,0,0,0,87078,2209199,5424787456,8981659648,344764416,5963689984,2080,69454
20-03 21:59:25,20.844,0.248,78.908,0,0,0,0,89202,2251602,5424787456,8981659648,344764416,5963689984,2080,69454
20-03 21:59:26,20.792,0.248,78.960,0,0,0,0,87651,2199509,5424787456,8981659648,344764416,5963689984,2080,69454
20-03 21:59:27,20.698,0.249,79.052,0,0,0,0,85937,2165460,5424787456,8981659648,344764416,5963689984,2080,69454
20-03 21:59:28,20.844,0.248,78.908,0,0,0,106496,90768,2277431,5424783360,8981659648,344768512,5963689984,2080,69454
20-03 21:59:29,20.596,0.248,78.908,0.248,0,0,12288,89429,2242945,5424783360,8981659648,344768512,5963689984,2080,69454
20-03 21:59:30,20.352,0,79.648,0,0,0,0,87491,2208605,5424783360,8981659648,344768512,5963689984,2080,69454
20-03 21:59:31,20.844,0,79.156,0,0,0,0,91697,2277576,5424783360,8981659648,344768512,5963689984,2080,69454
20-03 21:59:32,20.792,0.248,78.960,0,0,0,0,88998,2225483,5424783360,8981659648,344768512,5963689984,2080,69454
20-03 21:59:33,20.449,0.249,79.052,0.249,0,0,24576,89429,2252040,5424779264,8981659648,344772608,5963689984,2080,69453
20-03 21:59:34,20.698,0.249,79.052,0,0,0,40960,91651,2304340,5424779264,8981659648,344780800,5963681792,2080,69453
20-03 21:59:35,20.988,0.247,78.765,0,0,0,0,90711,2286089,5424766976,8981659648,344780800,5963694080,2080,69453
20-03 21:59:36,20.792,0.248,78.960,0,0,0,0,89478,2261185,5424766976,8981659648,344780800,5963694080,2080,69453
20-03 21:59:37,21.235,0.247,78.519,0,0,0,20480,90639,2286089,5424881664,8981544960,344780800,5963694080,2080,69453
20-03 21:59:38,20.896,0.249,78.856,0,0,0,45056,90207,2268773,5424762880,8981659648,344784896,5963694080,2080,69453
20-03 21:59:39,21.144,0,78.856,0,0,0,12288,88337,2217596,5424762880,8981659648,344784896,5963694080,2080,69453
20-03 21:59:40,20.500,0,79.500,0,0,0,0,87378,2216825,5424762880,8981659648,344784896,5963694080,2080,69453
20-03 21:59:41,21.182,0.246,78.571,0,0,0,0,89941,2294747,5424762880,8981659648,344784896,5963694080,2080,69453
20-03 21:59:42,20.896,0.249,78.856,0,0,0,20480,86119,2191434,5424758784,8981659648,344784896,5963698176,2080,69453
20-03 21:59:43,20.698,0,79.052,0.249,0,0,20480,88773,2251457,5424750592,8981659648,344793088,5963698176,2080,69453
20-03 21:59:44,20.596,0.248,79.156,0,0,0,12288,89033,2251645,5424750592,8981659648,344797184,5963694080,2080,69453
20-03 21:59:45,20.936,0.493,78.571,0,0,0,0,90846,2303988,5424742400,8981659648,344797184,5963702272,2080,69453
20-03 21:59:46,21.429,0,78.571,0,0,0,0,89273,2260115,5424742400,8981659648,344797184,5963702272,2080,69453
20-03 21:59:47,23.267,0,76.485,0.248,0,0,45056,90705,2286089,5434163200,8972238848,344797184,5963702272,2080,69460
20-03 21:59:48,20.500,0.250,79.250,0,0,0,69632,88260,2209237,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:49,20.647,0.249,78.856,0.249,0,0,98304,91272,2295721,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:50,20.352,0,79.648,0,0,0,0,90708,2277431,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:51,20.596,0.496,78.908,0,0,0,0,92090,2295330,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:52,20.647,0,79.353,0,0,0,0,90018,2285944,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:53,20.844,0.496,78.660,0,0,0,0,87168,2199654,5424742400,8981643264,344797184,5963702272,2080,69453
20-03 21:59:54,20.988,0.247,78.519,0.247,0,0,24576,88347,2226212,5424738304,8981643264,344801280,5963702272,2080,69453
20-03 21:59:55,20.948,0,79.052,0,0,0,0,92724,2320576,5424734208,8981643264,344801280,5963706368,2080,69453
20-03 21:59:56,20,0.250,79.750,0,0,0,0,92836,2277576,5424734208,8981643264,344801280,5963706368,2080,69453
20-03 21:59:57,20.596,0.248,79.156,0,0,0,0,89899,2260698,5424734208,8981643264,344801280,5963706368,2080,69453
20-03 21:59:58,22.444,0.249,77.307,0,0,0,0,101517,2459249,5424726016,8981651456,344801280,5963706368,2080,69453
20-03 21:59:59,25.373,1.493,72.886,0.249,0,0,90112,96413,2319695,5424226304,8982142976,344809472,5963706368,2080,69453
20-03 22:00:00,21.554,0,78.446,0,0,0,0,102264,2468977,5424222208,8982142976,344809472,5963710464,2080,69453
20-03 22:00:01,20.698,0.249,79.052,0,0,0,0,96180,2364011,5424222208,8982142976,344809472,5963710464,2080,69453
20-03 22:00:02,20.250,0,79.750,0,0,0,0,91011,2303405,5424349184,8982016000,344809472,5963710464,2080,69453
20-03 22:00:03,20.250,0.250,79.500,0,0,0,0,91247,2303988,5424349184,8982016000,344809472,5963710464,2080,69453
20-03 22:00:04,20.698,0,79.052,0.249,0,0,49152,89523,2269747,5424340992,8982016000,344825856,5963702272,2080,69453
20-03 22:00:05,20.698,0,79.302,0,0,0,0,89814,2277431,5424332800,8982016000,344825856,5963710464,2080,69453
20-03 22:00:06,20.647,0.249,79.104,0,0,0,0,89733,2278014,5424332800,8982016000,344825856,5963710464,2080,69453
20-03 22:00:07,20.647,0,79.353,0,0,0,28672,90284,2286089,5424373760,8981975040,344825856,5963710464,2080,69453
20-03 22:00:08,20.647,0.249,79.104,0,0,0,0,88986,2260115,5424328704,8982016000,344825856,5963714560,2080,69453
20-03 22:00:09,20.698,0,79.052,0.249,0,0,143360,87254,2200238,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:10,20.500,0,79.250,0.250,0,0,24576,88650,2260115,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:11,20.844,0,79.156,0,0,0,0,90405,2303405,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:12,20.596,0.248,79.156,0,0,0,0,89883,2295672,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:13,21.235,0.247,78.519,0,0,0,0,88236,2234286,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:14,21.340,0.248,78.164,0.248,0,0,12288,87208,2199697,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:15,20.750,0,79.250,0,0,0,12288,86852,2191434,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:16,20.844,0,79.156,0,0,0,0,88816,2251402,5424320512,8982016000,344829952,5963718656,2080,69453
20-03 22:00:17,22.469,0.247,77.284,0,0,0,16384,89120,2268918,5431820288,8974516224,344829952,5963718656,2080,69459
20-03 22:00:18,22.388,0.249,77.363,0,0,0,36864,92369,2338620,5424447488,8981889024,344829952,5963718656,2080,69453
20-03 22:00:19,21.975,0.247,77.531,0.247,0,0,69632,97918,2382304,5424443392,8981889024,344834048,5963718656,2080,69453
20-03 22:00:20,20.792,0.495,78.713,0,0,0,0,91257,2303405,5424439296,8981889024,344834048,5963722752,2080,69453
20-03 22:00:21,20.896,0,79.104,0,0,0,0,88487,2234724,5424439296,8981889024,344834048,5963722752,2080,69453
20-03 22:00:22,21.481,0,78.519,0,0,0,0,87837,2234141,5424439296,8981889024,344834048,5963722752,2080,69453
20-03 22:00:23,20.844,0.248,78.908,0,0,0,61440,89739,2268773,5424439296,8981889024,344834048,5963722752,2080,69453
20-03 22:00:24,20.398,0.249,79.104,0.249,0,0,12288,89562,2252673,5424435200,8981889024,344838144,5963722752,2080,69453
20-03 22:00:25,20.250,0.250,79.500,0,0,0,0,90558,2294747,5424435200,8981889024,344838144,5963722752,2080,69453
20-03 22:00:26,20.596,0.248,79.156,0,0,0,0,89829,2286179,5424435200,8981889024,344838144,5963722752,2080,69453
20-03 22:00:27,21.092,0,78.908,0,0,0,0,88214,2243382,5424435200,8981889024,344838144,5963722752,2080,69453
20-03 22:00:28,20.050,0.251,79.699,0,0,0,0,91167,2303405,5424435200,8981889024,344838144,5963722752,2080,69453
20-03 22:00:29,20.844,0.248,78.660,0.248,0,0,24576,89108,2260077,5424427008,8981889024,344846336,5963722752,2080,69453
20-03 22:00:30,20.948,0,79.052,0,0,0,0,91346,2304133,5424427008,8981889024,344846336,5963722752,2080,69453
20-03 22:00:31,20.398,0.249,79.353,0,0,0,0,90336,2294747,5424427008,8981889024,344846336,5963722752,2080,69453
20-03 22:00:32,21.481,0,78.519,0,0,0,0,87705,2234141,5424427008,8981889024,344846336,5963722752,2080,69453
20-03 22:00:33,20.398,0.249,79.104,0.249,0,0,69632,88289,2234814,5424427008,8981889024,344846336,5963722752,2080,69453
20-03 22:00:34,20.301,0.501,78.947,0.251,0,0,49152,88639,2243734,5424418816,8981889024,344850432,5963726848,2080,69453
20-03 22:00:35,21.040,0,78.960,0,0,0,0,87249,2216825,5424414720,8981889024,344850432,5963730944,2080,69453
20-03 22:00:36,20.647,0,79.353,0,0,0,0,90222,2278501,5424414720,8981889024,344850432,5963730944,2080,69453
20-03 22:00:37,20.596,0.496,78.908,0,0,0,20480,89409,2268773,5424832512,8981467136,344850432,5963735040,2080,69453
20-03 22:00:38,20.647,0.249,79.104,0,0,0,0,90696,2294747,5424791552,8981508096,344850432,5963735040,2080,69453
20-03 22:00:39,21.182,0.246,78.325,0.246,0,0,69632,87212,2208896,5424791552,8981508096,344850432,5963735040,2080,69453
20-03 22:00:40,21.481,0,78.519,0,0,0,0,87852,2225483,5424791552,8981508096,344850432,5963735040,2080,69453
20-03 22:00:41,20.844,0.248,78.908,0,0,0,0,85473,2164877,5424791552,8981508096,344850432,5963735040,2080,69453
20-03 22:00:42,20.596,0.248,79.156,0,0,0,0,89849,2286672,5424791552,8981508096,344850432,5963735040,2080,69453
