"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_256_3_run.csv",,,,"Date:","21 Mar 2020 13:57:22 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
21-03 13:57:22,4.107,0.679,94.989,0.225,0,5400306.699,1466215.762,0,0,1128030208,14798544896,198230016,400760832,2048,63760
21-03 13:57:23,3.941,46.305,49.754,0,0,0,0,1512,1359,1465470976,14461095936,198230016,732643328,2048,63764
21-03 13:57:24,1.500,65,33.500,0,0,0,0,1121,960,1861996544,14064570368,198230016,1122549760,2048,63764
21-03 13:57:25,1.256,65.327,33.417,0,0,0,0,591,377,2257305600,13669261312,198230016,1510928384,2048,63764
21-03 13:57:26,2.500,65.750,31.750,0,0,0,36864,620,484,2648981504,13277585408,198230016,1896030208,2048,63764
21-03 13:57:27,1.008,65.491,33.501,0,0,0,81920,281,960,3041574912,12884987904,198238208,2282074112,2048,63764
21-03 13:57:28,0.752,65.664,33.333,0.251,0,0,94208,171,377,3433525248,12493025280,198246400,2667528192,2048,63764
21-03 13:57:29,0.748,66.085,33.167,0,0,0,0,231,377,3828293632,12098256896,198246400,3056545792,2048,63764
21-03 13:57:30,0.995,66.169,32.836,0,0,0,0,626,1566,4225347584,11701202944,198246400,3446804480,2048,63764
21-03 13:57:31,7.232,52.369,40.399,0,0,0,40960,550,1312,4506476544,11420037120,198246400,3721740288,2112,63764
21-03 13:57:32,15.423,18.905,65.672,0,0,0,0,435,377,4506849280,11419697152,198246400,3723210752,2112,63764
21-03 13:57:33,15.869,17.632,66.247,0.252,0,0,16384,281,960,4506841088,11419697152,198254592,3723210752,2112,63764
21-03 13:57:34,17,16.750,66.250,0,0,0,0,171,377,4506841088,11419697152,198254592,3723210752,2112,63764
21-03 13:57:35,16.080,17.839,66.080,0,0,0,0,398,538,4506841088,11419697152,198254592,3723210752,2112,63764
21-03 13:57:36,16.129,18.362,65.509,0,0,0,61440,761,1109,4506841088,11419697152,198254592,3723210752,2112,63764
21-03 13:57:37,16.121,17.632,66.247,0,0,0,45056,231,377,4506841088,11419697152,198254592,3723210752,2112,63764
21-03 13:57:38,16.169,18.159,65.423,0.249,0,0,20480,111,377,4506832896,11419697152,198262784,3723210752,2112,63764
21-03 13:57:39,15.327,18.342,66.332,0,0,0,0,281,960,4506832896,11419697152,198262784,3723210752,2112,63764
21-03 13:57:40,14.390,21.220,64.390,0,0,0,0,231,461,4506832896,11419697152,198262784,3723210752,2112,63764
21-03 13:57:41,15.423,19.154,65.423,0,0,0,28672,269,484,4506824704,11419697152,198270976,3723210752,2112,63764
21-03 13:57:42,16.919,16.414,66.667,0,0,0,0,801,1447,4506824704,11419697152,198270976,3723210752,2112,63764
21-03 13:57:43,17.048,15.522,67.176,0.254,0,0,16384,651,467,4506816512,11419697152,198279168,3723210752,2112,63764
21-03 13:57:44,16.459,17.456,66.085,0,0,0,0,1425,377,4506816512,11419697152,198279168,3723210752,2112,63764
21-03 13:57:45,15.617,18.136,66.247,0,0,0,0,1121,960,4506812416,11419697152,198279168,3723214848,2112,63764
21-03 13:57:46,16.169,18.657,65.174,0,0,0,20480,1605,1393,4506800128,11419697152,198287360,3723218944,2112,63764
