"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_256_4_run.csv",,,,"Date:","21 Mar 2020 14:32:28 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
21-03 14:32:28,4.113,0.679,94.983,0.225,0,5398147.953,1465663.298,0,0,1127940096,14788038656,204144640,405270528,1984,63749
21-03 14:32:29,1.750,47.750,50.500,0,0,0,0,1452,1359,1470558208,14445293568,204144640,742993920,2016,63753
21-03 14:32:30,1.508,64.322,34.171,0,0,0,479232,911,1447,1864818688,14051033088,204144640,1130573824,2016,63753
21-03 14:32:31,1.508,64.070,34.422,0,0,0,0,290,484,2259120128,13656727552,204144640,1518088192,2016,63753
21-03 14:32:32,1.496,65.087,33.416,0,0,0,0,915,377,2655928320,13259919360,204144640,1908183040,2016,63753
21-03 14:32:33,1,66,33,0,0,0,69632,910,1788,3052027904,12863815680,204148736,2297815040,2016,63753
21-03 14:32:34,0.752,65.915,33.083,0.251,0,0,94208,651,377,3446542336,12469293056,204156928,2686414848,2016,63753
21-03 14:32:35,1.250,65.500,33.250,0,0,0,0,111,377,3846008832,12069826560,204156928,3079286784,2016,63753
21-03 14:32:36,1.008,65.491,33.501,0,0,0,0,379,1067,4246110208,11669725184,204156928,3472785408,2016,63753
21-03 14:32:37,6.045,48.615,45.340,0,0,0,0,111,377,4504506368,11411329024,204156928,3726856192,2016,63753
21-03 14:32:38,15.327,18.090,66.583,0,0,0,0,171,377,4505649152,11410186240,204156928,3727831040,2016,63753
21-03 14:32:39,14.392,20.099,65.509,0,0,0,0,221,960,4505649152,11410186240,204156928,3727831040,2016,63753
21-03 14:32:40,16,17.750,66,0.250,0,0,16384,171,377,4505767936,11410059264,204165120,3727831040,2016,63753
21-03 14:32:41,15,19,66,0,0,0,12288,200,484,4505759744,11410059264,204173312,3727831040,2016,63753
21-03 14:32:42,15.750,18,66.250,0,0,0,0,801,1447,4505759744,11410059264,204173312,3727831040,2016,63753
21-03 14:32:43,16.244,17.005,66.497,0.254,0,0,8192,531,377,4505759744,11410059264,204173312,3727831040,2016,63753
21-03 14:32:44,16.040,17.794,66.165,0,0,0,0,1395,377,4505759744,11410059264,204173312,3727831040,2016,63753
21-03 14:32:45,15.327,18.342,66.080,0.251,0,0,20480,701,960,4505751552,11410059264,204181504,3727831040,2016,63753
21-03 14:32:46,16.373,17.128,66.499,0,0,0,12288,770,484,4505743360,11410059264,204185600,3727835136,2016,63753
21-03 14:32:47,15.672,18.657,65.672,0,0,0,0,111,377,4505743360,11410059264,204185600,3727835136,2016,63753
21-03 14:32:48,16,18.250,65.750,0,0,0,4096,550,1788,4505743360,11410059264,204185600,3727835136,2016,63753
21-03 14:32:49,15.038,18.797,66.165,0,0,0,0,171,377,4505743360,11410059264,204185600,3727835136,2016,63753
21-03 14:32:50,16.291,17.544,66.165,0,0,0,0,231,377,4505743360,11410059264,204185600,3727835136,2016,63753
21-03 14:32:51,16.500,17.750,65.500,0.250,0,0,45056,451,1109,4505853952,11409932288,204197888,3727839232,2016,63753
21-03 14:32:52,15.288,18.546,66.165,0,0,0,0,502,377,4505853952,11409932288,204197888,3727839232,2016,63753
21-03 14:32:53,15.539,18.296,66.165,0,0,0,0,111,377,4505853952,11409932288,204197888,3727839232,2016,63753
21-03 14:32:54,16,18,66,0,0,0,0,2300,3689,4505845760,11409932288,204197888,3727847424,2016,63756
21-03 14:32:55,14.713,19.451,65.835,0,0,0,0,111,377,4505845760,11409932288,204197888,3727847424,2016,63756
21-03 14:32:56,18.069,12.376,69.307,0.248,0,0,118784,1067,946,4552478720,11325972480,204210176,3802828800,2016,63756
21-03 14:32:57,18.892,0.504,80.605,0,0,0,0,93352,2243700,4555661312,11322789888,204210176,3803922432,2016,63762
21-03 14:32:58,25.935,0.998,73.067,0,0,0,73728,167500,3817537,4556791808,11321647104,204210176,3803975680,2080,63782
21-03 14:32:59,19.095,0.251,80.402,0.251,0,0,24576,154353,3602147,4554362880,11324067840,204210176,3804041216,2080,63779
21-03 14:33:00,17,0.750,80.750,1.500,0,0,34570240,130811,3247710,4554600448,11323838464,204210176,3804033024,2080,63777
21-03 14:33:01,20.352,0,79.648,0,0,0,3350528,162449,3723424,4554412032,11324002304,204218368,3804041216,2080,63777
21-03 14:33:02,18.434,0.505,81.061,0,0,0,114688,158514,3731975,4554342400,11324067840,204222464,3804041216,2080,63777
21-03 14:33:03,21.250,0,78.750,0,0,0,4096,171742,3897888,4554469376,11323940864,204222464,3804041216,2080,63777
21-03 14:33:04,18.342,0.251,81.407,0,0,0,0,145579,3506867,4554469376,11323940864,204222464,3804041216,2080,63777
21-03 14:33:05,20.596,0.248,79.156,0,0,0,397312,159752,3740633,4554469376,11323940864,204222464,3804041216,2080,63777
21-03 14:33:06,21.500,0.250,78,0.250,0,0,16384,177713,4018866,4554461184,11323940864,204230656,3804041216,2080,63776
21-03 14:33:07,21.197,0.249,78.554,0,0,0,0,176076,4009031,4554461184,11323940864,204230656,3804041216,2080,63776
21-03 14:33:08,19,0.500,80.500,0,0,0,36864,140811,3428945,4554461184,11323940864,204238848,3804033024,2080,63776
21-03 14:33:09,19.506,0.494,80,0,0,0,0,142661,3446844,4554452992,11323940864,204238848,3804041216,2080,63776
21-03 14:33:10,20.551,0,79.449,0,0,0,0,168414,3887819,4554452992,11323940864,204238848,3804041216,2080,63776
21-03 14:33:11,21.446,0.249,78.055,0.249,0,0,16384,175626,3974506,4554444800,11323940864,204247040,3804041216,2080,63776
21-03 14:33:12,20.149,0.249,79.602,0,0,0,0,165448,3758532,4554444800,11323940864,204247040,3804041216,2080,63776
21-03 14:33:13,19.652,0.249,80.100,0,0,0,0,148891,3610763,4554444800,11323940864,204247040,3804041216,2080,63776
21-03 14:33:14,18.640,0,81.360,0,0,0,0,149790,3593302,4554444800,11323940864,204247040,3804041216,2080,63776
21-03 14:33:15,17.337,0.251,82.412,0,0,0,0,132349,3308316,4554444800,11323940864,204247040,3804041216,2080,63776
21-03 14:33:16,18.564,0.248,80.941,0.248,0,0,28672,131123,3282050,4554428416,11323940864,204259328,3804045312,2080,63776
21-03 14:33:17,18,0.250,81.750,0,0,0,0,137522,3342365,4554424320,11323940864,204259328,3804049408,2080,63776
21-03 14:33:18,18.159,0.498,81.343,0,0,0,4096,133754,3326947,4554424320,11323940864,204259328,3804049408,2080,63776
21-03 14:33:19,19.095,0.251,80.653,0,0,0,0,150390,3645395,4554424320,11323940864,204259328,3804049408,2080,63776
21-03 14:33:20,19.598,0.251,80.151,0,0,0,0,159741,3740633,4554424320,11323940864,204259328,3804049408,2080,63776
21-03 14:33:21,18.797,0.251,80.952,0,0,0,32768,151264,3559547,4554416128,11323940864,204267520,3804049408,2080,63776
21-03 14:33:22,17.910,0.249,81.592,0.249,0,0,16384,131187,3307733,4554403840,11323940864,204275712,3804049408,2080,63776
21-03 14:33:23,17.337,0.503,82.161,0,0,0,0,134538,3351023,4554403840,11323940864,204275712,3804049408,2080,63776
21-03 14:33:24,18.045,0,81.955,0,0,0,0,134438,3351606,4554403840,11323940864,204275712,3804049408,2080,63776
21-03 14:33:25,18.564,0.495,80.941,0,0,0,0,134353,3368339,4554403840,11323940864,204275712,3804049408,2080,63776
21-03 14:33:26,18.953,0,81.047,0,0,0,12288,136440,3420433,4554403840,11323940864,204279808,3804045312,2080,63776
21-03 14:33:27,18.905,0.249,80.597,0.249,0,0,65536,137888,3420870,4554387456,11323940864,204288000,3804053504,2080,63776
21-03 14:33:28,21.340,0.496,78.164,0,0,0,77824,136236,3402971,4555264000,11322916864,204288000,3804700672,2080,63778
21-03 14:33:29,20.352,0.251,79.397,0,0,0,0,171021,3913793,4555264000,11322916864,204288000,3804700672,2080,63778
21-03 14:33:30,19.395,0,80.605,0,0,0,0,154146,3741558,4555264000,11322916864,204288000,3804700672,2080,63778
21-03 14:33:31,18.250,0.500,78.750,2.500,0,0,36585472,137804,3420394,4555264000,11322916864,204288000,3804700672,2080,63778
21-03 14:33:32,18.090,0,81.910,0,0,0,61440,136602,3411774,4555264000,11322916864,204292096,3804696576,2080,63778
21-03 14:33:33,20.449,0.748,78.554,0.249,0,0,151552,137931,3439014,4555882496,11322281984,204300288,3804700672,2080,63778
21-03 14:33:34,18.953,0.249,80.798,0,0,0,0,143793,3480893,4555882496,11322281984,204300288,3804700672,2080,63778
21-03 14:33:35,19.500,0,80.500,0,0,0,0,150882,3558815,4555882496,11322281984,204300288,3804700672,2080,63778
21-03 14:33:36,19.701,0.249,79.800,0.249,0,0,94208,149695,3516070,4555882496,11322281984,204300288,3804700672,2080,63778
21-03 14:33:37,18.844,0.251,80.905,0,0,0,65536,153720,3619566,4555878400,11322281984,204300288,3804704768,2080,63778
21-03 14:33:38,19.598,0,80.402,0,0,0,57344,160917,3723317,4555878400,11322281984,204300288,3804704768,2080,63778
21-03 14:33:39,19.598,0,80.151,0.251,0,0,16384,158576,3767190,4555870208,11322281984,204308480,3804704768,2080,63778
21-03 14:33:40,19.298,0.501,80.201,0,0,0,0,155106,3714659,4555870208,11322281984,204308480,3804704768,2080,63778
21-03 14:33:41,18.953,0.249,80.798,0,0,0,0,144773,3524290,4555870208,11322281984,204308480,3804704768,2080,63778
21-03 14:33:42,18.136,0.252,81.612,0,0,0,0,144087,3516595,4555866112,11322281984,204308480,3804708864,2080,63778
21-03 14:33:43,18.657,0.498,80.846,0,0,0,0,138765,3480893,4555866112,11322281984,204308480,3804708864,2080,63778
21-03 14:33:44,18.388,0,81.612,0,0,0,0,143584,3498209,4555866112,11322281984,204308480,3804708864,2080,63778
21-03 14:33:45,18.136,0.252,81.612,0,0,0,16384,136354,3412212,4555857920,11322281984,204316672,3804708864,2080,63778
21-03 14:33:46,18.408,0.249,81.095,0.249,0,0,12288,137132,3437607,4555849728,11322281984,204320768,3804712960,2080,63778
21-03 14:33:47,18.797,0,81.203,0,0,0,0,135936,3394458,4555849728,11322281984,204320768,3804712960,2080,63778
21-03 14:33:48,18.500,0.500,81,0,0,0,4096,139045,3473646,4555849728,11322281984,204320768,3804712960,2080,63778
21-03 14:33:49,21.106,0.251,78.643,0,0,0,0,177645,4026202,4555849728,11322281984,204320768,3804712960,2080,63778
21-03 14:33:50,20.050,0.251,79.699,0,0,0,0,165954,3783923,4555849728,11322281984,204320768,3804712960,2080,63778
21-03 14:33:51,18.905,0.249,80.597,0.249,0,0,53248,136657,3412361,4555837440,11322281984,204333056,3804712960,2080,63778
21-03 14:33:52,18.250,0.500,81.250,0,0,0,0,137130,3437603,4555837440,11322281984,204333056,3804712960,2080,63778
21-03 14:33:53,18.090,0.251,81.658,0,0,0,0,138258,3446406,4555837440,11322281984,204333056,3804712960,2080,63778
21-03 14:33:54,18.296,0.251,81.454,0,0,0,0,141384,3482920,4555829248,11322281984,204333056,3804721152,2080,63780
21-03 14:33:55,19.395,0.252,80.353,0,0,8192,0,152563,3619566,4555804672,11322281984,204349440,3804729344,2080,63780
21-03 14:33:56,19.598,0,80.151,0.251,0,0,122880,162792,3775372,4555780096,11322281984,204374016,3804729344,2080,63780
21-03 14:33:57,20.398,0.498,79.104,0,0,0,0,166970,3810480,4555788288,11322281984,204374016,3804721152,2080,63778
21-03 14:33:58,25.750,2,72.250,0,0,0,90112,156069,3687527,4555370496,11322699776,204374016,3804721152,2080,63778
21-03 14:33:59,20.449,0.249,79.302,0,0,0,0,164745,3827297,4555407360,11322662912,204374016,3804721152,2080,63778
21-03 14:34:00,18.750,0,81.250,0,0,0,0,135843,3420870,4555407360,11322662912,204374016,3804721152,2080,63778
21-03 14:34:01,18,0.500,81.500,0,0,0,86016,135682,3368446,4555395072,11322662912,204382208,3804725248,2080,63778
21-03 14:34:02,17.500,0.500,81.750,0.250,0,0,212992,132405,3298930,4555386880,11322662912,204390400,3804725248,2080,63778
21-03 14:34:03,18.657,0.249,81.095,0,0,0,16384,133138,3300631,4555386880,11322662912,204390400,3804725248,2080,63778
21-03 14:34:04,18.454,0,81.546,0,0,0,0,135249,3411629,4555386880,11322662912,204390400,3804725248,2080,63778
21-03 14:34:05,18.090,0.251,81.658,0,0,0,0,136317,3394313,4555386880,11322662912,204390400,3804725248,2080,63778
21-03 14:34:06,19.259,0.494,80.247,0,0,0,45056,135470,3378029,4555378688,11322662912,204398592,3804725248,2080,63778
21-03 14:34:07,18.500,0.250,81,0.250,0,0,28672,138498,3446406,4555378688,11322662912,204406784,3804717056,2080,63778
21-03 14:34:08,18.090,0,81.910,0,0,0,0,137538,3454919,4555366400,11322662912,204406784,3804729344,2080,63778
21-03 14:34:09,21.106,0,78.894,0,0,0,0,177245,4018272,4555366400,11322662912,204406784,3804729344,2080,63778
21-03 14:34:10,21.782,0.495,77.723,0,0,0,0,179499,4052321,4555366400,11322662912,204406784,3804729344,2080,63778
21-03 14:34:11,18.228,0,81.772,0,0,0,12288,152390,3602254,4555366400,11322662912,204414976,3804721152,2080,63778
21-03 14:34:12,19.403,0,80.348,0.249,0,0,81920,135383,3342948,4555350016,11322662912,204423168,3804729344,2080,63778
21-03 14:34:13,18,0.500,81.500,0,0,0,118784,135663,3402826,4555345920,11322662912,204423168,3804733440,2080,63778
21-03 14:34:14,18.987,0,81.013,0,0,0,0,153264,3688830,4555345920,11322662912,204423168,3804733440,2080,63778
21-03 14:34:15,18.296,0.251,81.454,0,0,0,0,138873,3455502,4555345920,11322662912,204423168,3804733440,2080,63778
21-03 14:34:16,18.296,0.251,81.203,0.251,0,0,12288,136813,3420394,4555341824,11322662912,204427264,3804733440,2080,63778
21-03 14:34:17,18.250,0.250,81.250,0.250,0,0,16384,134935,3368429,4555333632,11322662912,204435456,3804733440,2080,63778
21-03 14:34:18,19.652,0,80.348,0,0,0,4096,138037,3448159,4555333632,11322662912,204435456,3804733440,2080,63778
21-03 14:34:19,18.703,0.499,80.798,0,0,0,0,143502,3506867,4555333632,11322662912,204435456,3804733440,2080,63778
21-03 14:34:20,18.500,0.250,81.250,0,0,0,0,137286,3420287,4555333632,11322662912,204435456,3804733440,2080,63778
21-03 14:34:21,18.797,0,81.203,0,0,0,32768,140371,3438335,4555329536,11322662912,204443648,3804729344,2080,63778
21-03 14:34:22,19.144,0.252,80.353,0.252,0,0,16384,157185,3740633,4555440128,11322535936,204451840,3804737536,2080,63778
21-03 14:34:23,18.342,0.503,81.156,0,0,0,0,144462,3541499,4555440128,11322535936,204451840,3804737536,2080,63778
21-03 14:34:24,18.136,0.252,81.612,0,0,0,0,134957,3342948,4555440128,11322535936,204451840,3804737536,2080,63778
21-03 14:34:25,18.812,0.495,80.693,0,0,0,0,135765,3394313,4555440128,11322535936,204451840,3804737536,2080,63778
21-03 14:34:26,18.500,0.250,81.250,0,0,0,0,139343,3455026,4555440128,11322535936,204451840,3804737536,2080,63778
21-03 14:34:27,18.500,0.250,81,0.250,0,0,16384,135948,3394751,4555431936,11322535936,204460032,3804737536,2080,63778
21-03 14:34:28,20.449,0.499,79.052,0,0,0,94208,135848,3411774,4555177984,11322789888,204460032,3804737536,2048,63778
21-03 14:34:29,21.144,0.249,78.607,0,0,0,0,173847,3965741,4555177984,11322789888,204460032,3804737536,2048,63778
21-03 14:34:30,18.296,0.251,81.454,0,0,0,0,144747,3516595,4555177984,11322789888,204460032,3804737536,2048,63778
21-03 14:34:31,19.250,0,80.750,0,0,0,57344,145928,3541606,4555173888,11322789888,204464128,3804737536,2048,63778
21-03 14:34:32,18.657,0.498,80.597,0.249,0,0,49152,138150,3472235,4555165696,11322789888,204472320,3804737536,2048,63778
21-03 14:34:33,20.500,0,79.500,0,0,0,4096,161521,3802650,4555161600,11322789888,204472320,3804741632,2048,63778
21-03 14:34:34,19.298,0.501,80.201,0,0,0,0,161001,3740633,4555161600,11322789888,204472320,3804741632,2048,63778
21-03 14:34:35,17.929,0.253,81.818,0,0,0,0,144402,3524183,4555161600,11322789888,204472320,3804741632,2048,63778
21-03 14:34:36,17.677,0.253,82.071,0,0,0,28672,134070,3360268,4555153408,11322789888,204480512,3804741632,2048,63778
21-03 14:34:37,18.546,0,81.203,0.251,0,0,16384,141537,3489696,4555153408,11322789888,204488704,3804733440,2048,63778
21-03 14:34:38,18.090,0,81.910,0,0,0,20480,137733,3446261,4555141120,11322789888,204488704,3804745728,2048,63778
21-03 14:34:39,20.896,0.249,78.856,0,0,0,12288,167207,3888257,4555141120,11322789888,204488704,3804745728,2048,63778
21-03 14:34:40,18.797,0.251,80.952,0,0,0,0,140690,3498328,4555141120,11322789888,204488704,3804745728,2048,63778
21-03 14:34:41,18.090,0.251,81.658,0,0,0,24576,138389,3446368,4555141120,11322789888,204492800,3804741632,2048,63778
21-03 14:34:42,20.844,0.248,78.660,0.248,0,0,24576,165120,3845744,4555128832,11322789888,204500992,3804745728,2048,63778
21-03 14:34:43,19.048,0.251,80.702,0,0,0,0,149460,3610763,4555128832,11322789888,204500992,3804745728,2048,63778
21-03 14:34:44,18.546,0,81.454,0,0,0,0,135225,3402826,4555128832,11322789888,204500992,3804745728,2048,63778
21-03 14:34:45,18.657,0.249,81.095,0,0,0,0,138842,3446989,4555128832,11322789888,204500992,3804745728,2048,63778
21-03 14:34:46,18.090,0.251,81.658,0,0,0,12288,136346,3420478,4555128832,11322789888,204505088,3804741632,2048,63778
21-03 14:34:47,18.546,0.251,80.952,0.251,0,0,16384,142026,3506867,4555116544,11322789888,204513280,3804745728,2048,63778
21-03 14:34:48,19.250,0.250,80.500,0,0,0,36864,138265,3404382,4555116544,11322789888,204513280,3804745728,2048,63778
21-03 14:34:49,20.149,0.249,79.602,0,0,0,45056,156001,3731975,4555112448,11322789888,204513280,3804749824,2048,63778
21-03 14:34:50,20,0,80,0,0,0,0,156155,3697343,4555112448,11322789888,204513280,3804749824,2048,63778
21-03 14:34:51,18.703,0.499,80.549,0.249,0,0,28672,144511,3542231,4555112448,11322789888,204521472,3804741632,2048,63778
21-03 14:34:52,19.799,0.501,79.699,0,0,0,16384,161544,3757804,4555096064,11322789888,204529664,3804749824,2048,63778
21-03 14:34:53,20.250,0,79.750,0,0,0,0,165051,3784068,4555096064,11322789888,204529664,3804749824,2048,63778
21-03 14:34:54,19.849,0.251,79.899,0,0,0,0,165690,3767677,4555096064,11322789888,204529664,3804749824,2048,63778
21-03 14:34:55,19.095,0.251,80.653,0,0,0,0,160803,3714514,4555096064,11322789888,204529664,3804749824,2048,63778
21-03 14:34:56,17.929,0,81.818,0.253,0,0,12288,140975,3429197,4555083776,11322789888,204537856,3804753920,2048,63778
21-03 14:34:57,19.444,0.505,80.051,0,0,0,16384,165663,3853770,4555075584,11322789888,204546048,3804753920,2048,63778
21-03 14:34:58,23.058,1.504,75.439,0,0,0,65536,145254,3514298,4555948032,11321880576,204546048,3804758016,2048,63778
21-03 14:34:59,21.106,0,78.894,0,0,0,28672,178206,4017834,4555833344,11321995264,204546048,3804758016,2048,63778
21-03 14:35:00,19.192,0.253,80.556,0,0,0,0,166539,3793019,4555833344,11321995264,204546048,3804758016,2048,63778
21-03 14:35:01,19.500,0.500,79.750,0.250,0,0,61440,162677,3740927,4555825152,11321995264,204554240,3804758016,2048,63778
21-03 14:35:02,20.050,0.251,79.699,0,0,0,0,168372,3818555,4555825152,11321995264,204554240,3804758016,2048,63778
21-03 14:35:03,19,0.250,80.500,0.250,0,0,49152,137989,3387066,4555816960,11321995264,204562432,3804758016,2048,63778
21-03 14:35:04,19.154,0,80.846,0,0,0,0,142002,3472235,4555816960,11321995264,204562432,3804758016,2048,63778
21-03 14:35:05,18.090,0.251,81.658,0,0,0,0,136902,3385655,4555816960,11321995264,204562432,3804758016,2048,63778
21-03 14:35:06,18.296,0.501,81.203,0,0,0,36864,139397,3455951,4555812864,11321995264,204566528,3804758016,2048,63778
21-03 14:35:07,20.101,0,79.899,0,0,0,0,162771,3827213,4555812864,11321995264,204566528,3804758016,2048,63778
21-03 14:35:08,19.250,0.250,80.500,0,0,0,0,151953,3645540,4555812864,11321995264,204566528,3804758016,2048,63778
21-03 14:35:09,18.500,0.500,80.750,0.250,0,0,16384,138356,3472818,4555804672,11321995264,204574720,3804758016,2048,63778
21-03 14:35:10,18.342,0.251,81.407,0,0,0,0,138684,3454919,4555804672,11321995264,204574720,3804758016,2048,63778
21-03 14:35:11,19.347,0.503,80.151,0,0,0,0,164786,3766714,4555800576,11321995264,204574720,3804762112,2048,63778
21-03 14:35:12,18.750,0.250,81,0,0,0,0,136544,3403554,4555800576,11321995264,204574720,3804762112,2048,63778
21-03 14:35:13,18.703,0.249,81.047,0,0,0,16384,135327,3411629,4555800576,11321995264,204582912,3804753920,2048,63778
21-03 14:35:14,18.703,0.249,81.047,0,0,0,12288,136245,3420142,4555792384,11321995264,204582912,3804762112,2048,63778
21-03 14:35:15,18.500,0.250,81,0.250,0,0,32768,136394,3420870,4555784192,11321995264,204591104,3804762112,2048,63778
21-03 14:35:16,18,0.500,81.500,0,0,0,24576,135029,3385907,4555780096,11321995264,204595200,3804762112,2048,63778
21-03 14:35:17,18.045,0.251,81.704,0,0,0,0,137169,3446261,4555780096,11321995264,204595200,3804762112,2048,63778
21-03 14:35:18,18.136,0.252,81.612,0,0,0,4096,138303,3448014,4555780096,11321995264,204595200,3804762112,2048,63778
21-03 14:35:19,19.298,0.251,80.451,0,0,0,0,150623,3628224,4555780096,11321995264,204595200,3804762112,2048,63778
21-03 14:35:20,18.250,0.250,81.500,0,0,0,0,135996,3385655,4555780096,11321995264,204595200,3804762112,2048,63778
21-03 14:35:21,18.342,0.251,81.156,0.251,0,0,53248,140066,3472925,4555763712,11321995264,204611584,3804762112,2048,63778
21-03 14:35:22,18.296,0.251,81.454,0,0,0,0,136817,3437603,4555763712,11321995264,204611584,3804762112,2048,63778
21-03 14:35:23,18.296,0.251,81.454,0,0,0,0,138342,3437603,4555763712,11321995264,204611584,3804762112,2048,63778
21-03 14:35:24,18.703,0,81.047,0.249,0,0,36864,135476,3403554,4555759616,11321995264,204611584,3804766208,2048,63778
21-03 14:35:25,18.342,0.251,81.407,0,0,0,61440,134583,3376997,4555755520,11321995264,204611584,3804770304,2048,63778
21-03 14:35:26,18.204,0.499,81.047,0.249,0,0,28672,137030,3437752,4555739136,11321995264,204627968,3804770304,2048,63778
21-03 14:35:27,18.593,0,81.407,0,0,0,0,136220,3412067,4555735040,11321995264,204627968,3804774400,2048,63778
21-03 14:35:28,20.449,0.499,79.052,0,0,0,57344,134388,3394458,4555862016,11321868288,204627968,3804774400,2048,63778
21-03 14:35:29,20.301,0,79.699,0,0,0,0,162294,3835871,4555862016,11321868288,204627968,3804774400,2048,63778
21-03 14:35:30,19.403,0.249,80.348,0,0,0,24576,144850,3551227,4555862016,11321868288,204627968,3804774400,2048,63778
21-03 14:35:31,18.342,0,81.407,0.251,0,0,106496,138151,3446368,4555972608,11321741312,204640256,3804774400,2048,63778
21-03 14:35:32,18.905,0.249,80.846,0,0,0,0,135571,3402971,4555972608,11321741312,204640256,3804774400,2048,63778
21-03 14:35:33,20.603,0.251,79.146,0,0,0,40960,145749,3551568,4555644928,11322068992,204640256,3804774400,2080,63778
21-03 14:35:34,18.342,0.251,81.407,0,0,0,0,132510,3324904,4555845632,11321868288,204640256,3804774400,2080,63778
21-03 14:35:35,17.215,0.253,82.532,0,0,0,0,137442,3446406,4555845632,11321868288,204640256,3804774400,2080,63778
21-03 14:35:36,19.403,0.249,80.100,0.249,0,0,77824,140722,3516215,4555833344,11321868288,204652544,3804774400,2080,63778
21-03 14:35:37,20.948,0,79.052,0,0,0,0,168831,3913793,4555833344,11321868288,204652544,3804774400,2080,63778
21-03 14:35:38,19.701,0.499,79.800,0,0,0,0,158391,3740633,4555833344,11321868288,204652544,3804774400,2080,63778
21-03 14:35:39,21.500,0.250,78.250,0,0,0,0,182462,4078878,4555833344,11321868288,204652544,3804774400,2080,63778
21-03 14:35:40,17.839,0.503,81.658,0,0,0,0,134385,3376997,4555833344,11321868288,204652544,3804774400,2080,63778
21-03 14:35:41,20.449,0,79.302,0.249,0,0,28672,163324,3827362,4555825152,11321868288,204668928,3804766208,2080,63778
21-03 14:35:42,18.953,0.249,80.798,0,0,0,0,135792,3386725,4555816960,11321868288,204668928,3804774400,2080,63778
