"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/OIS_65536_1_run.csv",,,,"Date:","22 Mar 2020 16:15:51 WET"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
22-03 16:15:51,4.157,0.674,94.947,0.222,0,5305182.281,1458442.948,0,0,1131192320,11961430016,310050816,3077345280,2048,73106
22-03 16:15:52,2.267,49.370,48.363,0,0,0,86016,1231,2049,1490554880,11602059264,310050816,3433000960,2080,73110
22-03 16:15:53,1.504,65.414,33.083,0,0,0,0,111,377,1886715904,11205894144,310050816,3822272512,2080,73110
22-03 16:15:54,0.754,66.080,33.166,0,0,0,0,171,377,2284785664,10807824384,310050816,4213620736,2080,73110
22-03 16:15:55,0.752,66.165,33.083,0,0,0,0,221,960,2681585664,10411024384,310050816,4603801600,2080,73110
22-03 16:15:56,1.005,65.829,33.166,0,0,0,81920,503,377,3078258688,10014351360,310050816,4993671168,2080,73110
22-03 16:15:57,1.008,65.995,32.997,0,0,0,122880,524,484,3475681280,9616916480,310063104,5384560640,2080,73110
22-03 16:15:58,0.993,66.005,33.002,0,0,0,0,801,1447,3872370688,9219751936,310063104,5774659584,2080,73110
22-03 16:15:59,1.005,66.080,32.915,0,0,0,4096,860,1185,4268789760,8821596160,310063104,6164389888,2080,73110
22-03 16:16:00,12.219,46.883,40.898,0,0,0,0,1231,7798,4508045312,8581275648,310063104,6398922752,2080,73132
22-03 16:16:01,15.949,16.962,67.089,0,0,0,0,419,960,4508758016,8580562944,310063104,6399791104,2080,73132
22-03 16:16:02,18.905,17.164,63.682,0.249,0,0,114688,582,523,4509388800,8579911680,310067200,6399791104,2080,73132
22-03 16:16:03,15.572,20.195,64.234,0,0,0,0,502,377,4509388800,8579911680,310067200,6399791104,2080,73132
22-03 16:16:04,15.610,20,64.390,0,0,0,0,341,960,4509388800,8579911680,310067200,6399791104,2080,73132
22-03 16:16:05,16.062,15.285,68.653,0,0,0,0,111,377,4509388800,8579911680,310067200,6399791104,2080,73132
22-03 16:16:06,15.190,17.975,66.582,0.253,0,0,8192,651,377,4509388800,8579911680,310067200,6399791104,2080,73132
22-03 16:16:07,14.851,20.050,64.851,0.248,0,0,2265088,859,1109,4509618176,8579682304,310071296,6399787008,2080,73132
22-03 16:16:08,15.424,16.710,67.866,0,0,0,0,651,377,4509478912,8579813376,310071296,6399795200,2080,73132
22-03 16:16:09,16.708,18.428,64.865,0,0,0,0,855,377,4509478912,8579813376,310071296,6399795200,2080,73132
22-03 16:16:10,15.842,19.059,62.871,2.228,0,0,50331648,801,1447,4509478912,8579813376,310071296,6399795200,2080,73132
22-03 16:16:11,15.633,18.610,65.757,0,0,0,0,531,377,4509413376,8579878912,310071296,6399795200,2080,73132
22-03 16:16:12,16.176,19.118,64.706,0,0,0,69632,329,484,4509413376,8579878912,310071296,6399795200,2080,73132
22-03 16:16:13,15.500,18.500,65.750,0.250,0,0,24576,341,960,4509409280,8579878912,310075392,6399795200,2080,73132
22-03 16:16:14,15.601,17.136,67.263,0,0,0,4096,560,1185,4509405184,8579878912,310075392,6399799296,2080,73132
22-03 16:16:15,16.837,15.816,63.776,3.571,0,0,49545216,171,377,4509405184,8579878912,310075392,6399799296,2080,73132
