"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/twitter_BASELINE_10_1_run.csv",,,,"Date:","10 Apr 2020 17:05:41 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
10-04 17:05:41,4.280,0.619,94.736,0.365,0,4112313.234,1603196.580,0,0,350748672,14453817344,23613440,1741324288,1344,25346
10-04 17:05:42,1.256,0.251,96.985,1.508,0,0,7520256,4289,2241,349171712,14455156736,23638016,1742073856,1312,25348
10-04 17:05:43,0.501,0,99.499,0,0,0,495616,1320,0,349171712,14455156736,23638016,1742073856,1312,25348
10-04 17:05:44,1.256,29.397,69.347,0,0,0,0,2519,1276,601006080,14203322368,23638016,1989349376,1312,25352
10-04 17:05:45,2.519,65.239,32.242,0,0,0,36864,900,0,1005207552,13799112704,23638016,2386231296,1312,25352
10-04 17:05:46,0.505,65.909,33.586,0,0,0,86016,0,0,1412374528,13391945728,23646208,2786373632,1312,25352
10-04 17:05:47,1.500,64.750,33.250,0.500,0,0,73728,590,107,1812918272,12989878272,23654400,3179999232,1312,25352
10-04 17:05:48,1,65.750,33.250,0,0,0,0,752,0,2210799616,12590309376,23654400,3571335168,1312,25352
10-04 17:05:49,1.003,65.414,33.584,0,0,0,0,480,0,2609270784,12190101504,23654400,3963035648,1312,25352
10-04 17:05:50,1.515,64.899,33.586,0,0,0,0,420,0,3008573440,11788963840,23654400,4355772416,1312,25352
10-04 17:05:51,0.501,65.915,33.584,0,0,0,0,480,0,3410128896,11385688064,23654400,4750434304,1312,25352
10-04 17:05:52,3.509,56.391,40.100,0,0,0,90112,1583,146,3726868480,11067514880,23662592,5062512640,1312,25352
10-04 17:05:53,14.286,19.298,66.165,0.251,0,0,24576,540,0,3728891904,11065466880,23670784,5064511488,1312,25352
10-04 17:05:54,15.174,18.905,65.920,0,0,0,0,708,90,3728891904,11065466880,23670784,5064511488,1312,25352
10-04 17:05:55,17.544,16.040,66.416,0,0,0,0,120,0,3728891904,11065466880,23670784,5064511488,1312,25352
10-04 17:05:56,14.500,19.500,65.750,0.250,0,0,8192,60,0,3728891904,11065466880,23670784,5064511488,1312,25352
10-04 17:05:57,17.005,16.244,66.751,0,0,0,16384,967,928,3728883712,11065466880,23678976,5064511488,1312,25352
10-04 17:05:58,16.080,17.588,66.080,0.251,0,0,28672,420,0,3728875520,11065466880,23687168,5064511488,1312,25352
10-04 17:05:59,13.889,19.192,66.919,0,0,0,0,1380,0,3728875520,11065466880,23687168,5064511488,1312,25352
10-04 17:06:00,14.750,19.250,66,0,0,0,0,900,0,3728875520,11065466880,23687168,5064511488,1312,25352
10-04 17:06:01,15.136,19.107,65.757,0,0,0,0,960,0,3728875520,11065466880,23687168,5064511488,1312,25352
10-04 17:06:02,15.288,18.546,66.165,0,0,0,28672,109,146,3728863232,11065466880,23695360,5064515584,1312,25352
10-04 17:06:03,15.816,16.582,67.092,0.510,0,0,24576,60,0,3728855040,11065466880,23703552,5064515584,1312,25352
10-04 17:06:04,14.358,18.892,66.751,0,0,0,0,804,0,3728855040,11065466880,23703552,5064515584,1312,25352
10-04 17:06:05,14.925,19.403,65.672,0,0,0,0,540,0,3728850944,11065466880,23703552,5064519680,1312,25352
10-04 17:06:06,15.403,19.804,64.792,0,0,0,0,480,0,3728846848,11065466880,23703552,5064523776,1312,25352
10-04 17:06:07,18.586,12.304,69.110,0,0,0,12288,169,146,3728838656,11065466880,23711744,5064523776,1312,25352
10-04 17:06:08,15.776,17.048,66.921,0.254,0,0,24576,0,0,3728830464,11065466880,23719936,5064523776,1312,25352
10-04 17:06:09,15.267,17.812,63.613,3.308,0,0,67125248,60,0,3728732160,11065565184,23719936,5064523776,1312,25352
10-04 17:06:10,15.212,18.953,65.835,0,0,0,0,0,0,3728728064,11065565184,23719936,5064527872,1312,25352
10-04 17:06:11,16.121,14.861,69.018,0,0,0,16384,268,212,3891789824,10877136896,23719936,5242224640,1312,25353
10-04 17:06:12,22.306,3.258,74.436,0,0,0,1183744,714,967,4104830976,10444423168,23728128,5668421632,1312,25353
10-04 17:06:13,22.693,2.993,74.065,0.249,0,0,86016,540,0,4318330880,10011484160,23736320,6094409728,1312,25353
10-04 17:06:14,22.166,4.786,62.217,10.831,0,20480,674803712,480,0,4526788608,9588404224,23756800,6511046656,1312,25353
10-04 17:06:15,23.810,3.759,72.431,0,0,0,36864,900,0,4736704512,9162747904,23756800,6929993728,1312,25353
10-04 17:06:16,21.303,4.010,74.687,0,0,0,0,924,84,4949762048,8733224960,23756800,7350366208,1312,25354
10-04 17:06:17,22.055,4.010,71.429,2.506,0,12288,291168256,891,146,5155647488,8313270272,23777280,7765647360,1312,25354
10-04 17:06:18,22.418,3.275,69.018,5.290,0,8192,210165760,60,0,5369208832,7880458240,23793664,8191492096,1312,25354
10-04 17:06:19,22.589,5.330,62.944,9.137,0,32768,1168359424,273,167,5577097216,7458263040,23826432,8607256576,1312,25354
10-04 17:06:20,21.945,3.491,74.564,0,0,0,0,480,0,5787512832,7031435264,23826432,9027297280,1312,25354
10-04 17:06:21,23.058,2.256,74.687,0,0,0,1572864,540,0,5887713280,6712401920,23826432,9340084224,1344,25354
10-04 17:06:22,22.250,3.750,74,0,0,0,3682304,745,146,5889921024,6493655040,23834624,9550630912,1344,25354
10-04 17:06:23,21.805,4.261,70.677,3.258,0,8192,424202240,60,90,5890080768,6279221248,23851008,9759174656,1344,25355
10-04 17:06:24,21.228,4.859,65.217,8.696,0,32768,1145225216,138,0,5889798144,6068875264,23883776,9964048384,1344,25355
10-04 17:06:25,21.750,3.500,74.750,0,0,0,4194304,60,0,5890162688,5858000896,23883776,10168860672,1344,25355
10-04 17:06:26,21.250,4,74.750,0,0,0,4194304,0,0,5889851392,5639254016,23883776,10381864960,1344,25355
10-04 17:06:27,21.608,5.025,70.352,3.015,0,8192,432103424,688,925,5889994752,5437108224,23891968,10578493440,1344,25356
10-04 17:06:28,21.357,4.774,70.352,3.518,0,8192,431636480,384,0,5889949696,5218283520,23916544,10791403520,1344,25356
10-04 17:06:29,21.554,4.762,69.925,3.759,0,4096,432013312,60,0,5889798144,4999315456,23920640,11004461056,1344,25356
10-04 17:06:30,22.222,5.556,63.384,8.838,0,16384,1141207040,480,0,5889949696,4788662272,23937024,11209342976,1344,25356
10-04 17:06:31,21.303,4.010,74.687,0,0,0,3670016,686,351,5889847296,4569804800,23937024,11422375936,1344,25356
10-04 17:06:32,21.945,3.491,74.564,0,0,0,4194304,960,188,5890179072,4357709824,23937024,11628277760,1344,25357
10-04 17:06:33,21.465,3.283,51.010,24.242,0,16384,403865600,811,0,5890215936,4149383168,23961600,11830947840,1344,25357
10-04 17:06:34,7.107,2.538,71.827,18.528,0,4096,417009664,420,0,5890244608,4080844800,23965696,11897589760,1344,25357
10-04 17:06:35,22.195,3.741,69.327,4.738,0,0,98566144,60,0,5890371584,3866161152,23969792,12106391552,1344,25357
10-04 17:06:36,20.403,4.030,49.622,25.945,0,8192,465068032,0,0,5890727936,3667718144,23977984,12298969088,1344,25357
10-04 17:06:37,14.684,3.797,51.392,30.127,0,4096,461426688,557,498,5890240512,3525017600,23986176,12438282240,1344,25357
10-04 17:06:38,19.395,4.534,65.743,10.327,0,8192,214622208,0,0,5890113536,3340177408,24002560,12618289152,1344,25357
