"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/twitter_BASELINE_10_5_run.csv",,,,"Date:","10 Apr 2020 20:17:55 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
10-04 20:17:55,4.311,0.619,94.704,0.366,0,4105565.273,1637317.421,0,0,338685952,14310395904,63860736,1854316544,1184,25741
10-04 20:17:56,1.256,0.251,95.980,2.513,0,0,20406272,4418,1840,340242432,14308433920,63885312,1856643072,1184,25748
10-04 20:17:57,0.251,0.251,99.499,0,0,0,0,1214,188,340242432,14308433920,63885312,1856643072,1184,25748
10-04 20:17:58,1.003,25.313,73.684,0,0,0,0,1799,1276,559312896,14089359360,63885312,2072395776,1184,25752
10-04 20:17:59,1.010,65.152,33.838,0,0,0,0,840,0,964542464,13684129792,63885312,2469896192,1184,25752
10-04 20:18:00,0.998,65.586,33.416,0,0,0,0,540,90,1369149440,13279522816,63885312,2867560448,1184,25752
10-04 20:18:01,1.527,64.631,33.588,0.254,0,0,151552,570,0,1772199936,12875194368,63901696,3263467520,1184,25752
10-04 20:18:02,0.505,65.657,33.838,0,0,0,0,120,107,2174296064,12471508992,63901696,3658539008,1184,25752
10-04 20:18:03,1.253,65.163,33.584,0,0,0,0,119,0,2574962688,12068941824,63901696,4052680704,1184,25752
10-04 20:18:04,0.505,65.657,33.838,0,0,0,0,384,0,2974396416,11667705856,63901696,4445523968,1184,25752
10-04 20:18:05,0.750,66,33.250,0,0,0,0,60,0,3374096384,11266236416,63901696,4838363136,1184,25752
10-04 20:18:06,2.010,60.553,37.437,0,0,0,4096,389,779,3717189632,10921635840,63901696,5176487936,1184,25752
10-04 20:18:07,14.925,18.905,65.672,0.498,0,0,45056,998,107,3719716864,10919096320,63918080,5179076608,1184,25752
10-04 20:18:08,15.949,16.962,67.089,0,0,0,0,900,0,3719712768,10919096320,63918080,5179080704,1184,25752
10-04 20:18:09,14.250,19.500,66.250,0,0,0,0,1260,0,3719712768,10919096320,63918080,5179080704,1184,25752
10-04 20:18:10,14.706,20.343,64.706,0.245,0,0,8192,480,0,3719712768,10919096320,63918080,5179080704,1184,25752
10-04 20:18:11,16.667,17.662,65.672,0,0,0,0,420,0,3719712768,10919096320,63918080,5179080704,1184,25752
10-04 20:18:12,14.286,20.443,65.025,0.246,0,0,32768,60,146,3719577600,10919223296,63934464,5179072512,1184,25752
10-04 20:18:13,17.391,14.834,67.775,0,0,0,0,359,0,3719565312,10919223296,63934464,5179084800,1184,25752
10-04 20:18:14,14.532,20.443,65.025,0,0,0,0,60,0,3719565312,10919223296,63934464,5179084800,1184,25752
10-04 20:18:15,16.497,16.244,67.259,0,0,0,0,0,0,3719565312,10919223296,63934464,5179084800,1184,25752
