"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cloud105",,,,"User:","gsd"
"Cmdline:","dstat -tcdnm --fs --noheaders --output /home/gsd/sparknvme/postgresql/twitter_BASELINE_10_2_run.csv",,,,"Date:","10 Apr 2020 17:53:43 WEST"
"system","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"filesystem",
"time","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","files","inodes"
10-04 17:53:43,4.288,0.619,94.728,0.365,0,4110625.224,1611736.374,0,0,341684224,14424121344,34324480,1769795584,1280,25530
10-04 17:53:44,0.752,0.752,96.491,2.005,0,0,6721536,3511,1313,340094976,14425460736,34349056,1770561536,1216,25532
10-04 17:53:45,0.500,0.250,99.250,0,0,0,4096,269,779,340094976,14425460736,34349056,1770561536,1216,25532
10-04 17:53:46,0.756,26.196,73.048,0,0,0,0,1319,1276,569073664,14196482048,34349056,1994997760,1216,25536
10-04 17:53:47,0.752,65.414,33.835,0,0,0,0,89,107,967704576,13797851136,34349056,2387697664,1216,25536
10-04 17:53:48,3.046,64.975,31.980,0,0,0,118784,120,42,1370333184,13395214336,34357248,2782777344,1216,25536
10-04 17:53:49,1,65.500,33.500,0,0,0,69632,0,0,1774055424,12990156800,34365440,3179360256,1216,25536
10-04 17:53:50,1.263,64.899,33.838,0,0,0,0,60,0,2176270336,12586106880,34365440,3574579200,1216,25536
10-04 17:53:51,1.005,65.327,33.668,0,0,0,0,0,0,2576850944,12183773184,34365440,3968446464,1216,25536
10-04 17:53:52,0.754,65.578,33.668,0,0,0,0,384,107,2977071104,11781767168,34365440,4361760768,1216,25536
10-04 17:53:53,1,65.500,33.500,0,0,0,0,421,0,3372724224,11384537088,34365440,4750680064,1216,25536
10-04 17:53:54,2.250,60.750,37,0,0,0,0,60,0,3717042176,11038564352,34365440,5090508800,1248,25536
10-04 17:53:55,15.672,18.408,65.423,0.498,0,0,16384,198,0,3719700480,11035897856,34373632,5092999168,1248,25536
10-04 17:53:56,15.075,18.342,66.583,0,0,0,0,180,0,3719700480,11035897856,34373632,5092999168,1248,25536
10-04 17:53:57,15.062,19.753,65.185,0,0,0,12288,629,107,3719700480,11035897856,34381824,5092990976,1248,25536
10-04 17:53:58,15.423,18.905,65.423,0.249,0,0,8192,540,0,3719692288,11035897856,34381824,5092999168,1248,25536
10-04 17:53:59,16.089,18.317,65.594,0,0,0,0,420,0,3719692288,11035897856,34381824,5092999168,1248,25536
10-04 17:54:00,14.070,20.101,65.578,0.251,0,0,823296,419,869,3719684096,11035897856,34390016,5092999168,1248,25536
10-04 17:54:01,14.250,19.750,66,0,0,0,0,60,0,3719684096,11035897856,34390016,5092999168,1248,25536
10-04 17:54:02,15.672,18.159,65.920,0.249,0,0,32768,629,107,3719684096,11035897856,34398208,5092990976,1248,25536
10-04 17:54:03,14.963,18.953,66.085,0,0,0,0,480,0,3719675904,11035897856,34398208,5092999168,1248,25536
10-04 17:54:04,14.500,19.500,66,0,0,0,0,804,0,3719675904,11035897856,34398208,5092999168,1248,25532
10-04 17:54:05,16.121,17.128,66.499,0.252,0,0,16384,60,0,3719667712,11035897856,34406400,5092999168,1248,25532
10-04 17:54:06,15.897,16.410,67.692,0,0,0,0,120,0,3719667712,11035897856,34406400,5092999168,1248,25532
10-04 17:54:07,14.358,19.144,66.499,0,0,0,12288,60,107,3719663616,11035897856,34414592,5092995072,1248,25532
10-04 17:54:08,16.792,17.043,66.165,0,0,0,0,170,0,3719655424,11035897856,34414592,5093003264,1248,25532
10-04 17:54:09,15.711,18.454,65.835,0,0,0,0,0,0,3719655424,11035897856,34414592,5093003264,1248,25532
10-04 17:54:10,17.048,15.522,67.176,0.254,0,0,16384,480,0,3719647232,11035897856,34422784,5093003264,1248,25532
10-04 17:54:11,16.129,18.362,65.509,0,0,0,0,420,0,3719647232,11035897856,34422784,5093003264,1248,25532
10-04 17:54:12,16.332,17.337,66.332,0,0,0,12288,578,107,3719647232,11035897856,34430976,5092995072,1248,25532
10-04 17:54:13,15.404,16.667,67.929,0,0,0,2138112,208,212,3866021888,10880819200,34430976,5237997568,1248,25533
10-04 17:54:14,22.556,2.757,74.687,0,0,0,0,60,0,4075753472,10456023040,34430976,5655904256,1248,25533
10-04 17:54:15,22.670,4.030,60.453,12.846,0,8192,307298304,329,779,4284846080,10031706112,34439168,6073610240,1248,25533
10-04 17:54:16,22.055,4.261,65.915,7.769,0,12288,434917376,864,0,4497899520,9598988288,34459648,6499737600,1248,25533
10-04 17:54:17,22.500,3,74.500,0,0,0,57344,480,107,4706111488,9176621056,34467840,6915432448,1248,25533
10-04 17:54:18,24.814,3.226,71.960,0,0,0,36864,599,0,4916031488,8750428160,34467840,7335325696,1248,25533
10-04 17:54:19,22.055,4.010,72.180,1.754,0,8192,224419840,420,0,5123977216,8328933376,34476032,7749865472,1248,25534
10-04 17:54:20,22.111,4.020,68.844,5.025,0,4096,207093760,633,167,5335322624,7900868608,34480128,8170827776,1248,25534
10-04 17:54:21,22.335,5.330,63.706,8.629,0,36864,1100873728,480,0,5548544000,7467929600,34533376,8596992000,1248,25534
10-04 17:54:22,21.945,3.491,74.314,0.249,0,0,49152,120,107,5753851904,7051657216,34541568,9006587904,1248,25534
10-04 17:54:23,22.306,3.008,74.687,0,0,0,524288,269,84,5878874112,6702592000,34541568,9348833280,1248,25534
10-04 17:54:24,21.250,4,74.750,0,0,0,4194304,60,0,5880647680,6485622784,34541568,9558175744,1248,25534
10-04 17:54:25,22.362,4.271,70.603,2.764,0,8192,408363008,138,0,5881032704,6274854912,34553856,9762959360,1248,25534
10-04 17:54:26,22.195,7.232,62.095,8.479,0,28672,1205301248,60,0,5880987648,6064300032,34586624,9967738880,1248,25534
